SKDI_01G0010	XP_056085810.1
SKDI_13G4090	XP_056084437.1
SKDI_13G4100	XP_056084438.1
SKDI_13G4110	XP_056084439.1
SKDI_13G4120	XP_056084440.1
SKDI_13G4130	XP_056084441.1
SKDI_13G4140	XP_056084442.1
SKDI_13G4150	XP_056084443.1
SKDI_13G4160	XP_056084444.1
SKDI_13G4170	XP_056084445.1
SKDI_13G4180	XP_056084446.1
SKDI_13G4190	XP_056084447.1
SKDI_13G4200	XP_056084448.1
SKDI_13G4210	XP_056084449.1
SKDI_13G4220	XP_056084450.1
SKDI_13G4230	XP_056084451.1
SKDI_13G4230	XP_056084451.1
SKDI_13G4240	XP_056084452.1
SKDI_13G4250	XP_056084453.1
SKDI_13G4260	XP_056084454.1
SKDI_13G4270	XP_056084455.1
SKDI_13G4280	XP_056084456.1
SKDI_13G4290	XP_056084457.1
SKDI_13G4300	XP_056084458.1
SKDI_13G4310	XP_056084459.1
SKDI_13G4320	XP_056084460.1
SKDI_13G4330	XP_056084461.1
SKDI_13G4340	XP_056084462.1
SKDI_13G4350	XP_056084463.1
SKDI_13G4360	XP_056084464.1
SKDI_13G4370	XP_056084465.1
SKDI_13G4380	XP_056084466.1
SKDI_13G4390	XP_056084467.1
SKDI_13G4400	XP_056084468.1
SKDI_13G4410	XP_056084469.1
SKDI_13G4420	XP_056084470.1
SKDI_13G4430	XP_056084471.1
SKDI_13G4440	XP_056084472.1
SKDI_13G4450	XP_056084473.1
SKDI_13G4460	XP_056084474.1
SKDI_13G4470	XP_056084475.1
SKDI_13G4480	XP_056084476.1
SKDI_13G4490	XP_056084477.1
SKDI_13G4500	XP_056084478.1
SKDI_13G4510	XP_056084479.1
SKDI_13G4520	XP_056084480.1
SKDI_13G4530	XP_056084481.1
SKDI_13G4540	XP_056084482.1
SKDI_13G4550	XP_056084483.1
SKDI_13G4560	XP_056084484.1
SKDI_13G4570	XP_056084485.1
SKDI_14G0010	XP_056084486.1
SKDI_14G0020	XP_056084487.1
SKDI_14G0030	XP_056084488.1
SKDI_14G0040	XP_056084489.1
SKDI_14G0050	XP_056084490.1
SKDI_14G0060	XP_056084491.1
SKDI_14G0070	XP_056084492.1
SKDI_14G0080	XP_056084493.1
SKDI_14G0090	XP_056084494.1
SKDI_14G0100	XP_056084495.1
SKDI_14G0110	XP_056084496.1
SKDI_14G0120	XP_056084497.1
SKDI_14G0130	XP_056084498.1
SKDI_14G0140	XP_056084499.1
SKDI_14G0150	XP_056084500.1
SKDI_14G0160	XP_056084501.1
SKDI_14G0170	XP_056084502.1
SKDI_14G0180	XP_056084503.1
SKDI_14G0190	XP_056084504.1
SKDI_14G0200	XP_056084505.1
SKDI_14G0210	XP_056084506.1
SKDI_14G0220	XP_056084507.1
SKDI_14G0220	XP_056084507.1
SKDI_14G0230	XP_056084508.1
SKDI_14G0240	XP_056084509.1
SKDI_14G0250	XP_056084510.1
SKDI_14G0260	XP_056084511.1
SKDI_14G0270	XP_056084512.1
SKDI_14G0280	XP_056084513.1
SKDI_14G0290	XP_056084514.1
SKDI_14G0300	XP_056084515.1
SKDI_14G0310	XP_056084516.1
SKDI_14G0310	XP_056084516.1
SKDI_14G0320	XP_056084517.1
SKDI_14G0320	XP_056084517.1
SKDI_14G0330	XP_056084518.1
SKDI_14G0340	XP_056084519.1
SKDI_14G0350	XP_056084520.1
SKDI_14G0360	XP_056084521.1
SKDI_14G0380	XP_056084522.1
SKDI_14G0390	XP_056084523.1
SKDI_14G0400	XP_056084524.1
SKDI_14G0410	XP_056084525.1
SKDI_14G0420	XP_056084526.1
SKDI_14G0430	XP_056084527.1
SKDI_14G0440	XP_056084528.1
SKDI_14G0450	XP_056084529.1
SKDI_14G0460	XP_056084530.1
SKDI_14G0470	XP_056084531.1
SKDI_14G0480	XP_056084532.1
SKDI_14G0490	XP_056084533.1
SKDI_14G0500	XP_056084534.1
SKDI_14G0510	XP_056084535.1
SKDI_14G0520	XP_056084536.1
SKDI_14G0530	XP_056084537.1
SKDI_14G0540	XP_056084538.1
SKDI_14G0550	XP_056084539.1
SKDI_14G0560	XP_056084540.1
SKDI_14G0570	XP_056084541.1
SKDI_14G0580	XP_056084542.1
SKDI_14G0590	XP_056084543.1
SKDI_14G0600	XP_056084544.1
SKDI_14G0610	XP_056084545.1
SKDI_14G0620	XP_056084546.1
SKDI_14G0630	XP_056084547.1
SKDI_14G0640	XP_056084548.1
SKDI_14G0650	XP_056084549.1
SKDI_14G0660	XP_056084550.1
SKDI_14G0670	XP_056084551.1
SKDI_14G0680	XP_056084552.1
SKDI_14G0690	XP_056084553.1
SKDI_14G0700	XP_056084554.1
SKDI_14G0710	XP_056084555.1
SKDI_14G0720	XP_056084556.1
SKDI_14G0730	XP_056084557.1
SKDI_14G0740	XP_056084558.1
SKDI_14G0750	XP_056084559.1
SKDI_14G0760	XP_056084560.1
SKDI_14G0770	XP_056084561.1
SKDI_14G0780	XP_056084562.1
SKDI_14G0790	XP_056084563.1
SKDI_14G0800	XP_056084564.1
SKDI_14G0810	XP_056084565.1
SKDI_14G0820	XP_056084566.1
SKDI_14G0830	XP_056084567.1
SKDI_14G0840	XP_056084568.1
SKDI_14G0850	XP_056084569.1
SKDI_14G0860	XP_056084570.1
SKDI_14G0870	XP_056084571.1
SKDI_14G0880	XP_056084572.1
SKDI_14G0890	XP_056084573.1
SKDI_14G0900	XP_056084574.1
SKDI_14G0910	XP_056084575.1
SKDI_14G0920	XP_056084576.1
SKDI_14G0930	XP_056084577.1
SKDI_14G0940	XP_056084578.1
SKDI_14G0950	XP_056084579.1
SKDI_14G0960	XP_056084580.1
SKDI_14G0970	XP_056084581.1
SKDI_14G0980	XP_056084582.1
SKDI_14G0990	XP_056084583.1
SKDI_14G1000	XP_056084584.1
SKDI_14G1010	XP_056084585.1
SKDI_14G1020	XP_056084586.1
SKDI_14G1040	XP_056084587.1
SKDI_14G1050	XP_056084588.1
SKDI_14G1060	XP_056084589.1
SKDI_14G1070	XP_056084590.1
SKDI_14G1080	XP_056084591.1
SKDI_14G1090	XP_056084592.1
SKDI_14G1100	XP_056084593.1
SKDI_14G1110	XP_056084594.1
SKDI_14G1120	XP_056084595.1
SKDI_14G1130	XP_056084596.1
SKDI_14G1140	XP_056084597.1
SKDI_14G1150	XP_056084598.1
SKDI_14G1160	XP_056084599.1
SKDI_14G1170	XP_056084600.1
SKDI_14G1180	XP_056084601.1
SKDI_14G1190	XP_056084602.1
SKDI_14G1200	XP_056084603.1
SKDI_14G1210	XP_056084604.1
SKDI_14G1220	XP_056084605.1
SKDI_14G1230	XP_056084606.1
SKDI_14G1240	XP_056084607.1
SKDI_14G1250	XP_056084608.1
SKDI_14G1260	XP_056084609.1
SKDI_14G1270	XP_056084610.1
SKDI_14G1280	XP_056084611.1
SKDI_14G1290	XP_056084612.1
SKDI_14G1300	XP_056084613.1
SKDI_14G1310	XP_056084614.1
SKDI_14G1320	XP_056084615.1
SKDI_14G1330	XP_056084616.1
SKDI_14G1340	XP_056084617.1
SKDI_14G1350	XP_056084618.1
SKDI_14G1360	XP_056084619.1
SKDI_14G1370	XP_056084620.1
SKDI_14G1380	XP_056084621.1
SKDI_14G1390	XP_056084622.1
SKDI_14G1400	XP_056084623.1
SKDI_14G1410	XP_056084624.1
SKDI_14G1420	XP_056084625.1
SKDI_14G1430	XP_056084626.1
SKDI_14G1440	XP_056084627.1
SKDI_14G1450	XP_056084628.1
SKDI_14G1460	XP_056084629.1
SKDI_14G1470	XP_056084630.1
SKDI_14G1480	XP_056084631.1
SKDI_14G1490	XP_056084632.1
SKDI_14G1500	XP_056084633.1
SKDI_14G1520	XP_056084634.1
SKDI_14G1530	XP_056084635.1
SKDI_14G1540	XP_056084636.1
SKDI_14G1550	XP_056084637.1
SKDI_14G1560	XP_056084638.1
SKDI_14G1570	XP_056084639.1
SKDI_14G1580	XP_056084640.1
SKDI_14G1590	XP_056084641.1
SKDI_14G1600	XP_056084642.1
SKDI_14G1610	XP_056084643.1
SKDI_14G1620	XP_056084644.1
SKDI_14G1620	XP_056084644.1
SKDI_14G1630	XP_056084645.1
SKDI_14G1640	XP_056084646.1
SKDI_14G1650	XP_056084647.1
SKDI_14G1660	XP_056084648.1
SKDI_14G1670	XP_056084649.1
SKDI_14G1680	XP_056084650.1
SKDI_14G1690	XP_056084651.1
SKDI_14G1700	XP_056084652.1
SKDI_14G1710	XP_056084653.1
SKDI_14G1720	XP_056084654.1
SKDI_14G1730	XP_056084655.1
SKDI_14G1740	XP_056084656.1
SKDI_14G1750	XP_056084657.1
SKDI_14G1760	XP_056084658.1
SKDI_14G1760	XP_056084658.1
SKDI_14G1780	XP_056084659.1
SKDI_14G1790	XP_056084660.1
SKDI_14G1800	XP_056084661.1
SKDI_14G1820	XP_056084662.1
SKDI_14G1830	XP_056084663.1
SKDI_14G1850	XP_056084664.1
SKDI_14G1860	XP_056084665.1
SKDI_14G1860	XP_056084665.1
SKDI_14G1870	XP_056084666.1
SKDI_14G1880	XP_056084667.1
SKDI_14G1890	XP_056084668.1
SKDI_14G1900	XP_056084669.1
SKDI_14G1910	XP_056084670.1
SKDI_14G1920	XP_056084671.1
SKDI_14G1930	XP_056084672.1
SKDI_14G1940	XP_056084673.1
SKDI_14G1950	XP_056084674.1
SKDI_14G1950	XP_056084674.1
SKDI_14G1960	XP_056084675.1
SKDI_14G1970	XP_056084676.1
SKDI_14G1980	XP_056084677.1
SKDI_14G1990	XP_056084678.1
SKDI_14G2000	XP_056084679.1
SKDI_14G2010	XP_056084680.1
SKDI_14G2020	XP_056084681.1
SKDI_14G2030	XP_056084682.1
SKDI_14G2040	XP_056084683.1
SKDI_14G2050	XP_056084684.1
SKDI_14G2060	XP_056084685.1
SKDI_14G2070	XP_056084686.1
SKDI_14G2080	XP_056084687.1
SKDI_14G2090	XP_056084688.1
SKDI_14G2100	XP_056084689.1
SKDI_14G2110	XP_056084690.1
SKDI_14G2110	XP_056084690.1
SKDI_14G2120	XP_056084691.1
SKDI_14G2130	XP_056084692.1
SKDI_14G2140	XP_056084693.1
SKDI_14G2160	XP_056084694.1
SKDI_14G2170	XP_056084695.1
SKDI_14G2180	XP_056084696.1
SKDI_14G2200	XP_056084697.1
SKDI_14G2210	XP_056084698.1
SKDI_14G2220	XP_056084699.1
SKDI_14G2230	XP_056084700.1
SKDI_14G2240	XP_056084701.1
SKDI_14G2250	XP_056084702.1
SKDI_14G2270	XP_056084703.1
SKDI_14G2280	XP_056084704.1
SKDI_14G2280	XP_056084704.1
SKDI_14G2290	XP_056084705.1
SKDI_14G2300	XP_056084706.1
SKDI_14G2310	XP_056084707.1
SKDI_14G2320	XP_056084708.1
SKDI_14G2330	XP_056084709.1
SKDI_14G2340	XP_056084710.1
SKDI_14G2350	XP_056084711.1
SKDI_14G2360	XP_056084712.1
SKDI_14G2370	XP_056084713.1
SKDI_14G2380	XP_056084714.1
SKDI_14G2390	XP_056084715.1
SKDI_14G2400	XP_056084716.1
SKDI_14G2410	XP_056084717.1
SKDI_14G2420	XP_056084718.1
SKDI_14G2430	XP_056084719.1
SKDI_14G2440	XP_056084720.1
SKDI_14G2450	XP_056084721.1
SKDI_14G2460	XP_056084722.1
SKDI_14G2470	XP_056084723.1
SKDI_14G2480	XP_056084724.1
SKDI_14G2490	XP_056084725.1
SKDI_14G2500	XP_056084726.1
SKDI_14G2510	XP_056084727.1
SKDI_14G2520	XP_056084728.1
SKDI_14G2530	XP_056084729.1
SKDI_14G2530	XP_056084729.1
SKDI_14G2540	XP_056084730.1
SKDI_14G2560	XP_056084731.1
SKDI_14G2570	XP_056084732.1
SKDI_14G2580	XP_056084733.1
SKDI_14G2590	XP_056084734.1
SKDI_14G2600	XP_056084735.1
SKDI_14G2610	XP_056084736.1
SKDI_14G2620	XP_056084737.1
SKDI_14G2630	XP_056084738.1
SKDI_14G2640	XP_056084739.1
SKDI_14G2660	XP_056084740.1
SKDI_14G2670	XP_056084741.1
SKDI_14G2680	XP_056084742.1
SKDI_14G2690	XP_056084743.1
SKDI_14G2700	XP_056084744.1
SKDI_14G2710	XP_056084745.1
SKDI_14G2720	XP_056084746.1
SKDI_14G2730	XP_056084747.1
SKDI_14G2740	XP_056084748.1
SKDI_14G2750	XP_056084749.1
SKDI_14G2760	XP_056084750.1
SKDI_14G2770	XP_056084751.1
SKDI_14G2780	XP_056084752.1
SKDI_14G2780	XP_056084752.1
SKDI_14G2800	XP_056084753.1
SKDI_14G2810	XP_056084754.1
SKDI_14G2820	XP_056084755.1
SKDI_14G2830	XP_056084756.1
SKDI_14G2840	XP_056084757.1
SKDI_14G2840	XP_056084757.1
SKDI_14G2850	XP_056084758.1
SKDI_14G2860	XP_056084759.1
SKDI_14G2870	XP_056084760.1
SKDI_14G2880	XP_056084761.1
SKDI_14G2890	XP_056084762.1
SKDI_14G2900	XP_056084763.1
SKDI_14G2910	XP_056084764.1
SKDI_14G2920	XP_056084765.1
SKDI_14G2930	XP_056084766.1
SKDI_14G2940	XP_056084767.1
SKDI_14G2950	XP_056084768.1
SKDI_14G2960	XP_056084769.1
SKDI_14G2970	XP_056084770.1
SKDI_14G2980	XP_056084771.1
SKDI_14G2990	XP_056084772.1
SKDI_14G3000	XP_056084773.1
SKDI_14G3010	XP_056084774.1
SKDI_14G3020	XP_056084775.1
SKDI_14G3030	XP_056084776.1
SKDI_14G3040	XP_056084777.1
SKDI_14G3050	XP_056084778.1
SKDI_14G3060	XP_056084779.1
SKDI_14G3070	XP_056084780.1
SKDI_14G3080	XP_056084781.1
SKDI_14G3080	XP_056084781.1
SKDI_14G3090	XP_056084782.1
SKDI_14G3100	XP_056084783.1
SKDI_14G3110	XP_056084784.1
SKDI_14G3120	XP_056084785.1
SKDI_14G3130	XP_056084786.1
SKDI_14G3140	XP_056084787.1
SKDI_14G3150	XP_056084788.1
SKDI_14G3160	XP_056084789.1
SKDI_14G3160	XP_056084789.1
SKDI_14G3170	XP_056084790.1
SKDI_14G3180	XP_056084791.1
SKDI_14G3190	XP_056084792.1
SKDI_14G3200	XP_056084793.1
SKDI_14G3210	XP_056084794.1
SKDI_14G3220	XP_056084795.1
SKDI_14G3240	XP_056084796.1
SKDI_14G3260	XP_056084797.1
SKDI_14G3270	XP_056084798.1
SKDI_14G3280	XP_056084799.1
SKDI_14G3290	XP_056084800.1
SKDI_14G3300	XP_056084801.1
SKDI_14G3310	XP_056084802.1
SKDI_14G3320	XP_056084803.1
SKDI_14G3330	XP_056084804.1
SKDI_14G3340	XP_056084805.1
SKDI_14G3350	XP_056084806.1
SKDI_14G3360	XP_056084807.1
SKDI_14G3370	XP_056084808.1
SKDI_14G3380	XP_056084809.1
SKDI_14G3390	XP_056084810.1
SKDI_14G3400	XP_056084811.1
SKDI_14G3410	XP_056084812.1
SKDI_14G3420	XP_056084813.1
SKDI_14G3430	XP_056084814.1
SKDI_14G3440	XP_056084815.1
SKDI_14G3460	XP_056084816.1
SKDI_14G3470	XP_056084817.1
SKDI_14G3480	XP_056084818.1
SKDI_14G3490	XP_056084819.1
SKDI_14G3500	XP_056084820.1
SKDI_14G3510	XP_056084821.1
SKDI_14G3520	XP_056084822.1
SKDI_14G3530	XP_056084823.1
SKDI_14G3540	XP_056084824.1
SKDI_14G3550	XP_056084825.1
SKDI_14G3560	XP_056084826.1
SKDI_14G3570	XP_056084827.1
SKDI_14G3580	XP_056084828.1
SKDI_14G3590	XP_056084829.1
SKDI_14G3600	XP_056084830.1
SKDI_14G3610	XP_056084831.1
SKDI_14G3620	XP_056084832.1
SKDI_14G3630	XP_056084833.1
SKDI_14G3650	XP_056084834.1
SKDI_14G3660	XP_056084835.1
SKDI_14G3670	XP_056084836.1
SKDI_14G3680	XP_056084837.1
SKDI_14G3690	XP_056084838.1
SKDI_14G3700	XP_056084839.1
SKDI_14G3710	XP_056084840.1
SKDI_14G3720	XP_056084841.1
SKDI_14G3730	XP_056084842.1
SKDI_14G3740	XP_056084843.1
SKDI_14G3750	XP_056084844.1
SKDI_14G3750	XP_056084844.1
SKDI_14G3760	XP_056084845.1
SKDI_14G3770	XP_056084846.1
SKDI_14G3780	XP_056084847.1
SKDI_14G3790	XP_056084848.1
SKDI_14G3800	XP_056084849.1
SKDI_14G3810	XP_056084850.1
SKDI_14G3820	XP_056084851.1
SKDI_14G3830	XP_056084852.1
SKDI_14G3840	XP_056084853.1
SKDI_14G3850	XP_056084854.1
SKDI_14G3860	XP_056084855.1
SKDI_14G3870	XP_056084856.1
SKDI_14G3880	XP_056084857.1
SKDI_14G3890	XP_056084858.1
SKDI_14G3900	XP_056084859.1
SKDI_14G3910	XP_056084860.1
SKDI_14G3920	XP_056084861.1
SKDI_14G3930	XP_056084862.1
SKDI_14G3940	XP_056084863.1
SKDI_14G3950	XP_056084864.1
SKDI_14G3960	XP_056084865.1
SKDI_14G3970	XP_056084866.1
SKDI_14G3980	XP_056084867.1
SKDI_14G3990	XP_056084868.1
SKDI_14G4000	XP_056084869.1
SKDI_14G4010	XP_056084870.1
SKDI_14G4020	XP_056084871.1
SKDI_14G4030	XP_056084872.1
SKDI_15G0010	XP_056084873.1
SKDI_15G0020	XP_056084874.1
SKDI_15G0025	XP_056084875.1
SKDI_15G0030	XP_056084876.1
SKDI_15G0040	XP_056084877.1
SKDI_15G0050	XP_056084878.1
SKDI_15G0060	XP_056084879.1
SKDI_15G0070	XP_056084880.1
SKDI_15G0080	XP_056084881.1
SKDI_15G0090	XP_056084882.1
SKDI_15G0100	XP_056084883.1
SKDI_15G0110	XP_056084884.1
SKDI_15G0120	XP_056084885.1
SKDI_15G0130	XP_056084886.1
SKDI_15G0140	XP_056084887.1
SKDI_15G0150	XP_056084888.1
SKDI_15G0160	XP_056084889.1
SKDI_15G0170	XP_056084890.1
SKDI_15G0180	XP_056084891.1
SKDI_15G0190	XP_056084892.1
SKDI_15G0200	XP_056084893.1
SKDI_15G0210	XP_056084894.1
SKDI_15G0220	XP_056084895.1
SKDI_15G0230	XP_056084896.1
SKDI_15G0240	XP_056084897.1
SKDI_15G0250	XP_056084898.1
SKDI_15G0260	XP_056084899.1
SKDI_15G0270	XP_056084900.1
SKDI_15G0280	XP_056084901.1
SKDI_15G0290	XP_056084902.1
SKDI_15G0300	XP_056084903.1
SKDI_15G0310	XP_056084904.1
SKDI_15G0320	XP_056084905.1
SKDI_15G0330	XP_056084906.1
SKDI_15G0330	XP_056084906.1
SKDI_15G0340	XP_056084907.1
SKDI_15G0350	XP_056084908.1
SKDI_15G0360	XP_056084909.1
SKDI_15G0370	XP_056084910.1
SKDI_15G0380	XP_056084911.1
SKDI_15G0390	XP_056084912.1
SKDI_15G0390	XP_056084912.1
SKDI_15G0400	XP_056084913.1
SKDI_15G0400	XP_056084913.1
SKDI_15G0410	XP_056084914.1
SKDI_15G0420	XP_056084915.1
SKDI_15G0430	XP_056084916.1
SKDI_15G0440	XP_056084917.1
SKDI_15G0450	XP_056084918.1
SKDI_15G0460	XP_056084919.1
SKDI_15G0470	XP_056084920.1
SKDI_15G0480	XP_056084921.1
SKDI_15G0490	XP_056084922.1
SKDI_15G0500	XP_056084923.1
SKDI_15G0510	XP_056084924.1
SKDI_15G0520	XP_056084925.1
SKDI_15G0530	XP_056084926.1
SKDI_15G0540	XP_056084927.1
SKDI_15G0550	XP_056084928.1
SKDI_15G0560	XP_056084929.1
SKDI_15G0570	XP_056084930.1
SKDI_15G0580	XP_056084931.1
SKDI_15G0590	XP_056084932.1
SKDI_15G0610	XP_056084933.1
SKDI_15G0620	XP_056084934.1
SKDI_15G0630	XP_056084935.1
SKDI_15G0640	XP_056084936.1
SKDI_15G0650	XP_056084937.1
SKDI_15G0660	XP_056084938.1
SKDI_15G0670	XP_056084939.1
SKDI_15G0680	XP_056084940.1
SKDI_15G0690	XP_056084941.1
SKDI_15G0700	XP_056084942.1
SKDI_15G0710	XP_056084943.1
SKDI_15G0720	XP_056084944.1
SKDI_15G0730	XP_056084945.1
SKDI_15G0750	XP_056084946.1
SKDI_15G0760	XP_056084947.1
SKDI_15G0770	XP_056084948.1
SKDI_15G0780	XP_056084949.1
SKDI_15G0790	XP_056084950.1
SKDI_15G0810	XP_056084951.1
SKDI_15G0820	XP_056084952.1
SKDI_15G0830	XP_056084953.1
SKDI_15G0840	XP_056084954.1
SKDI_15G0850	XP_056084955.1
SKDI_15G0860	XP_056084956.1
SKDI_15G0870	XP_056084957.1
SKDI_15G0880	XP_056084958.1
SKDI_15G0890	XP_056084959.1
SKDI_15G0900	XP_056084960.1
SKDI_15G0910	XP_056084961.1
SKDI_15G0920	XP_056084962.1
SKDI_15G0930	XP_056084963.1
SKDI_15G0940	XP_056084964.1
SKDI_15G0950	XP_056084965.1
SKDI_15G0960	XP_056084966.1
SKDI_15G0970	XP_056084967.1
SKDI_15G0980	XP_056084968.1
SKDI_15G0990	XP_056084969.1
SKDI_15G1000	XP_056084970.1
SKDI_15G1010	XP_056084971.1
SKDI_15G1020	XP_056084972.1
SKDI_15G1030	XP_056084973.1
SKDI_15G1040	XP_056084974.1
SKDI_15G1050	XP_056084975.1
SKDI_15G1060	XP_056084976.1
SKDI_15G1070	XP_056084977.1
SKDI_15G1080	XP_056084978.1
SKDI_15G1090	XP_056084979.1
SKDI_15G1110	XP_056084980.1
SKDI_15G1120	XP_056084981.1
SKDI_15G1120	XP_056084981.1
SKDI_15G1130	XP_056084982.1
SKDI_15G1130	XP_056084982.1
SKDI_15G1140	XP_056084983.1
SKDI_15G1150	XP_056084984.1
SKDI_15G1160	XP_056084985.1
SKDI_15G1170	XP_056084986.1
SKDI_15G1180	XP_056084987.1
SKDI_15G1190	XP_056084988.1
SKDI_15G1200	XP_056084989.1
SKDI_15G1210	XP_056084990.1
SKDI_15G1220	XP_056084991.1
SKDI_15G1230	XP_056084992.1
SKDI_15G1240	XP_056084993.1
SKDI_15G1250	XP_056084994.1
SKDI_15G1260	XP_056084995.1
SKDI_15G1270	XP_056084996.1
SKDI_15G1280	XP_056084997.1
SKDI_15G1290	XP_056084998.1
SKDI_15G1300	XP_056084999.1
SKDI_15G1310	XP_056085000.1
SKDI_15G1320	XP_056085001.1
SKDI_15G1330	XP_056085002.1
SKDI_15G1340	XP_056085003.1
SKDI_15G1350	XP_056085004.1
SKDI_15G1360	XP_056085005.1
SKDI_15G1370	XP_056085006.1
SKDI_15G1380	XP_056085007.1
SKDI_15G1390	XP_056085008.1
SKDI_15G1400	XP_056085009.1
SKDI_15G1410	XP_056085010.1
SKDI_15G1420	XP_056085011.1
SKDI_15G1430	XP_056085012.1
SKDI_15G1440	XP_056085013.1
SKDI_15G1450	XP_056085014.1
SKDI_15G1460	XP_056085015.1
SKDI_15G1470	XP_056085016.1
SKDI_15G1480	XP_056085017.1
SKDI_15G1490	XP_056085018.1
SKDI_15G1500	XP_056085019.1
SKDI_15G1510	XP_056085020.1
SKDI_15G1520	XP_056085021.1
SKDI_15G1530	XP_056085022.1
SKDI_15G1540	XP_056085023.1
SKDI_15G1550	XP_056085024.1
SKDI_15G1560	XP_056085025.1
SKDI_15G1570	XP_056085026.1
SKDI_15G1580	XP_056085027.1
SKDI_15G1590	XP_056085028.1
SKDI_15G1600	XP_056085029.1
SKDI_15G1610	XP_056085030.1
SKDI_15G1620	XP_056085031.1
SKDI_15G1630	XP_056085032.1
SKDI_15G1650	XP_056085033.1
SKDI_15G1660	XP_056085034.1
SKDI_15G1670	XP_056085035.1
SKDI_15G1680	XP_056085036.1
SKDI_15G1690	XP_056085037.1
SKDI_15G1700	XP_056085038.1
SKDI_15G1710	XP_056085039.1
SKDI_15G1720	XP_056085040.1
SKDI_15G1730	XP_056085041.1
SKDI_15G1740	XP_056085042.1
SKDI_15G1750	XP_056085043.1
SKDI_15G1760	XP_056085044.1
SKDI_15G1770	XP_056085045.1
SKDI_15G1780	XP_056085046.1
SKDI_15G1800	XP_056085047.1
SKDI_15G1810	XP_056085048.1
SKDI_15G1820	XP_056085049.1
SKDI_15G1830	XP_056085050.1
SKDI_15G1840	XP_056085051.1
SKDI_15G1850	XP_056085052.1
SKDI_15G1860	XP_056085053.1
SKDI_15G1870	XP_056085054.1
SKDI_15G1890	XP_056085055.1
SKDI_15G1900	XP_056085056.1
SKDI_15G1910	XP_056085057.1
SKDI_15G1920	XP_056085058.1
SKDI_15G1930	XP_056085059.1
SKDI_15G1940	XP_056085060.1
SKDI_15G1950	XP_056085061.1
SKDI_15G1960	XP_056085062.1
SKDI_15G1970	XP_056085063.1
SKDI_15G1980	XP_056085064.1
SKDI_15G1990	XP_056085065.1
SKDI_15G2000	XP_056085066.1
SKDI_15G2010	XP_056085067.1
SKDI_15G2020	XP_056085068.1
SKDI_15G2030	XP_056085069.1
SKDI_15G2040	XP_056085070.1
SKDI_15G2050	XP_056085071.1
SKDI_15G2070	XP_056085072.1
SKDI_15G2080	XP_056085073.1
SKDI_15G2090	XP_056085074.1
SKDI_15G2100	XP_056085075.1
SKDI_15G2110	XP_056085076.1
SKDI_15G2120	XP_056085077.1
SKDI_15G2130	XP_056085078.1
SKDI_15G2140	XP_056085079.1
SKDI_15G2150	XP_056085080.1
SKDI_15G2160	XP_056085081.1
SKDI_15G2170	XP_056085082.1
SKDI_15G2180	XP_056085083.1
SKDI_15G2190	XP_056085084.1
SKDI_15G2200	XP_056085085.1
SKDI_15G2210	XP_056085086.1
SKDI_15G2220	XP_056085087.1
SKDI_15G2240	XP_056085088.1
SKDI_15G2250	XP_056085089.1
SKDI_15G2270	XP_056085090.1
SKDI_15G2280	XP_056085091.1
SKDI_15G2290	XP_056085092.1
SKDI_15G2300	XP_056085093.1
SKDI_15G2310	XP_056085094.1
SKDI_15G2320	XP_056085095.1
SKDI_15G2330	XP_056085096.1
SKDI_15G2340	XP_056085097.1
SKDI_15G2350	XP_056085098.1
SKDI_15G2360	XP_056085099.1
SKDI_15G2370	XP_056085100.1
SKDI_15G2380	XP_056085101.1
SKDI_15G2390	XP_056085102.1
SKDI_15G2400	XP_056085103.1
SKDI_15G2410	XP_056085104.1
SKDI_15G2420	XP_056085105.1
SKDI_15G2430	XP_056085106.1
SKDI_15G2440	XP_056085107.1
SKDI_15G2450	XP_056085108.1
SKDI_15G2460	XP_056085109.1
SKDI_15G2460	XP_056085109.1
SKDI_15G2470	XP_056085110.1
SKDI_15G2480	XP_056085111.1
SKDI_15G2490	XP_056085112.1
SKDI_15G2500	XP_056085113.1
SKDI_15G2510	XP_056085114.1
SKDI_15G2520	XP_056085115.1
SKDI_15G2540	XP_056085116.1
SKDI_15G2550	XP_056085117.1
SKDI_15G2560	XP_056085118.1
SKDI_15G2570	XP_056085119.1
SKDI_15G2580	XP_056085120.1
SKDI_15G2590	XP_056085121.1
SKDI_15G2600	XP_056085122.1
SKDI_15G2610	XP_056085123.1
SKDI_15G2620	XP_056085124.1
SKDI_15G2630	XP_056085125.1
SKDI_15G2640	XP_056085126.1
SKDI_15G2650	XP_056085127.1
SKDI_15G2660	XP_056085128.1
SKDI_15G2670	XP_056085129.1
SKDI_15G2680	XP_056085130.1
SKDI_15G2690	XP_056085131.1
SKDI_15G2700	XP_056085132.1
SKDI_15G2700	XP_056085132.1
SKDI_15G2710	XP_056085133.1
SKDI_15G2720	XP_056085134.1
SKDI_15G2730	XP_056085135.1
SKDI_15G2740	XP_056085136.1
SKDI_15G2750	XP_056085137.1
SKDI_15G2760	XP_056085138.1
SKDI_15G2770	XP_056085139.1
SKDI_15G2780	XP_056085140.1
SKDI_15G2790	XP_056085141.1
SKDI_15G2800	XP_056085142.1
SKDI_15G2810	XP_056085143.1
SKDI_15G2820	XP_056085144.1
SKDI_15G2840	XP_056085145.1
SKDI_15G2850	XP_056085146.1
SKDI_15G2860	XP_056085147.1
SKDI_15G2870	XP_056085148.1
