SMKI_01G0010	XP_056080164.1
SMKI_13G3610	XP_056078830.1
SMKI_13G3620	XP_056078831.1
SMKI_13G3630	XP_056078832.1
SMKI_13G3640	XP_056078833.1
SMKI_13G3650	XP_056078834.1
SMKI_13G3660	XP_056078835.1
SMKI_13G3670	XP_056078836.1
SMKI_13G3680	XP_056078837.1
SMKI_13G3690	XP_056078838.1
SMKI_13G3700	XP_056078839.1
SMKI_13G3710	XP_056078840.1
SMKI_13G3720	XP_056078841.1
SMKI_13G3730	XP_056078842.1
SMKI_13G3740	XP_056078843.1
SMKI_13G3750	XP_056078844.1
SMKI_13G3760	XP_056078845.1
SMKI_13G3770	XP_056078846.1
SMKI_13G3780	XP_056078847.1
SMKI_13G3790	XP_056078848.1
SMKI_13G3800	XP_056078849.1
SMKI_13G3810	XP_056078850.1
SMKI_13G3820	XP_056078851.1
SMKI_13G3830	XP_056078852.1
SMKI_13G3840	XP_056078853.1
SMKI_13G3850	XP_056078854.1
SMKI_13G3860	XP_056078855.1
SMKI_13G3870	XP_056078856.1
SMKI_13G3880	XP_056078857.1
SMKI_13G3890	XP_056078858.1
SMKI_13G3900	XP_056078859.1
SMKI_13G3920	XP_056078860.1
SMKI_13G3930	XP_056078861.1
SMKI_13G3940	XP_056078862.1
SMKI_13G3950	XP_056078863.1
SMKI_13G3960	XP_056078864.1
SMKI_13G3970	XP_056078865.1
SMKI_13G3980	XP_056078866.1
SMKI_13G3990	XP_056078867.1
SMKI_13G4000	XP_056078868.1
SMKI_13G4010	XP_056078869.1
SMKI_13G4020	XP_056078870.1
SMKI_13G4030	XP_056078871.1
SMKI_13G4040	XP_056078872.1
SMKI_13G4050	XP_056078873.1
SMKI_13G4060	XP_056078874.1
SMKI_13G4070	XP_056078875.1
SMKI_13G4080	XP_056078876.1
SMKI_13G4090	XP_056078877.1
SMKI_13G4100	XP_056078878.1
SMKI_13G4110	XP_056078879.1
SMKI_13G4110	XP_056078879.1
SMKI_13G4120	XP_056078880.1
SMKI_13G4130	XP_056078881.1
SMKI_13G4140	XP_056078882.1
SMKI_13G4150	XP_056078883.1
SMKI_13G4160	XP_056078884.1
SMKI_13G4170	XP_056078885.1
SMKI_13G4180	XP_056078886.1
SMKI_13G4190	XP_056078887.1
SMKI_13G4200	XP_056078888.1
SMKI_13G4210	XP_056078889.1
SMKI_13G4220	XP_056078890.1
SMKI_13G4230	XP_056078891.1
SMKI_13G4240	XP_056078892.1
SMKI_13G4250	XP_056078893.1
SMKI_13G4260	XP_056078894.1
SMKI_13G4270	XP_056078895.1
SMKI_13G4280	XP_056078896.1
SMKI_13G4290	XP_056078897.1
SMKI_13G4300	XP_056078898.1
SMKI_13G4310	XP_056078899.1
SMKI_13G4320	XP_056078900.1
SMKI_13G4330	XP_056078901.1
SMKI_13G4340	XP_056078902.1
SMKI_13G4350	XP_056078903.1
SMKI_13G4360	XP_056078904.1
SMKI_13G4370	XP_056078905.1
SMKI_13G4380	XP_056078906.1
SMKI_13G4390	XP_056078907.1
SMKI_13G4400	XP_056078908.1
SMKI_13G4410	XP_056078909.1
SMKI_13G4420	XP_056078910.1
SMKI_13G4430	XP_056078911.1
SMKI_13G4440	XP_056078912.1
SMKI_13G4450	XP_056078913.1
SMKI_14G0010	XP_056078914.1
SMKI_14G0020	XP_056078915.1
SMKI_14G0030	XP_056078916.1
SMKI_14G0040	XP_056078917.1
SMKI_14G0050	XP_056078918.1
SMKI_14G0060	XP_056078919.1
SMKI_14G0070	XP_056078920.1
SMKI_14G0080	XP_056078921.1
SMKI_14G0090	XP_056078922.1
SMKI_14G0100	XP_056078923.1
SMKI_14G0110	XP_056078924.1
SMKI_14G0120	XP_056078925.1
SMKI_14G0130	XP_056078926.1
SMKI_14G0140	XP_056078927.1
SMKI_14G0150	XP_056078928.1
SMKI_14G0160	XP_056078929.1
SMKI_14G0170	XP_056078930.1
SMKI_14G0180	XP_056078931.1
SMKI_14G0190	XP_056078932.1
SMKI_14G0200	XP_056078933.1
SMKI_14G0210	XP_056078934.1
SMKI_14G0220	XP_056078935.1
SMKI_14G0230	XP_056078936.1
SMKI_14G0240	XP_056078937.1
SMKI_14G0250	XP_056078938.1
SMKI_14G0250	XP_056078938.1
SMKI_14G0260	XP_056078939.1
SMKI_14G0270	XP_056078940.1
SMKI_14G0280	XP_056078941.1
SMKI_14G0290	XP_056078942.1
SMKI_14G0300	XP_056078943.1
SMKI_14G0310	XP_056078944.1
SMKI_14G0320	XP_056078945.1
SMKI_14G0330	XP_056078946.1
SMKI_14G0340	XP_056078947.1
SMKI_14G0340	XP_056078947.1
SMKI_14G0350	XP_056078948.1
SMKI_14G0350	XP_056078948.1
SMKI_14G0360	XP_056078949.1
SMKI_14G0370	XP_056078950.1
SMKI_14G0380	XP_056078951.1
SMKI_14G0390	XP_056078952.1
SMKI_14G0400	XP_056078953.1
SMKI_14G0410	XP_056078954.1
SMKI_14G0420	XP_056078955.1
SMKI_14G0430	XP_056078956.1
SMKI_14G0440	XP_056078957.1
SMKI_14G0450	XP_056078958.1
SMKI_14G0460	XP_056078959.1
SMKI_14G0470	XP_056078960.1
SMKI_14G0480	XP_056078961.1
SMKI_14G0490	XP_056078962.1
SMKI_14G0500	XP_056078963.1
SMKI_14G0530	XP_056078964.1
SMKI_14G0540	XP_056078965.1
SMKI_14G0550	XP_056078966.1
SMKI_14G0560	XP_056078967.1
SMKI_14G0570	XP_056078968.1
SMKI_14G0580	XP_056078969.1
SMKI_14G0590	XP_056078970.1
SMKI_14G0600	XP_056078971.1
SMKI_14G0610	XP_056078972.1
SMKI_14G0620	XP_056078973.1
SMKI_14G0630	XP_056078974.1
SMKI_14G0640	XP_056078975.1
SMKI_14G0650	XP_056078976.1
SMKI_14G0660	XP_056078977.1
SMKI_14G0670	XP_056078978.1
SMKI_14G0680	XP_056078979.1
SMKI_14G0690	XP_056078980.1
SMKI_14G0700	XP_056078981.1
SMKI_14G0710	XP_056078982.1
SMKI_14G0720	XP_056078983.1
SMKI_14G0730	XP_056078984.1
SMKI_14G0740	XP_056078985.1
SMKI_14G0750	XP_056078986.1
SMKI_14G0760	XP_056078987.1
SMKI_14G0770	XP_056078988.1
SMKI_14G0780	XP_056078989.1
SMKI_14G0790	XP_056078990.1
SMKI_14G0800	XP_056078991.1
SMKI_14G0810	XP_056078992.1
SMKI_14G0820	XP_056078993.1
SMKI_14G0830	XP_056078994.1
SMKI_14G0840	XP_056078995.1
SMKI_14G0850	XP_056078996.1
SMKI_14G0860	XP_056078997.1
SMKI_14G0870	XP_056078998.1
SMKI_14G0880	XP_056078999.1
SMKI_14G0890	XP_056079000.1
SMKI_14G0900	XP_056079001.1
SMKI_14G0910	XP_056079002.1
SMKI_14G0920	XP_056079003.1
SMKI_14G0930	XP_056079004.1
SMKI_14G0940	XP_056079005.1
SMKI_14G0950	XP_056079006.1
SMKI_14G0960	XP_056079007.1
SMKI_14G0970	XP_056079008.1
SMKI_14G0980	XP_056079009.1
SMKI_14G0990	XP_056079010.1
SMKI_14G1000	XP_056079011.1
SMKI_14G1010	XP_056079012.1
SMKI_14G1020	XP_056079013.1
SMKI_14G1030	XP_056079014.1
SMKI_14G1040	XP_056079015.1
SMKI_14G1050	XP_056079016.1
SMKI_14G1060	XP_056079017.1
SMKI_14G1070	XP_056079018.1
SMKI_14G1080	XP_056079019.1
SMKI_14G1090	XP_056079020.1
SMKI_14G1100	XP_056079021.1
SMKI_14G1110	XP_056079022.1
SMKI_14G1120	XP_056079023.1
SMKI_14G1130	XP_056079024.1
SMKI_14G1140	XP_056079025.1
SMKI_14G1150	XP_056079026.1
SMKI_14G1160	XP_056079027.1
SMKI_14G1170	XP_056079028.1
SMKI_14G1180	XP_056079029.1
SMKI_14G1190	XP_056079030.1
SMKI_14G1200	XP_056079031.1
SMKI_14G1210	XP_056079032.1
SMKI_14G1220	XP_056079033.1
SMKI_14G1230	XP_056079034.1
SMKI_14G1240	XP_056079035.1
SMKI_14G1250	XP_056079036.1
SMKI_14G1260	XP_056079037.1
SMKI_14G1270	XP_056079038.1
SMKI_14G1280	XP_056079039.1
SMKI_14G1290	XP_056079040.1
SMKI_14G1300	XP_056079041.1
SMKI_14G1310	XP_056079042.1
SMKI_14G1320	XP_056079043.1
SMKI_14G1330	XP_056079044.1
SMKI_14G1340	XP_056079045.1
SMKI_14G1350	XP_056079046.1
SMKI_14G1360	XP_056079047.1
SMKI_14G1370	XP_056079048.1
SMKI_14G1380	XP_056079049.1
SMKI_14G1390	XP_056079050.1
SMKI_14G1400	XP_056079051.1
SMKI_14G1410	XP_056079052.1
SMKI_14G1420	XP_056079053.1
SMKI_14G1430	XP_056079054.1
SMKI_14G1440	XP_056079055.1
SMKI_14G1450	XP_056079056.1
SMKI_14G1460	XP_056079057.1
SMKI_14G1470	XP_056079058.1
SMKI_14G1480	XP_056079059.1
SMKI_14G1490	XP_056079060.1
SMKI_14G1500	XP_056079061.1
SMKI_14G1520	XP_056079062.1
SMKI_14G1530	XP_056079063.1
SMKI_14G1540	XP_056079064.1
SMKI_14G1550	XP_056079065.1
SMKI_14G1560	XP_056079066.1
SMKI_14G1570	XP_056079067.1
SMKI_14G1580	XP_056079068.1
SMKI_14G1590	XP_056079069.1
SMKI_14G1600	XP_056079070.1
SMKI_14G1610	XP_056079071.1
SMKI_14G1620	XP_056079072.1
SMKI_14G1620	XP_056079072.1
SMKI_14G1630	XP_056079073.1
SMKI_14G1640	XP_056079074.1
SMKI_14G1650	XP_056079075.1
SMKI_14G1660	XP_056079076.1
SMKI_14G1670	XP_056079077.1
SMKI_14G1680	XP_056079078.1
SMKI_14G1690	XP_056079079.1
SMKI_14G1700	XP_056079080.1
SMKI_14G1710	XP_056079081.1
SMKI_14G1720	XP_056079082.1
SMKI_14G1730	XP_056079083.1
SMKI_14G1740	XP_056079084.1
SMKI_14G1750	XP_056079085.1
SMKI_14G1760	XP_056079086.1
SMKI_14G1780	XP_056079087.1
SMKI_14G1790	XP_056079088.1
SMKI_14G1800	XP_056079089.1
SMKI_14G1810	XP_056079090.1
SMKI_14G1820	XP_056079091.1
SMKI_14G1830	XP_056079092.1
SMKI_14G1840	XP_056079093.1
SMKI_14G1850	XP_056079094.1
SMKI_14G1860	XP_056079095.1
SMKI_14G1870	XP_056079096.1
SMKI_14G1880	XP_056079097.1
SMKI_14G1890	XP_056079098.1
SMKI_14G1900	XP_056079099.1
SMKI_14G1910	XP_056079100.1
SMKI_14G1920	XP_056079101.1
SMKI_14G1920	XP_056079101.1
SMKI_14G1930	XP_056079102.1
SMKI_14G1940	XP_056079103.1
SMKI_14G1950	XP_056079104.1
SMKI_14G1960	XP_056079105.1
SMKI_14G1970	XP_056079106.1
SMKI_14G1980	XP_056079107.1
SMKI_14G1990	XP_056079108.1
SMKI_14G2000	XP_056079109.1
SMKI_14G2010	XP_056079110.1
SMKI_14G2020	XP_056079111.1
SMKI_14G2030	XP_056079112.1
SMKI_14G2040	XP_056079113.1
SMKI_14G2050	XP_056079114.1
SMKI_14G2060	XP_056079115.1
SMKI_14G2070	XP_056079116.1
SMKI_14G2080	XP_056079117.1
SMKI_14G2080	XP_056079117.1
SMKI_14G2090	XP_056079118.1
SMKI_14G2100	XP_056079119.1
SMKI_14G2110	XP_056079120.1
SMKI_14G2130	XP_056079121.1
SMKI_14G2140	XP_056079122.1
SMKI_14G2150	XP_056079123.1
SMKI_14G2170	XP_056079124.1
SMKI_14G2180	XP_056079125.1
SMKI_14G2190	XP_056079126.1
SMKI_14G2200	XP_056079127.1
SMKI_14G2210	XP_056079128.1
SMKI_14G2220	XP_056079129.1
SMKI_14G2240	XP_056079130.1
SMKI_14G2250	XP_056079131.1
SMKI_14G2250	XP_056079131.1
SMKI_14G2260	XP_056079132.1
SMKI_14G2270	XP_056079133.1
SMKI_14G2280	XP_056079134.1
SMKI_14G2290	XP_056079135.1
SMKI_14G2300	XP_056079136.1
SMKI_14G2310	XP_056079137.1
SMKI_14G2320	XP_056079138.1
SMKI_14G2330	XP_056079139.1
SMKI_14G2340	XP_056079140.1
SMKI_14G2350	XP_056079141.1
SMKI_14G2360	XP_056079142.1
SMKI_14G2370	XP_056079143.1
SMKI_14G2380	XP_056079144.1
SMKI_14G2390	XP_056079145.1
SMKI_14G2400	XP_056079146.1
SMKI_14G2410	XP_056079147.1
SMKI_14G2420	XP_056079148.1
SMKI_14G2430	XP_056079149.1
SMKI_14G2440	XP_056079150.1
SMKI_14G2450	XP_056079151.1
SMKI_14G2460	XP_056079152.1
SMKI_14G2470	XP_056079153.1
SMKI_14G2480	XP_056079154.1
SMKI_14G2490	XP_056079155.1
SMKI_14G2500	XP_056079156.1
SMKI_14G2500	XP_056079156.1
SMKI_14G2510	XP_056079157.1
SMKI_14G2530	XP_056079158.1
SMKI_14G2540	XP_056079159.1
SMKI_14G2550	XP_056079160.1
SMKI_14G2560	XP_056079161.1
SMKI_14G2570	XP_056079162.1
SMKI_14G2580	XP_056079163.1
SMKI_14G2590	XP_056079164.1
SMKI_14G2600	XP_056079165.1
SMKI_14G2610	XP_056079166.1
SMKI_14G2630	XP_056079167.1
SMKI_14G2640	XP_056079168.1
SMKI_14G2650	XP_056079169.1
SMKI_14G2660	XP_056079170.1
SMKI_14G2670	XP_056079171.1
SMKI_14G2680	XP_056079172.1
SMKI_14G2690	XP_056079173.1
SMKI_14G2700	XP_056079174.1
SMKI_14G2710	XP_056079175.1
SMKI_14G2720	XP_056079176.1
SMKI_14G2730	XP_056079177.1
SMKI_14G2740	XP_056079178.1
SMKI_14G2750	XP_056079179.1
SMKI_14G2760	XP_056079180.1
SMKI_14G2770	XP_056079181.1
SMKI_14G2780	XP_056079182.1
SMKI_14G2790	XP_056079183.1
SMKI_14G2800	XP_056079184.1
SMKI_14G2800	XP_056079184.1
SMKI_14G2810	XP_056079185.1
SMKI_14G2820	XP_056079186.1
SMKI_14G2830	XP_056079187.1
SMKI_14G2840	XP_056079188.1
SMKI_14G2860	XP_056079189.1
SMKI_14G2870	XP_056079190.1
SMKI_14G2880	XP_056079191.1
SMKI_14G2890	XP_056079192.1
SMKI_14G2900	XP_056079193.1
SMKI_14G2910	XP_056079194.1
SMKI_14G2920	XP_056079195.1
SMKI_14G2930	XP_056079196.1
SMKI_14G2940	XP_056079197.1
SMKI_14G2950	XP_056079198.1
SMKI_14G2960	XP_056079199.1
SMKI_14G2970	XP_056079200.1
SMKI_14G2980	XP_056079201.1
SMKI_14G2990	XP_056079202.1
SMKI_14G3000	XP_056079203.1
SMKI_14G3010	XP_056079204.1
SMKI_14G3020	XP_056079205.1
SMKI_14G3030	XP_056079206.1
SMKI_14G3040	XP_056079207.1
SMKI_14G3050	XP_056079208.1
SMKI_14G3050	XP_056079208.1
SMKI_14G3060	XP_056079209.1
SMKI_14G3070	XP_056079210.1
SMKI_14G3080	XP_056079211.1
SMKI_14G3090	XP_056079212.1
SMKI_14G3100	XP_056079213.1
SMKI_14G3110	XP_056079214.1
SMKI_14G3120	XP_056079215.1
SMKI_14G3130	XP_056079216.1
SMKI_14G3130	XP_056079216.1
SMKI_14G3140	XP_056079217.1
SMKI_14G3150	XP_056079218.1
SMKI_14G3160	XP_056079219.1
SMKI_14G3170	XP_056079220.1
SMKI_14G3180	XP_056079221.1
SMKI_14G3190	XP_056079222.1
SMKI_14G3210	XP_056079223.1
SMKI_14G3230	XP_056079224.1
SMKI_14G3240	XP_056079225.1
SMKI_14G3250	XP_056079226.1
SMKI_14G3260	XP_056079227.1
SMKI_14G3270	XP_056079228.1
SMKI_14G3280	XP_056079229.1
SMKI_14G3290	XP_056079230.1
SMKI_14G3300	XP_056079231.1
SMKI_14G3310	XP_056079232.1
SMKI_14G3320	XP_056079233.1
SMKI_14G3330	XP_056079234.1
SMKI_14G3340	XP_056079235.1
SMKI_14G3350	XP_056079236.1
SMKI_14G3360	XP_056079237.1
SMKI_14G3370	XP_056079238.1
SMKI_14G3380	XP_056079239.1
SMKI_14G3390	XP_056079240.1
SMKI_14G3400	XP_056079241.1
SMKI_14G3410	XP_056079242.1
SMKI_14G3420	XP_056079243.1
SMKI_14G3430	XP_056079244.1
SMKI_14G3440	XP_056079245.1
SMKI_14G3450	XP_056079246.1
SMKI_14G3460	XP_056079247.1
SMKI_14G3470	XP_056079248.1
SMKI_14G3480	XP_056079249.1
SMKI_14G3490	XP_056079250.1
SMKI_14G3500	XP_056079251.1
SMKI_14G3510	XP_056079252.1
SMKI_14G3520	XP_056079253.1
SMKI_14G3530	XP_056079254.1
SMKI_14G3540	XP_056079255.1
SMKI_14G3550	XP_056079256.1
SMKI_14G3560	XP_056079257.1
SMKI_14G3570	XP_056079258.1
SMKI_14G3580	XP_056079259.1
SMKI_14G3590	XP_056079260.1
SMKI_14G3600	XP_056079261.1
SMKI_14G3610	XP_056079262.1
SMKI_14G3620	XP_056079263.1
SMKI_14G3630	XP_056079264.1
SMKI_14G3640	XP_056079265.1
SMKI_14G3650	XP_056079266.1
SMKI_14G3660	XP_056079267.1
SMKI_14G3670	XP_056079268.1
SMKI_14G3680	XP_056079269.1
SMKI_14G3690	XP_056079270.1
SMKI_14G3700	XP_056079271.1
SMKI_14G3700	XP_056079271.1
SMKI_14G3710	XP_056079272.1
SMKI_14G3720	XP_056079273.1
SMKI_14G3730	XP_056079274.1
SMKI_14G3740	XP_056079275.1
SMKI_14G3750	XP_056079276.1
SMKI_14G3760	XP_056079277.1
SMKI_14G3770	XP_056079278.1
SMKI_14G3780	XP_056079279.1
SMKI_14G3790	XP_056079280.1
SMKI_14G3800	XP_056079281.1
SMKI_14G3810	XP_056079282.1
SMKI_15G0010	XP_056079283.1
SMKI_15G0020	XP_056079284.1
SMKI_15G0030	XP_056079285.1
SMKI_15G0040	XP_056079286.1
SMKI_15G0050	XP_056079287.1
SMKI_15G0060	XP_056079288.1
SMKI_15G0070	XP_056079289.1
SMKI_15G0080	XP_056079290.1
SMKI_15G0090	XP_056079291.1
SMKI_15G0100	XP_056079292.1
SMKI_15G0110	XP_056079293.1
SMKI_15G0120	XP_056079294.1
SMKI_15G0130	XP_056079295.1
SMKI_15G0140	XP_056079296.1
SMKI_15G0150	XP_056079297.1
SMKI_15G0160	XP_056079298.1
SMKI_15G0170	XP_056079299.1
SMKI_15G0180	XP_056079300.1
SMKI_15G0190	XP_056079301.1
SMKI_15G0200	XP_056079302.1
SMKI_15G0210	XP_056079303.1
SMKI_15G0220	XP_056079304.1
SMKI_15G0230	XP_056079305.1
SMKI_15G0240	XP_056079306.1
SMKI_15G0250	XP_056079307.1
SMKI_15G0260	XP_056079308.1
SMKI_15G0270	XP_056079309.1
SMKI_15G0280	XP_056079310.1
SMKI_15G0290	XP_056079311.1
SMKI_15G0300	XP_056079312.1
SMKI_15G0310	XP_056079313.1
SMKI_15G0320	XP_056079314.1
SMKI_15G0330	XP_056079315.1
SMKI_15G0340	XP_056079316.1
SMKI_15G0350	XP_056079317.1
SMKI_15G0360	XP_056079318.1
SMKI_15G0370	XP_056079319.1
SMKI_15G0370	XP_056079319.1
SMKI_15G0380	XP_056079320.1
SMKI_15G0390	XP_056079321.1
SMKI_15G0400	XP_056079322.1
SMKI_15G0410	XP_056079323.1
SMKI_15G0420	XP_056079324.1
SMKI_15G0430	XP_056079325.1
SMKI_15G0430	XP_056079325.1
SMKI_15G0440	XP_056079326.1
SMKI_15G0440	XP_056079326.1
SMKI_15G0450	XP_056079327.1
SMKI_15G0460	XP_056079328.1
SMKI_15G0470	XP_056079329.1
SMKI_15G0480	XP_056079330.1
SMKI_15G0490	XP_056079331.1
SMKI_15G0500	XP_056079332.1
SMKI_15G0510	XP_056079333.1
SMKI_15G0520	XP_056079334.1
SMKI_15G0530	XP_056079335.1
SMKI_15G0540	XP_056079336.1
SMKI_15G0550	XP_056079337.1
SMKI_15G0560	XP_056079338.1
SMKI_15G0570	XP_056079339.1
SMKI_15G0580	XP_056079340.1
SMKI_15G0590	XP_056079341.1
SMKI_15G0600	XP_056079342.1
SMKI_15G0610	XP_056079343.1
SMKI_15G0620	XP_056079344.1
SMKI_15G0630	XP_056079345.1
SMKI_15G0640	XP_056079346.1
SMKI_15G0650	XP_056079347.1
SMKI_15G0660	XP_056079348.1
SMKI_15G0670	XP_056079349.1
SMKI_15G0680	XP_056079350.1
SMKI_15G0690	XP_056079351.1
SMKI_15G0700	XP_056079352.1
SMKI_15G0710	XP_056079353.1
SMKI_15G0720	XP_056079354.1
SMKI_15G0730	XP_056079355.1
SMKI_15G0740	XP_056079356.1
SMKI_15G0750	XP_056079357.1
SMKI_15G0760	XP_056079358.1
SMKI_15G0770	XP_056079359.1
SMKI_15G0780	XP_056079360.1
SMKI_15G0790	XP_056079361.1
SMKI_15G0800	XP_056079362.1
SMKI_15G0810	XP_056079363.1
SMKI_15G0820	XP_056079364.1
SMKI_15G0830	XP_056079365.1
SMKI_15G0840	XP_056079366.1
SMKI_15G0850	XP_056079367.1
SMKI_15G0860	XP_056079368.1
SMKI_15G0870	XP_056079369.1
SMKI_15G0880	XP_056079370.1
SMKI_15G0890	XP_056079371.1
SMKI_15G0900	XP_056079372.1
SMKI_15G0910	XP_056079373.1
SMKI_15G0920	XP_056079374.1
SMKI_15G0930	XP_056079375.1
SMKI_15G0940	XP_056079376.1
SMKI_15G0950	XP_056079377.1
SMKI_15G0960	XP_056079378.1
SMKI_15G0970	XP_056079379.1
SMKI_15G0980	XP_056079380.1
SMKI_15G0990	XP_056079381.1
SMKI_15G1000	XP_056079382.1
SMKI_15G1010	XP_056079383.1
SMKI_15G1020	XP_056079384.1
SMKI_15G1030	XP_056079385.1
SMKI_15G1040	XP_056079386.1
SMKI_15G1050	XP_056079387.1
SMKI_15G1060	XP_056079388.1
SMKI_15G1070	XP_056079389.1
SMKI_15G1080	XP_056079390.1
SMKI_15G1090	XP_056079391.1
SMKI_15G1100	XP_056079392.1
SMKI_15G1110	XP_056079393.1
SMKI_15G1120	XP_056079394.1
SMKI_15G1130	XP_056079395.1
SMKI_15G1140	XP_056079396.1
SMKI_15G1160	XP_056079397.1
SMKI_15G1170	XP_056079398.1
SMKI_15G1170	XP_056079398.1
SMKI_15G1180	XP_056079399.1
SMKI_15G1180	XP_056079399.1
SMKI_15G1190	XP_056079400.1
SMKI_15G1200	XP_056079401.1
SMKI_15G1210	XP_056079402.1
SMKI_15G1220	XP_056079403.1
SMKI_15G1230	XP_056079404.1
SMKI_15G1240	XP_056079405.1
SMKI_15G1250	XP_056079406.1
SMKI_15G1260	XP_056079407.1
SMKI_15G1270	XP_056079408.1
SMKI_15G1280	XP_056079409.1
SMKI_15G1290	XP_056079410.1
SMKI_15G1300	XP_056079411.1
SMKI_15G1310	XP_056079412.1
SMKI_15G1320	XP_056079413.1
SMKI_15G1330	XP_056079414.1
SMKI_15G1340	XP_056079415.1
SMKI_15G1350	XP_056079416.1
SMKI_15G1360	XP_056079417.1
SMKI_15G1370	XP_056079418.1
SMKI_15G1380	XP_056079419.1
SMKI_15G1390	XP_056079420.1
SMKI_15G1400	XP_056079421.1
SMKI_15G1410	XP_056079422.1
SMKI_15G1420	XP_056079423.1
SMKI_15G1430	XP_056079424.1
SMKI_15G1440	XP_056079425.1
SMKI_15G1450	XP_056079426.1
SMKI_15G1460	XP_056079427.1
SMKI_15G1470	XP_056079428.1
SMKI_15G1480	XP_056079429.1
SMKI_15G1490	XP_056079430.1
SMKI_15G1500	XP_056079431.1
SMKI_15G1510	XP_056079432.1
SMKI_15G1520	XP_056079433.1
SMKI_15G1530	XP_056079434.1
SMKI_15G1540	XP_056079435.1
SMKI_15G1550	XP_056079436.1
SMKI_15G1560	XP_056079437.1
SMKI_15G1570	XP_056079438.1
SMKI_15G1580	XP_056079439.1
SMKI_15G1590	XP_056079440.1
SMKI_15G1600	XP_056079441.1
SMKI_15G1610	XP_056079442.1
SMKI_15G1620	XP_056079443.1
SMKI_15G1630	XP_056079444.1
SMKI_15G1640	XP_056079445.1
SMKI_15G1650	XP_056079446.1
SMKI_15G1660	XP_056079447.1
SMKI_15G1680	XP_056079448.1
SMKI_15G1690	XP_056079449.1
SMKI_15G1700	XP_056079450.1
SMKI_15G1710	XP_056079451.1
SMKI_15G1720	XP_056079452.1
SMKI_15G1730	XP_056079453.1
SMKI_15G1740	XP_056079454.1
SMKI_15G1750	XP_056079455.1
SMKI_15G1760	XP_056079456.1
SMKI_15G1770	XP_056079457.1
SMKI_15G1780	XP_056079458.1
SMKI_15G1790	XP_056079459.1
SMKI_15G1800	XP_056079460.1
SMKI_15G1810	XP_056079461.1
SMKI_15G1830	XP_056079462.1
SMKI_15G1840	XP_056079463.1
SMKI_15G1850	XP_056079464.1
SMKI_15G1860	XP_056079465.1
SMKI_15G1870	XP_056079466.1
SMKI_15G1880	XP_056079467.1
SMKI_15G1890	XP_056079468.1
SMKI_15G1910	XP_056079469.1
SMKI_15G1920	XP_056079470.1
SMKI_15G1930	XP_056079471.1
SMKI_15G1940	XP_056079472.1
SMKI_15G1950	XP_056079473.1
SMKI_15G1960	XP_056079474.1
SMKI_15G1970	XP_056079475.1
SMKI_15G1980	XP_056079476.1
SMKI_15G1990	XP_056079477.1
SMKI_15G2000	XP_056079478.1
SMKI_15G2010	XP_056079479.1
SMKI_15G2020	XP_056079480.1
SMKI_15G2030	XP_056079481.1
SMKI_15G2040	XP_056079482.1
SMKI_15G2050	XP_056079483.1
SMKI_15G2060	XP_056079484.1
SMKI_15G2070	XP_056079485.1
SMKI_15G2080	XP_056079486.1
SMKI_15G2090	XP_056079487.1
SMKI_15G2100	XP_056079488.1
SMKI_15G2110	XP_056079489.1
SMKI_15G2120	XP_056079490.1
SMKI_15G2130	XP_056079491.1
SMKI_15G2140	XP_056079492.1
SMKI_15G2150	XP_056079493.1
SMKI_15G2160	XP_056079494.1
SMKI_15G2170	XP_056079495.1
SMKI_15G2180	XP_056079496.1
SMKI_15G2190	XP_056079497.1
SMKI_15G2200	XP_056079498.1
SMKI_15G2210	XP_056079499.1
SMKI_15G2220	XP_056079500.1
SMKI_15G2230	XP_056079501.1
SMKI_15G2240	XP_056079502.1
SMKI_15G2260	XP_056079503.1
SMKI_15G2270	XP_056079504.1
SMKI_15G2280	XP_056079505.1
SMKI_15G2290	XP_056079506.1
SMKI_15G2300	XP_056079507.1
SMKI_15G2310	XP_056079508.1
SMKI_15G2320	XP_056079509.1
SMKI_15G2330	XP_056079510.1
SMKI_15G2340	XP_056079511.1
SMKI_15G2350	XP_056079512.1
SMKI_15G2360	XP_056079513.1
SMKI_15G2370	XP_056079514.1
SMKI_15G2380	XP_056079515.1
SMKI_15G2390	XP_056079516.1
SMKI_15G2400	XP_056079517.1
SMKI_15G2410	XP_056079518.1
SMKI_15G2420	XP_056079519.1
SMKI_15G2430	XP_056079520.1
SMKI_15G2440	XP_056079521.1
SMKI_15G2450	XP_056079522.1
SMKI_15G2450	XP_056079522.1
SMKI_15G2460	XP_056079523.1
SMKI_15G2470	XP_056079524.1
SMKI_15G2480	XP_056079525.1
SMKI_15G2490	XP_056079526.1
SMKI_15G2500	XP_056079527.1
SMKI_15G2510	XP_056079528.1
SMKI_15G2530	XP_056079529.1
SMKI_15G2540	XP_056079530.1
SMKI_15G2550	XP_056079531.1
SMKI_15G2560	XP_056079532.1
SMKI_15G2570	XP_056079533.1
SMKI_15G2580	XP_056079534.1
SMKI_15G2590	XP_056079535.1
SMKI_15G2600	XP_056079536.1
SMKI_15G2610	XP_056079537.1
SMKI_15G2620	XP_056079538.1
SMKI_15G2630	XP_056079539.1
SMKI_15G2640	XP_056079540.1
SMKI_15G2650	XP_056079541.1
SMKI_15G2660	XP_056079542.1
SMKI_15G2670	XP_056079543.1
SMKI_15G2680	XP_056079544.1
SMKI_15G2690	XP_056079545.1
