DI49_0001	XP_018224050.1
DI49_5418	XP_018218987.1
DI49_5419	XP_018218988.1
DI49_5420	XP_018218989.1
DI49_5421	XP_018218990.1
DI49_5422	XP_018218991.1
DI49_5423	XP_018218992.1
DI49_5424	XP_018218993.1
DI49_5425	XP_018218994.1
DI49_5426	XP_018218995.1
DI49_5427	XP_018218996.1
DI49_5428	XP_018218997.1
DI49_5429	XP_018218998.1
DI49_5430	XP_018218999.1
DI49_5431	XP_018219000.1
DI49_5432	XP_018219001.1
DI49_5433	XP_018219002.1
DI49_5434	XP_018219003.1
DI49_5435	XP_018219004.1
DI49_5436	XP_018219005.1
DI49_5437	XP_018219006.1
DI49_5438	XP_018219007.1
DI49_5439	XP_018219008.1
DI49_5440	XP_018219009.1
DI49_5441	XP_018219010.1
DI49_5442	XP_018219011.1
DI49_5443	XP_018219012.1
DI49_5444	XP_018219013.1
DI49_5445	XP_018219014.1
DI49_5446	XP_018219015.1
DI49_5447	XP_018219016.1
DI49_5448	XP_018219017.1
DI49_5449	XP_018219018.1
DI49_5450	XP_018219019.1
DI49_5451	XP_018219020.1
DI49_5452	XP_018219021.1
DI49_5453	XP_018219022.1
DI49_5454	XP_018219023.1
DI49_5455	XP_018219024.1
DI49_5456	XP_018219025.1
DI49_5458	XP_018219026.1
DI49_5459	XP_018219027.1
DI49_5460	XP_018219028.1
DI49_5461	XP_018219029.1
DI49_5462	XP_018219030.1
DI49_5463	XP_018219031.1
DI49_5465	XP_018219032.1
DI49_5466	XP_018219033.1
DI49_5467	XP_018219034.1
DI49_5469	XP_018219035.1
DI49_5470	XP_018219036.1
DI49_5471	XP_018219037.1
DI49_5472	XP_018219038.1
DI49_5473	XP_018219039.1
DI49_5474	XP_018219040.1
DI49_5475	XP_018219041.1
DI49_5476	XP_018219042.1
DI49_5477	XP_018219043.1
DI49_5478	XP_018219044.1
DI49_5479	XP_018219045.1
DI49_5480	XP_018219046.1
DI49_5481	XP_018219047.1
DI49_5482	XP_018219048.1
DI49_5483	XP_018219049.1
DI49_5484	XP_018219050.1
DI49_5485	XP_018219051.1
DI49_5487	XP_018219052.1
DI49_5488	XP_018219053.1
DI49_5489	XP_018219054.1
DI49_5490	XP_018219055.1
DI49_5491	XP_018219056.1
DI49_5492	XP_018219057.1
DI49_5493	XP_018219058.1
DI49_5494	XP_018219059.1
DI49_5495	XP_018219060.1
DI49_5496	XP_018219061.1
DI49_5497	XP_018219062.1
DI49_5498	XP_018219063.1
DI49_5499	XP_018219064.1
DI49_5500	XP_018219065.1
DI49_5500	XP_018219065.1
DI49_5501	XP_018219066.1
DI49_5502	XP_018219067.1
DI49_5503	XP_018219068.1
DI49_5504	XP_018219069.1
DI49_5505	XP_018219070.1
DI49_5506	XP_018219071.1
DI49_5507	XP_018219072.1
DI49_5508	XP_018219073.1
DI49_5509	XP_018219074.1
DI49_5510	XP_018219075.1
DI49_5511	XP_018219076.1
DI49_5512	XP_018219077.1
DI49_5513	XP_018219078.1
DI49_5514	XP_018219079.1
DI49_5515	XP_018219080.1
DI49_5516	XP_018219081.1
DI49_5516	XP_018219081.1
DI49_5517	XP_018219082.1
DI49_5518	XP_018219083.1
DI49_5519	XP_018219084.1
DI49_5520	XP_018219085.1
DI49_5521	XP_018219086.1
DI49_5522	XP_018219087.1
DI49_5524	XP_018219088.1
DI49_5525	XP_018219089.1
DI49_5526	XP_018219090.1
DI49_5527	XP_018219091.1
DI49_5528	XP_018219092.1
DI49_5529	XP_018219093.1
DI49_5530	XP_018219094.1
DI49_5531	XP_018219095.1
DI49_5532	XP_018219096.1
DI49_5533	XP_018219097.1
DI49_5534	XP_018219098.1
DI49_5535	XP_018219099.1
DI49_5536	XP_018219100.1
DI49_5537	XP_018219101.1
DI49_5538	XP_018219102.1
DI49_5539	XP_018219103.1
DI49_5540	XP_018219104.1
DI49_5541	XP_018219105.1
DI49_5542	XP_018219106.1
DI49_5543	XP_018219107.1
DI49_5544	XP_018219108.1
DI49_5544	XP_018219108.1
DI49_5545	XP_018219109.1
DI49_5546	XP_018219110.1
DI49_5547	XP_018219111.1
DI49_5548	XP_018219112.1
DI49_5549	XP_018219113.1
DI49_5550	XP_018219114.1
DI49_5551	XP_018219115.1
DI49_5552	XP_018219116.1
DI49_5554	XP_018219117.1
DI49_5555	XP_018219118.1
DI49_5556	XP_018219119.1
DI49_5557	XP_018219120.1
DI49_5558	XP_018219121.1
DI49_5559	XP_018219122.1
DI49_5560	XP_018219123.1
DI49_5561	XP_018219124.1
DI49_5562	XP_018219125.1
DI49_5563	XP_018219126.1
DI49_5565	XP_018219127.1
DI49_5566	XP_018219128.1
DI49_5568	XP_018219129.1
DI49_5569	XP_018219130.1
DI49_5570	XP_018219131.1
DI49_5571	XP_018219132.1
DI49_5572	XP_018219133.1
DI49_5573	XP_018219134.1
DI49_5574	XP_018219135.1
DI49_5575	XP_018219136.1
DI49_5575	XP_018219136.1
DI49_5576	XP_018219137.1
DI49_5577	XP_018219138.1
DI49_5578	XP_018219139.1
DI49_5579	XP_018219140.1
DI49_5580	XP_018219141.1
DI49_5582	XP_018219142.1
DI49_5583	XP_018219143.1
DI49_5584	XP_018219144.1
DI49_5585	XP_018219145.1
DI49_5586	XP_018219146.1
DI49_5588	XP_018219147.1
DI49_5589	XP_018219148.1
DI49_5590	XP_018219149.1
DI49_5591	XP_018219150.1
DI49_5592	XP_018219151.1
DI49_5593	XP_018219152.1
DI49_5594	XP_018219153.1
DI49_5595	XP_018219154.1
DI49_5595	XP_018219154.1
DI49_5596	XP_018219155.1
DI49_5597	XP_018219156.1
DI49_5598	XP_018219157.1
DI49_5599	XP_018219158.1
DI49_5600	XP_018219159.1
DI49_5602	XP_018219160.1
DI49_5604	XP_018219161.1
DI49_5605	XP_018219162.1
DI49_5606	XP_018219163.1
DI49_5607	XP_018219164.1
DI49_5608	XP_018219165.1
DI49_5609	XP_018219166.1
DI49_5610	XP_018219167.1
DI49_5611	XP_018219168.1
DI49_5612	XP_018219169.1
DI49_5613	XP_018219170.1
DI49_5615	XP_018219171.1
DI49_5615	XP_018219171.1
DI49_5616	XP_018219172.1
DI49_5617	XP_018219173.1
DI49_5618	XP_018219174.1
DI49_5619	XP_018219175.1
DI49_5620	XP_018219176.1
DI49_5621	XP_018219177.1
DI49_5622	XP_018219178.1
DI49_5623	XP_018219179.1
DI49_5624	XP_018219180.1
DI49_5625	XP_018219181.1
DI49_5626	XP_018219182.1
DI49_5627	XP_018219183.1
DI49_5628	XP_018219184.1
DI49_5629	XP_018219185.1
DI49_5630	XP_018219186.1
DI49_5631	XP_018219187.1
DI49_5631	XP_018219187.1
DI49_5632	XP_018219188.1
DI49_5633	XP_018219189.1
DI49_5634	XP_018219190.1
DI49_5635	XP_018219191.1
DI49_5636	XP_018219192.1
DI49_5637	XP_018219193.1
DI49_5638	XP_018219194.1
DI49_5675	XP_022467367.1
DI49_5676	XP_022467368.1
DI49_5677	XP_022467369.1
DI49_5678	XP_022467370.1
DI49_5679	XP_018218750.1
DI49_5680	XP_018218751.1
DI49_5681	XP_018218752.1
DI49_5682	XP_018218753.1
DI49_5683	XP_018218747.1
DI49_5684	XP_018218748.1
DI49_5685	XP_018218749.1
DI49_5671	XP_022467376.1
DI49_5672	XP_022467377.1
DI49_5672	XP_022467377.1
DI49_5672	XP_022467377.1
DI49_5672	XP_022467377.1
DI49_5672	XP_022467377.1
DI49_5672	XP_022467377.1
DI49_5672	XP_022467377.1
DI49_5673	XP_022467378.1
DI49_5674	XP_022467379.1
DI49_5639	XP_022467371.1
DI49_5640	XP_022467372.1
DI49_5661	XP_022467373.1
DI49_5665	XP_022467374.1
DI49_5667	XP_022467375.1
DI49_5667	XP_022467375.1
