YAL068C	NP_009332.1
YPL170W	NP_015155.1
YPL169C	NP_015156.1
YPL168W	NP_015157.1
YPL167C	NP_015158.1
YPL166W	NP_015159.1
YPL165C	NP_015160.1
YPL164C	NP_015161.1
YPL163C	NP_015162.1
YPL162C	NP_015163.1
YPL161C	NP_015164.1
YPL160W	NP_015165.1
YPL159C	NP_015166.1
YPL158C	NP_015167.1
YPL157W	NP_015168.1
YPL156C	NP_015169.1
YPL155C	NP_015170.1
YPL154C	NP_015171.1
YPL153C	NP_015172.1
YPL152W-A	NP_878180.1
YPL152W	NP_015173.1
YPL151C	NP_015174.1
YPL150W	NP_015175.1
YPL149W	NP_015176.1
YPL148C	NP_015177.2
YPL147W	NP_015178.1
YPL146C	NP_015179.1
YPL145C	NP_015180.1
YPL144W	NP_015181.1
YPL143W	NP_015182.1
YPL143W	NP_015182.1
YPL141C	NP_015184.1
YPL140C	NP_015185.1
YPL139C	NP_015186.1
YPL138C	NP_015187.1
YPL137C	NP_015188.1
YPL135W	NP_015190.1
YPL134C	NP_015191.1
YPL133C	NP_015192.1
YPL132W	NP_015193.1
YPL131W	NP_015194.1
YPL130W	NP_015195.1
YPL129W	NP_015196.1
YPL129W	NP_015196.1
YPL128C	NP_015197.1
YPL127C	NP_015198.1
YPL126W	NP_015199.1
YPL125W	NP_015200.1
YPL124W	NP_015201.1
YPL123C	NP_015202.1
YPL122C	NP_015203.1
YPL121C	NP_015204.1
YPL120W	NP_015205.1
YPL119C-A	NP_878181.1
YPL119C	NP_015206.1
YPL118W	NP_015207.1
YPL117C	NP_015208.1
YPL116W	NP_015209.1
YPL115C	NP_015210.1
YPL113C	NP_015212.1
YPL112C	NP_015213.1
YPL111W	NP_015214.1
YPL110C	NP_015215.1
YPL109C	NP_015216.3
YPL109C	NP_015216.3
YPL108W	NP_015217.1
YPL107W	NP_015218.1
YPL106C	NP_015219.1
YPL105C	NP_015220.1
YPL104W	NP_015221.1
YPL103C	NP_015222.1
YPL101W	NP_015224.1
YPL100W	NP_015225.1
YPL099C	NP_015226.1
YPL098C	NP_015227.1
YPL097W	NP_015228.1
YPL096C-A	NP_690846.1
YPL096W	NP_015229.1
YPL095C	NP_015230.1
YPL094C	NP_015231.2
YPL093W	NP_015232.1
YPL092W	NP_015233.1
YPL091W	NP_015234.1
YPL090C	NP_015235.1
YPL090C	NP_015235.1
YPL089C	NP_015236.1
YPL088W	NP_015237.1
YPL087W	NP_015238.1
YPL086C	NP_015239.1
YPL085W	NP_015240.1
YPL084W	NP_015241.1
YPL083C	NP_015242.1
YPL082C	NP_015243.1
YPL081W	NP_015244.1
YPL081W	NP_015244.1
YPL080C	NP_001335822.1
YPL079W	NP_015246.1
YPL079W	NP_015246.1
YPL078C	NP_015247.1
YPL077C	NP_015248.1
YPL076W	NP_015249.1
YPL075W	NP_015250.1
YPL075W	NP_015250.1
YPL074W	NP_015251.1
YPL072W	NP_015253.1
YPL071C	NP_015254.1
YPL070W	NP_015255.1
YPL069C	NP_015256.1
YPL068C	NP_015257.1
YPL067C	NP_015258.1
YPL066W	NP_015259.1
YPL065W	NP_015260.1
YPL064C	NP_015261.1
YPL063W	NP_015262.1
YPL062W	NP_001335823.1
YPL061W	NP_015264.1
YPL060W	NP_015265.1
YPL060C-A	NP_001291944.1
YPL060C-A	NP_001291944.1
YPL059W	NP_015266.1
YPL058C	NP_015267.1
YPL057C	NP_015268.1
YPL056C	NP_015269.1
YPL055C	NP_015270.1
YPL054W	NP_015271.1
YPL053C	NP_015272.1
YPL052W	NP_015273.2
YPL052W	NP_015273.2
YPL051W	NP_015274.1
YPL050C	NP_015275.1
YPL049C	NP_015276.1
YPL048W	NP_015277.1
YPL047W	NP_015278.1
YPL046C	NP_015279.1
YPL045W	NP_015280.1
YPL043W	NP_015282.1
YPL042C	NP_015283.1
YPL041C	NP_015284.1
YPL040C	NP_015285.1
YPL039W	NP_015286.1
YPL038W-A	NP_878182.1
YPL038W	NP_015287.1
YPL037C	NP_015288.1
YPL036W	NP_015289.1
YPL034W	NP_015291.1
YPL033C	NP_015292.1
YPL032C	NP_015293.1
YPL031C	NP_015294.1
YPL031C	NP_015294.1
YPL030W	NP_015295.1
YPL029W	NP_015296.1
YPL028W	NP_015297.1
YPL027W	NP_015298.1
YPL026C	NP_015299.1
YPL024W	NP_015301.1
YPL023C	NP_015302.1
YPL022W	NP_015303.1
YPL021W	NP_015304.1
YPL020C	NP_015305.1
YPL019C	NP_015306.1
YPL018W	NP_015307.1
YPL017C	NP_015308.1
YPL016W	NP_015309.1
YPL015C	NP_015310.1
YPL014W	NP_015311.1
YPL013C	NP_015312.1
YPL012W	NP_015313.1
YPL011C	NP_015314.1
YPL010W	NP_015315.1
YPL009C	NP_015316.1
YPL008W	NP_015317.1
YPL007C	NP_015318.1
YPL006W	NP_015319.1
YPL005W	NP_015320.1
YPL004C	NP_015321.1
YPL003W	NP_015322.1
YPL002C	NP_015323.1
YPL001W	NP_015324.1
YPR001W	NP_015325.1
YPR002W	NP_015326.1
YPR003C	NP_015328.1
YPR004C	NP_015329.1
YPR005C	NP_015330.1
YPR006C	NP_015331.1
YPR007C	NP_015332.1
YPR008W	NP_015333.1
YPR009W	NP_015334.1
YPR010C	NP_015335.1
YPR010C-A	NP_001091638.1
YPR010C-A	NP_001091638.1
YPR011C	NP_015336.1
YPR013C	NP_015338.1
YPR014C	NP_001335824.1
YPR015C	NP_015340.1
YPR016C	NP_015341.1
YPR017C	NP_015342.1
YPR018W	NP_015343.1
YPR019W	NP_015344.1
YPR020W	NP_015345.1
YPR021C	NP_015346.1
YPR022C	NP_015347.1
YPR023C	NP_015348.1
YPR024W	NP_015349.1
YPR025C	NP_015350.1
YPR026W	NP_015351.1
YPR027C	NP_015352.1
YPR028W	NP_015353.1
YPR028W	NP_015353.1
YPR029C	NP_015354.1
YPR030W	NP_015355.1
YPR031W	NP_015356.1
YPR032W	NP_015357.1
YPR033C	NP_015358.1
YPR034W	NP_015359.1
YPR035W	NP_015360.2
YPR036W	NP_015361.1
YPR036W-A	NP_690847.1
YPR037C	NP_015362.1
YPR038W	NP_001381971.1
YPR040W	NP_015365.1
YPR041W	NP_015366.1
YPR042C	NP_015367.1
YPR043W	NP_015368.1
YPR043W	NP_015368.1
YPR045C	NP_015370.1
YPR046W	NP_015371.1
YPR047W	NP_015372.2
YPR048W	NP_015373.1
YPR049C	NP_015374.1
YPR051W	NP_015376.1
YPR052C	NP_015377.1
YPR053C	NP_001335825.1
YPR054W	NP_015379.1
YPR055W	NP_015380.1
YPR056W	NP_015381.1
YPR057W	NP_015382.1
YPR058W	NP_015383.1
YPR060C	NP_015385.1
YPR061C	NP_015386.1
YPR062W	NP_015387.1
YPR063C	NP_015388.1
YPR063C	NP_015388.1
YPR064W	NP_001335826.1
YPR065W	NP_015390.1
YPR066W	NP_015391.1
YPR067W	NP_015392.1
YPR068C	NP_015393.1
YPR069C	NP_015394.1
YPR070W	NP_015395.1
YPR071W	NP_015396.1
YPR072W	NP_015397.1
YPR073C	NP_015398.1
YPR074C	NP_015399.1
YPR075C	NP_015400.1
YPR078C	NP_015403.1
YPR079W	NP_015404.1
YPR080W	NP_015405.1
YPR081C	NP_015406.1
YPR082C	NP_015407.1
YPR083W	NP_015408.1
YPR084W	NP_015409.1
YPR085C	NP_015410.2
YPR086W	NP_015411.1
YPR088C	NP_015413.1
YPR089W	NP_015414.2
YPR091C	NP_015416.1
YPR093C	NP_015418.2
YPR094W	NP_015419.1
YPR095C	NP_015420.1
YPR096C	NP_015421.1
YPR097W	NP_015422.2
YPR098C	NP_015423.2
YPR098C	NP_015423.2
YPR099C	NP_001374312.1
YPR100W	NP_015425.1
YPR101W	NP_015426.1
YPR102C	NP_015427.1
YPR103W	NP_015428.1
YPR104C	NP_015429.1
YPR105C	NP_015430.1
YPR106W	NP_015431.1
YPR107C	NP_015432.1
YPR108W	NP_015433.1
YPR109W	NP_015434.1
YPR110C	NP_015435.1
YPR111W	NP_015436.1
YPR112C	NP_015437.1
YPR113W	NP_015438.1
YPR114W	NP_015439.1
YPR115W	NP_015440.1
YPR116W	NP_015441.1
YPR117W	NP_015442.1
YPR118W	NP_015443.1
YPR119W	NP_015444.1
YPR120C	NP_015445.1
YPR121W	NP_015446.2
YPR122W	NP_015447.1
YPR124W	NP_015449.1
YPR125W	NP_015450.1
YPR127W	NP_015452.1
YPR128C	NP_015453.1
YPR129W	NP_015454.1
YPR131C	NP_015456.2
YPR132W	NP_015457.1
YPR132W	NP_015457.1
YPR133C	NP_015458.1
YPR133W-A	NP_015459.1
YPR134W	NP_015460.1
YPR135W	NP_015461.1
YPR137W	NP_015463.1
YPR137C-B	NP_058191.1
YPR137C-B	NP_058191.1
YPR137C-A	NP_058192.1
YPR138C	NP_015464.1
YPR139C	NP_015465.1
YPR140W	NP_015466.1
YPR141C	NP_015467.1
YPR143W	NP_015469.1
YPR144C	NP_015470.1
YPR145W	NP_015471.1
YPR145C-A	NP_001032572.1
YPR147C	NP_015473.1
YPR148C	NP_015474.1
YPR149W	NP_015475.1
YPR151C	NP_015477.1
YPR152C	NP_015478.1
YPR153W	NP_015479.2
YPR153W	NP_015479.2
YPR154W	NP_015480.1
YPR155C	NP_015481.1
YPR156C	NP_015482.1
YPR157W	NP_015483.1
YPR158W	NP_015484.1
YPR158W-B	NP_058193.1
YPR158W-B	NP_058193.1
YPR158W-A	NP_058194.1
YPR158C-D	NP_058195.1
YPR158C-D	NP_058195.1
YPR158C-C	NP_058196.1
YPR159W	NP_015485.1
YPR159C-A	NP_878184.1
YPR160W	NP_015486.1
YPR161C	NP_015487.1
YPR162C	NP_015488.1
YPR163C	NP_015489.1
YPR164W	NP_015490.1
YPR165W	NP_015491.1
YPR166C	NP_015492.1
YPR167C	NP_015493.1
YPR168W	NP_015494.1
YPR169W	NP_015495.2
YPR170W-B	NP_001106949.1
YPR170W-B	NP_001106949.1
YPR171W	NP_015497.1
YPR172W	NP_015498.1
YPR173C	NP_015499.1
YPR174C	NP_015500.1
YPR175W	NP_015501.2
YPR176C	NP_015502.1
YPR178W	NP_015504.1
YPR179C	NP_015505.1
YPR180W	NP_015506.1
YPR181C	NP_015507.1
YPR182W	NP_015508.1
YPR183W	NP_015509.1
YPR184W	NP_015510.1
YPR185W	NP_015511.1
YPR186C	NP_015512.1
YPR187W	NP_015513.1
YPR187W	NP_015513.1
YPR188C	NP_015514.1
YPR189W	NP_015515.1
YPR190C	NP_015516.1
YPR191W	NP_015517.1
YPR192W	NP_015518.1
YPR193C	NP_015519.1
YPR194C	NP_015520.1
YPR195C	NP_001335827.1
YPR196W	NP_015522.1
YPR198W	NP_015524.1
YPR199C	NP_015525.1
YPR200C	NP_015526.1
YPR201W	NP_015527.1
YPR202W	NP_015528.1
YPR202W	NP_015528.1
YPR203W	NP_015529.1
YPR204W	NP_015530.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0045	NP_009305.1
Q0070	NP_009306.1
Q0070	NP_009306.1
Q0070	NP_009306.1
Q0070	NP_009306.1
Q0070	NP_009306.1
Q0065	NP_009307.2
Q0065	NP_009307.2
Q0065	NP_009307.2
Q0065	NP_009307.2
Q0060	NP_009308.2
Q0060	NP_009308.2
Q0060	NP_009308.2
Q0055	NP_009309.1
Q0055	NP_009309.1
Q0050	NP_009310.1
Q0075	NP_009311.2
Q0075	NP_009311.2
Q0080	NP_009312.1
Q0085	NP_009313.1
Q0105	NP_009315.1
Q0105	NP_009315.1
Q0105	NP_009315.1
Q0105	NP_009315.1
Q0105	NP_009315.1
Q0105	NP_009315.1
Q0120	NP_009316.1
Q0120	NP_009316.1
Q0120	NP_009316.1
Q0120	NP_009316.1
Q0115	NP_009317.1
Q0115	NP_009317.1
Q0115	NP_009317.1
Q0110	NP_009318.1
Q0110	NP_009318.1
Q0130	NP_009319.1
Q0140	NP_009320.1
Q0160	NP_009324.1
Q0250	NP_009326.1
Q0255	NP_009327.1
Q0255	NP_009327.1
Q0255	NP_009327.1
Q0275	NP_009328.1
