SUVZ_01G0010	CAI4055522.1
SUVZ_13G1380	CAI4049322.1
SUVZ_13G1390	CAI4049325.1
SUVZ_13G1410	CAI4049328.1
SUVZ_13G1420	CAI4049331.1
SUVZ_13G1430	CAI4049334.1
SUVZ_13G1440	CAI4049337.1
SUVZ_13G1450	CAI4049340.1
SUVZ_13G1460	CAI4049343.1
SUVZ_13G1470	CAI4049346.1
SUVZ_13G1480	CAI4049349.1
SUVZ_13G1490	CAI4049352.1
SUVZ_13G1500	CAI4049355.1
SUVZ_13G1510	CAI4049358.1
SUVZ_13G1530	CAI4049361.1
SUVZ_13G1540	CAI4049364.1
SUVZ_13G1550	CAI4049367.1
SUVZ_13G1560	CAI4049370.1
SUVZ_13G1570	CAI4049373.1
SUVZ_13G1580	CAI4049376.1
SUVZ_13G1590	CAI4049379.1
SUVZ_13G1600	CAI4049382.1
SUVZ_13G1610	CAI4049385.1
SUVZ_13G1620	CAI4049388.1
SUVZ_13G1630	CAI4049391.1
SUVZ_13G1640	CAI4049394.1
SUVZ_13G1650	CAI4049397.1
SUVZ_13G1660	CAI4049399.1
SUVZ_13G1670	CAI4049402.1
SUVZ_13G1680	CAI4049405.1
SUVZ_13G1690	CAI4049408.1
SUVZ_13G1700	CAI4049411.1
SUVZ_13G1710	CAI4049414.1
SUVZ_13G1720	CAI4049418.1
SUVZ_13G1720	CAI4049418.1
SUVZ_13G1730	CAI4049422.1
SUVZ_13G1740	CAI4049426.1
SUVZ_13G1750	CAI4049430.1
SUVZ_13G1760	CAI4049434.1
SUVZ_13G1770	CAI4049438.1
SUVZ_13G1780	CAI4049442.1
SUVZ_13G1790	CAI4049446.1
SUVZ_13G1800	CAI4049450.1
SUVZ_13G1810	CAI4049454.1
SUVZ_13G1820	CAI4049458.1
SUVZ_13G1830	CAI4049462.1
SUVZ_13G1840	CAI4049466.1
SUVZ_13G1850	CAI4049470.1
SUVZ_13G1860	CAI4049474.1
SUVZ_13G1870	CAI4049478.1
SUVZ_13G1880	CAI4049482.1
SUVZ_13G1890	CAI4049486.1
SUVZ_13G1900	CAI4049490.1
SUVZ_13G1910	CAI4049494.1
SUVZ_13G1920	CAI4049498.1
SUVZ_13G1930	CAI4049502.1
SUVZ_13G1940	CAI4049506.1
SUVZ_13G1950	CAI4049510.1
SUVZ_13G1960	CAI4049514.1
SUVZ_13G1970	CAI4049518.1
SUVZ_13G1980	CAI4049522.1
SUVZ_13G1990	CAI4049526.1
SUVZ_13G2000	CAI4049530.1
SUVZ_13G2010	CAI4049534.1
SUVZ_13G2020	CAI4049538.1
SUVZ_13G2030	CAI4049542.1
SUVZ_13G2040	CAI4049546.1
SUVZ_13G2050	CAI4049550.1
SUVZ_13G2060	CAI4049554.1
SUVZ_13G2070	CAI4049558.1
SUVZ_13G2080	CAI4049562.1
SUVZ_13G2090	CAI4049566.1
SUVZ_13G2100	CAI4049570.1
SUVZ_13G2120	CAI4049574.1
SUVZ_13G2130	CAI4049578.1
SUVZ_13G2140	CAI4049582.1
SUVZ_13G2150	CAI4049586.1
SUVZ_13G2150	CAI4049586.1
SUVZ_13G2160	CAI4049590.1
SUVZ_13G2170	CAI4049594.1
SUVZ_13G2180	CAI4049598.1
SUVZ_13G2200	CAI4049602.1
SUVZ_13G2210	CAI4049606.1
SUVZ_13G2220	CAI4049610.1
SUVZ_13G2230	CAI4049614.1
SUVZ_13G2240	CAI4049618.1
SUVZ_13G2250	CAI4049622.1
SUVZ_13G2260	CAI4049626.1
SUVZ_13G2270	CAI4049630.1
SUVZ_13G2280	CAI4049634.1
SUVZ_13G2290	CAI4049638.1
SUVZ_13G2300	CAI4049642.1
SUVZ_13G2310	CAI4049646.1
SUVZ_13G2320	CAI4049650.1
SUVZ_13G2330	CAI4049654.1
SUVZ_13G2340	CAI4049658.1
SUVZ_13G2350	CAI4049662.1
SUVZ_13G2360	CAI4049666.1
SUVZ_13G2370	CAI4049670.1
SUVZ_13G2380	CAI4049674.1
SUVZ_13G2390	CAI4049678.1
SUVZ_13G2400	CAI4049682.1
SUVZ_13G2410	CAI4049686.1
SUVZ_13G2420	CAI4049690.1
SUVZ_13G2430	CAI4049694.1
SUVZ_13G2440	CAI4049698.1
SUVZ_13G2450	CAI4049702.1
SUVZ_13G2460	CAI4049706.1
SUVZ_13G2470	CAI4049711.1
SUVZ_13G2480	CAI4049715.1
SUVZ_13G2490	CAI4049719.1
SUVZ_13G2500	CAI4049723.1
SUVZ_13G2500	CAI4049723.1
SUVZ_13G2510	CAI4049727.1
SUVZ_13G2520	CAI4049731.1
SUVZ_13G2530	CAI4049735.1
SUVZ_13G2540	CAI4049739.1
SUVZ_13G2550	CAI4049743.1
SUVZ_13G2560	CAI4049747.1
SUVZ_13G2570	CAI4049751.1
SUVZ_13G2580	CAI4049755.1
SUVZ_13G2590	CAI4049759.1
SUVZ_13G2590	CAI4049759.1
SUVZ_13G2600	CAI4049763.1
SUVZ_13G2610	CAI4049767.1
SUVZ_13G2620	CAI4049771.1
SUVZ_13G2630	CAI4049775.1
SUVZ_13G2635	CAI4049779.1
SUVZ_13G2640	CAI4049783.1
SUVZ_13G2650	CAI4049787.1
SUVZ_13G2660	CAI4049791.1
SUVZ_13G2660	CAI4049791.1
SUVZ_13G2670	CAI4049795.1
SUVZ_13G2680	CAI4049799.1
SUVZ_13G2690	CAI4049803.1
SUVZ_13G2700	CAI4049807.1
SUVZ_13G2710	CAI4049811.1
SUVZ_13G2720	CAI4049815.1
SUVZ_13G2730	CAI4049819.1
SUVZ_13G2740	CAI4049823.1
SUVZ_13G2740	CAI4049823.1
SUVZ_13G2750	CAI4049827.1
SUVZ_13G2750	CAI4049827.1
SUVZ_13G2760	CAI4049831.1
SUVZ_13G2770	CAI4049835.1
SUVZ_13G2780	CAI4049839.1
SUVZ_13G2790	CAI4049843.1
SUVZ_13G2800	CAI4049847.1
SUVZ_13G2810	CAI4049851.1
SUVZ_13G2820	CAI4049855.1
SUVZ_13G2830	CAI4049859.1
SUVZ_13G2840	CAI4049863.1
SUVZ_13G2850	CAI4049867.1
SUVZ_13G2860	CAI4049871.1
SUVZ_13G2870	CAI4049875.1
SUVZ_13G2880	CAI4049879.1
SUVZ_13G2890	CAI4049883.1
SUVZ_13G2910	CAI4049887.1
SUVZ_13G2920	CAI4049891.1
SUVZ_13G2930	CAI4049895.1
SUVZ_13G2940	CAI4049899.1
SUVZ_13G2950	CAI4049903.1
SUVZ_13G2960	CAI4049907.1
SUVZ_13G2970	CAI4049912.1
SUVZ_13G2980	CAI4049916.1
SUVZ_13G2990	CAI4049920.1
SUVZ_13G3000	CAI4049924.1
SUVZ_13G3010	CAI4049928.1
SUVZ_13G3020	CAI4049932.1
SUVZ_13G3030	CAI4049936.1
SUVZ_13G3040	CAI4049940.1
SUVZ_13G3050	CAI4049944.1
SUVZ_13G3060	CAI4049948.1
SUVZ_13G3070	CAI4049952.1
SUVZ_13G3080	CAI4049956.1
SUVZ_13G3090	CAI4049960.1
SUVZ_13G3100	CAI4049964.1
SUVZ_13G3110	CAI4049968.1
SUVZ_13G3120	CAI4049972.1
SUVZ_13G3130	CAI4049976.1
SUVZ_13G3140	CAI4049980.1
SUVZ_13G3150	CAI4049984.1
SUVZ_13G3160	CAI4049988.1
SUVZ_13G3170	CAI4049992.1
SUVZ_13G3180	CAI4049996.1
SUVZ_13G3190	CAI4050000.1
SUVZ_13G3200	CAI4050004.1
SUVZ_13G3210	CAI4050008.1
SUVZ_13G3220	CAI4050012.1
SUVZ_13G3230	CAI4050016.1
SUVZ_13G3240	CAI4050020.1
SUVZ_13G3250	CAI4050024.1
SUVZ_13G3260	CAI4050028.1
SUVZ_13G3260	CAI4050028.1
SUVZ_13G3270	CAI4050032.1
SUVZ_13G3280	CAI4050036.1
SUVZ_13G3290	CAI4050040.1
SUVZ_13G3300	CAI4050044.1
SUVZ_13G3310	CAI4050048.1
SUVZ_13G3320	CAI4050052.1
SUVZ_13G3330	CAI4050056.1
SUVZ_13G3330	CAI4050056.1
SUVZ_13G3340	CAI4050060.1
SUVZ_13G3350	CAI4050064.1
SUVZ_13G3360	CAI4050068.1
SUVZ_13G3370	CAI4050072.1
SUVZ_13G3380	CAI4050076.1
SUVZ_13G3390	CAI4050081.1
SUVZ_13G3400	CAI4050085.1
SUVZ_13G3410	CAI4050089.1
SUVZ_13G3420	CAI4050093.1
SUVZ_13G3430	CAI4050097.1
SUVZ_13G3440	CAI4050101.1
SUVZ_13G3450	CAI4050105.1
SUVZ_13G3460	CAI4050109.1
SUVZ_13G3470	CAI4050114.1
SUVZ_13G3480	CAI4050118.1
SUVZ_13G3490	CAI4050123.1
SUVZ_13G3500	CAI4050127.1
SUVZ_13G3510	CAI4050131.1
SUVZ_13G3520	CAI4050135.1
SUVZ_13G3530	CAI4050139.1
SUVZ_13G3540	CAI4050143.1
SUVZ_13G3550	CAI4050148.1
SUVZ_13G3560	CAI4050152.1
SUVZ_13G3570	CAI4050156.1
SUVZ_13G3570	CAI4050156.1
SUVZ_13G3580	CAI4050160.1
SUVZ_13G3590	CAI4050164.1
SUVZ_13G3600	CAI4050168.1
SUVZ_13G3610	CAI4050172.1
SUVZ_13G3620	CAI4050176.1
SUVZ_13G3620	CAI4050176.1
SUVZ_13G3630	CAI4050180.1
SUVZ_13G3640	CAI4050184.1
SUVZ_13G3650	CAI4050188.1
SUVZ_13G3660	CAI4050192.1
SUVZ_13G3670	CAI4050196.1
SUVZ_13G3680	CAI4050200.1
SUVZ_13G3690	CAI4050204.1
SUVZ_13G3700	CAI4050208.1
SUVZ_13G3710	CAI4050212.1
SUVZ_13G3720	CAI4050216.1
SUVZ_13G3730	CAI4050218.1
SUVZ_13G3740	CAI4050221.1
SUVZ_13G3740	CAI4050221.1
SUVZ_13G3750	CAI4050225.1
SUVZ_13G3760	CAI4050227.1
SUVZ_13G3770	CAI4050231.1
SUVZ_13G3780	CAI4050235.1
SUVZ_13G3790	CAI4050239.1
SUVZ_13G3800	CAI4050243.1
SUVZ_13G3810	CAI4050247.1
SUVZ_13G3820	CAI4050251.1
SUVZ_13G3830	CAI4050255.1
SUVZ_13G3840	CAI4050259.1
SUVZ_13G3850	CAI4050263.1
SUVZ_13G3860	CAI4050267.1
SUVZ_13G3870	CAI4050271.1
SUVZ_13G3880	CAI4050275.1
SUVZ_13G3890	CAI4050279.1
SUVZ_13G3900	CAI4050283.1
SUVZ_13G3910	CAI4050287.1
SUVZ_13G3920	CAI4050291.1
SUVZ_13G3930	CAI4050295.1
SUVZ_13G3940	CAI4050299.1
SUVZ_13G3950	CAI4050303.1
SUVZ_13G3960	CAI4050307.1
SUVZ_13G3970	CAI4050311.1
SUVZ_13G3980	CAI4050316.1
SUVZ_13G3990	CAI4050320.1
SUVZ_13G4000	CAI4050324.1
SUVZ_13G4010	CAI4050328.1
SUVZ_13G4020	CAI4050332.1
SUVZ_13G4040	CAI4050336.1
SUVZ_13G4050	CAI4050340.1
SUVZ_13G4060	CAI4050344.1
SUVZ_13G4070	CAI4050348.1
SUVZ_13G4080	CAI4050352.1
SUVZ_13G4090	CAI4050356.1
SUVZ_13G4100	CAI4050360.1
SUVZ_13G4110	CAI4050364.1
SUVZ_13G4120	CAI4050368.1
SUVZ_13G4130	CAI4050372.1
SUVZ_13G4140	CAI4050376.1
SUVZ_13G4150	CAI4050380.1
SUVZ_13G4160	CAI4050384.1
SUVZ_13G4170	CAI4050388.1
SUVZ_13G4180	CAI4050392.1
SUVZ_13G4190	CAI4050396.1
SUVZ_13G4200	CAI4050400.1
SUVZ_13G4210	CAI4050404.1
SUVZ_13G4220	CAI4050408.1
SUVZ_13G4230	CAI4050412.1
SUVZ_13G4230	CAI4050412.1
SUVZ_13G4240	CAI4050416.1
SUVZ_13G4250	CAI4050420.1
SUVZ_13G4260	CAI4050424.1
SUVZ_13G4270	CAI4050428.1
SUVZ_13G4280	CAI4050432.1
SUVZ_13G4290	CAI4050436.1
SUVZ_13G4300	CAI4050440.1
SUVZ_13G4310	CAI4050444.1
SUVZ_13G4320	CAI4050448.1
SUVZ_13G4330	CAI4050452.1
SUVZ_13G4340	CAI4050456.1
SUVZ_13G4350	CAI4050460.1
SUVZ_13G4360	CAI4050464.1
SUVZ_13G4370	CAI4050468.1
SUVZ_13G4380	CAI4050472.1
SUVZ_13G4390	CAI4050476.1
SUVZ_13G4400	CAI4050480.1
SUVZ_13G4410	CAI4050484.1
SUVZ_13G4420	CAI4050488.1
SUVZ_13G4430	CAI4050492.1
SUVZ_13G4440	CAI4050496.1
SUVZ_13G4450	CAI4050500.1
SUVZ_13G4460	CAI4050504.1
SUVZ_13G4470	CAI4050508.1
SUVZ_13G4480	CAI4050512.1
SUVZ_13G4490	CAI4050516.1
SUVZ_13G4510	CAI4050520.1
SUVZ_13G4520	CAI4050524.1
SUVZ_13G4530	CAI4050528.1
SUVZ_13G4540	CAI4050532.1
SUVZ_13G4550	CAI4050536.1
SUVZ_13G4560	CAI4050540.1
SUVZ_13G4570	CAI4050544.1
SUVZ_13G4580	CAI4050548.1
SUVZ_13G4590	CAI4050552.1
SUVZ_13G4600	CAI4050556.1
SUVZ_13G4610	CAI4050560.1
SUVZ_13G4620	CAI4050564.1
SUVZ_13G4630	CAI4050568.1
SUVZ_13G4640	CAI4050572.1
SUVZ_13G4650	CAI4050576.1
SUVZ_14G0010	CAI4050852.1
SUVZ_14G0020	CAI4050856.1
SUVZ_14G0030	CAI4050860.1
SUVZ_14G0040	CAI4050864.1
SUVZ_14G0050	CAI4050868.1
SUVZ_14G0060	CAI4050872.1
SUVZ_14G0070	CAI4050876.1
SUVZ_14G0080	CAI4050880.1
SUVZ_14G0090	CAI4050884.1
SUVZ_14G0100	CAI4050888.1
SUVZ_14G0110	CAI4050892.1
SUVZ_14G0120	CAI4050896.1
SUVZ_14G0130	CAI4050900.1
SUVZ_14G0140	CAI4050904.1
SUVZ_14G0150	CAI4050908.1
SUVZ_14G0170	CAI4050912.1
SUVZ_14G0180	CAI4050916.1
SUVZ_14G0190	CAI4050920.1
SUVZ_14G0200	CAI4050923.1
SUVZ_14G0210	CAI4050928.1
SUVZ_14G0220	CAI4050932.1
SUVZ_14G0230	CAI4050936.1
SUVZ_14G0230	CAI4050936.1
SUVZ_14G0240	CAI4050940.1
SUVZ_14G0250	CAI4050944.1
SUVZ_14G0260	CAI4050948.1
SUVZ_14G0270	CAI4050952.1
SUVZ_14G0280	CAI4050956.1
SUVZ_14G0290	CAI4050960.1
SUVZ_14G0300	CAI4050964.1
SUVZ_14G0310	CAI4050968.1
SUVZ_14G0330	CAI4050972.1
SUVZ_14G0330	CAI4050972.1
SUVZ_14G0340	CAI4050976.1
SUVZ_14G0340	CAI4050976.1
SUVZ_14G0350	CAI4050980.1
SUVZ_14G0360	CAI4050984.1
SUVZ_14G0370	CAI4050988.1
SUVZ_14G0380	CAI4050992.1
SUVZ_14G0400	CAI4050996.1
SUVZ_14G0410	CAI4051000.1
SUVZ_14G0420	CAI4051004.1
SUVZ_14G0430	CAI4051008.1
SUVZ_14G0440	CAI4051012.1
SUVZ_14G0450	CAI4051016.1
SUVZ_14G0460	CAI4051020.1
SUVZ_14G0470	CAI4051024.1
SUVZ_14G0480	CAI4051028.1
SUVZ_14G0490	CAI4051032.1
SUVZ_14G0500	CAI4051036.1
SUVZ_14G0510	CAI4051040.1
SUVZ_14G0520	CAI4051044.1
SUVZ_14G0530	CAI4051048.1
SUVZ_14G0540	CAI4051052.1
SUVZ_14G0550	CAI4051056.1
SUVZ_14G0560	CAI4051060.1
SUVZ_14G0570	CAI4051064.1
SUVZ_14G0580	CAI4051068.1
SUVZ_14G0590	CAI4051072.1
SUVZ_14G0600	CAI4051076.1
SUVZ_14G0610	CAI4051080.1
SUVZ_14G0620	CAI4051084.1
SUVZ_14G0630	CAI4051088.1
SUVZ_14G0640	CAI4051092.1
SUVZ_14G0650	CAI4051096.1
SUVZ_14G0660	CAI4051100.1
SUVZ_14G0670	CAI4051104.1
SUVZ_14G0690	CAI4051108.1
SUVZ_14G0700	CAI4051112.1
SUVZ_14G0710	CAI4051116.1
SUVZ_14G0720	CAI4051120.1
SUVZ_14G0730	CAI4051124.1
SUVZ_14G0740	CAI4051128.1
SUVZ_14G0750	CAI4051132.1
SUVZ_14G0760	CAI4051136.1
SUVZ_14G0770	CAI4051140.1
SUVZ_14G0780	CAI4051144.1
SUVZ_14G0790	CAI4051148.1
SUVZ_14G0800	CAI4051152.1
SUVZ_14G0810	CAI4051156.1
SUVZ_14G0820	CAI4051160.1
SUVZ_14G0830	CAI4051164.1
SUVZ_14G0840	CAI4051168.1
SUVZ_14G0850	CAI4051172.1
SUVZ_14G0860	CAI4051176.1
SUVZ_14G0870	CAI4051181.1
SUVZ_14G0880	CAI4051185.1
SUVZ_14G0880	CAI4051185.1
SUVZ_14G0890	CAI4051189.1
SUVZ_14G0900	CAI4051193.1
SUVZ_14G0910	CAI4051197.1
SUVZ_14G0920	CAI4051201.1
SUVZ_14G0930	CAI4051205.1
SUVZ_14G0940	CAI4051209.1
SUVZ_14G0950	CAI4051213.1
SUVZ_14G0960	CAI4051217.1
SUVZ_14G0970	CAI4051221.1
SUVZ_14G0980	CAI4051225.1
SUVZ_14G0990	CAI4051229.1
SUVZ_14G1000	CAI4051233.1
SUVZ_14G1010	CAI4051237.1
SUVZ_14G1020	CAI4051241.1
SUVZ_14G1030	CAI4051245.1
SUVZ_14G1040	CAI4051249.1
SUVZ_14G1050	CAI4051253.1
SUVZ_14G1060	CAI4051257.1
SUVZ_14G1070	CAI4051261.1
SUVZ_14G1080	CAI4051265.1
SUVZ_14G1090	CAI4051269.1
SUVZ_14G1100	CAI4051273.1
SUVZ_14G1110	CAI4051277.1
SUVZ_14G1120	CAI4051281.1
SUVZ_14G1130	CAI4051285.1
SUVZ_14G1140	CAI4051289.1
SUVZ_14G1150	CAI4051293.1
SUVZ_14G1160	CAI4051297.1
SUVZ_14G1170	CAI4051301.1
SUVZ_14G1180	CAI4051305.1
SUVZ_14G1190	CAI4051309.1
SUVZ_14G1200	CAI4051313.1
SUVZ_14G1210	CAI4051317.1
SUVZ_14G1220	CAI4051321.1
SUVZ_14G1230	CAI4051325.1
SUVZ_14G1240	CAI4051329.1
SUVZ_14G1250	CAI4051333.1
SUVZ_14G1260	CAI4051337.1
SUVZ_14G1270	CAI4051341.1
SUVZ_14G1280	CAI4051345.1
SUVZ_14G1290	CAI4051349.1
SUVZ_14G1300	CAI4051353.1
SUVZ_14G1310	CAI4051357.1
SUVZ_14G1320	CAI4051361.1
SUVZ_14G1330	CAI4051365.1
SUVZ_14G1340	CAI4051369.1
SUVZ_14G1350	CAI4051373.1
SUVZ_14G1360	CAI4051377.1
SUVZ_14G1370	CAI4051381.1
SUVZ_14G1380	CAI4051385.1
SUVZ_14G1390	CAI4051389.1
SUVZ_14G1400	CAI4051393.1
SUVZ_14G1410	CAI4051397.1
SUVZ_14G1420	CAI4051401.1
SUVZ_14G1430	CAI4051405.1
SUVZ_14G1440	CAI4051409.1
SUVZ_14G1450	CAI4051413.1
SUVZ_14G1460	CAI4051417.1
SUVZ_14G1470	CAI4051421.1
SUVZ_14G1480	CAI4051425.1
SUVZ_14G1490	CAI4051429.1
SUVZ_14G1500	CAI4051433.1
SUVZ_14G1510	CAI4051437.1
SUVZ_14G1520	CAI4051441.1
SUVZ_14G1530	CAI4051445.1
SUVZ_14G1540	CAI4051449.1
SUVZ_14G1550	CAI4051453.1
SUVZ_14G1560	CAI4051457.1
SUVZ_14G1570	CAI4051461.1
SUVZ_14G1580	CAI4051465.1
SUVZ_14G1590	CAI4051469.1
SUVZ_14G1600	CAI4051473.1
SUVZ_14G1610	CAI4051477.1
SUVZ_14G1620	CAI4051481.1
SUVZ_14G1620	CAI4051481.1
SUVZ_14G1630	CAI4051485.1
SUVZ_14G1640	CAI4051489.1
SUVZ_14G1650	CAI4051493.1
SUVZ_14G1660	CAI4051497.1
SUVZ_14G1670	CAI4051501.1
SUVZ_14G1680	CAI4051505.1
SUVZ_14G1690	CAI4051509.1
SUVZ_14G1700	CAI4051513.1
SUVZ_14G1710	CAI4051517.1
SUVZ_14G1720	CAI4051521.1
SUVZ_14G1730	CAI4051525.1
SUVZ_14G1740	CAI4051529.1
SUVZ_14G1750	CAI4051533.1
SUVZ_14G1760	CAI4051537.1
SUVZ_14G1760	CAI4051537.1
SUVZ_14G1770	CAI4051541.1
SUVZ_14G1780	CAI4051545.1
SUVZ_14G1790	CAI4051549.1
SUVZ_14G1810	CAI4051553.1
SUVZ_14G1820	CAI4051557.1
SUVZ_14G1830	CAI4051561.1
SUVZ_14G1840	CAI4051565.1
SUVZ_14G1840	CAI4051565.1
SUVZ_14G1850	CAI4051569.1
SUVZ_14G1860	CAI4051573.1
SUVZ_14G1870	CAI4051577.1
SUVZ_14G1880	CAI4051581.1
SUVZ_14G1890	CAI4051585.1
SUVZ_14G1900	CAI4051589.1
SUVZ_14G1910	CAI4051593.1
SUVZ_14G1920	CAI4051597.1
SUVZ_14G1930	CAI4051601.1
SUVZ_14G1930	CAI4051601.1
SUVZ_14G1940	CAI4051605.1
SUVZ_14G1950	CAI4051609.1
SUVZ_14G1960	CAI4051613.1
SUVZ_14G1970	CAI4051617.1
SUVZ_14G1980	CAI4051621.1
SUVZ_14G1990	CAI4051625.1
SUVZ_14G2000	CAI4051629.1
SUVZ_14G2010	CAI4051634.1
SUVZ_14G2020	CAI4051638.1
SUVZ_14G2030	CAI4051642.1
SUVZ_14G2040	CAI4051646.1
SUVZ_14G2050	CAI4051650.1
SUVZ_14G2060	CAI4051654.1
SUVZ_14G2070	CAI4051658.1
SUVZ_14G2080	CAI4051662.1
SUVZ_14G2090	CAI4051666.1
SUVZ_14G2090	CAI4051666.1
SUVZ_14G2100	CAI4051670.1
SUVZ_14G2110	CAI4051674.1
SUVZ_14G2120	CAI4051678.1
SUVZ_14G2130	CAI4051682.1
SUVZ_14G2140	CAI4051686.1
SUVZ_14G2150	CAI4051690.1
SUVZ_14G2170	CAI4051694.1
SUVZ_14G2180	CAI4051698.1
SUVZ_14G2190	CAI4051702.1
SUVZ_14G2200	CAI4051706.1
SUVZ_14G2210	CAI4051710.1
SUVZ_14G2220	CAI4051714.1
SUVZ_14G2230	CAI4051718.1
SUVZ_14G2240	CAI4051722.1
SUVZ_14G2240	CAI4051722.1
SUVZ_14G2250	CAI4051726.1
SUVZ_14G2260	CAI4051730.1
SUVZ_14G2270	CAI4051734.1
SUVZ_14G2280	CAI4051738.1
SUVZ_14G2290	CAI4051742.1
SUVZ_14G2300	CAI4051746.1
SUVZ_14G2320	CAI4051750.1
SUVZ_14G2330	CAI4051754.1
SUVZ_14G2340	CAI4051757.1
SUVZ_14G2350	CAI4051761.1
SUVZ_14G2360	CAI4051765.1
SUVZ_14G2370	CAI4051769.1
SUVZ_14G2380	CAI4051773.1
SUVZ_14G2390	CAI4051777.1
SUVZ_14G2400	CAI4051781.1
SUVZ_14G2410	CAI4051785.1
SUVZ_14G2420	CAI4051789.1
SUVZ_14G2430	CAI4051793.1
SUVZ_14G2440	CAI4051797.1
SUVZ_14G2450	CAI4051801.1
SUVZ_14G2460	CAI4051805.1
SUVZ_14G2470	CAI4051809.1
SUVZ_14G2480	CAI4051813.1
SUVZ_14G2490	CAI4051817.1
SUVZ_14G2500	CAI4051821.1
SUVZ_14G2510	CAI4051825.1
SUVZ_14G2510	CAI4051825.1
SUVZ_14G2520	CAI4051829.1
SUVZ_14G2540	CAI4051833.1
SUVZ_14G2550	CAI4051837.1
SUVZ_14G2560	CAI4051841.1
SUVZ_14G2570	CAI4051845.1
SUVZ_14G2580	CAI4051849.1
SUVZ_14G2590	CAI4051853.1
SUVZ_14G2600	CAI4051857.1
SUVZ_14G2610	CAI4051861.1
SUVZ_14G2620	CAI4051865.1
SUVZ_14G2640	CAI4051869.1
SUVZ_14G2650	CAI4051873.1
SUVZ_14G2660	CAI4051877.1
SUVZ_14G2670	CAI4051881.1
SUVZ_14G2680	CAI4051885.1
SUVZ_14G2690	CAI4051889.1
SUVZ_14G2700	CAI4051893.1
SUVZ_14G2700	CAI4051893.1
SUVZ_14G2710	CAI4051897.1
SUVZ_14G2720	CAI4051901.1
SUVZ_14G2730	CAI4051905.1
SUVZ_14G2740	CAI4051909.1
SUVZ_14G2750	CAI4051913.1
SUVZ_14G2760	CAI4051917.1
SUVZ_14G2760	CAI4051917.1
SUVZ_14G2770	CAI4051921.1
SUVZ_14G2780	CAI4051925.1
SUVZ_14G2790	CAI4051929.1
SUVZ_14G2800	CAI4051933.1
SUVZ_14G2810	CAI4051937.1
SUVZ_14G2810	CAI4051937.1
SUVZ_14G2820	CAI4051941.1
SUVZ_14G2830	CAI4051945.1
SUVZ_14G2840	CAI4051950.1
SUVZ_14G2850	CAI4051954.1
SUVZ_14G2860	CAI4051958.1
SUVZ_14G2870	CAI4051962.1
SUVZ_14G2880	CAI4051966.1
SUVZ_14G2890	CAI4051970.1
SUVZ_14G2900	CAI4051974.1
SUVZ_14G2910	CAI4051978.1
SUVZ_14G2920	CAI4051982.1
SUVZ_14G2930	CAI4051986.1
SUVZ_14G2940	CAI4051990.1
SUVZ_14G2950	CAI4051994.1
SUVZ_14G2960	CAI4051998.1
SUVZ_14G2970	CAI4052002.1
SUVZ_14G2980	CAI4052006.1
SUVZ_14G2990	CAI4052010.1
SUVZ_14G3000	CAI4052014.1
SUVZ_14G3010	CAI4052018.1
SUVZ_14G3020	CAI4052022.1
SUVZ_14G3030	CAI4052026.1
SUVZ_14G3040	CAI4052030.1
SUVZ_14G3050	CAI4052034.1
SUVZ_14G3060	CAI4052038.1
SUVZ_14G3070	CAI4052042.1
SUVZ_14G3070	CAI4052042.1
SUVZ_14G3080	CAI4052046.1
SUVZ_14G3090	CAI4052050.1
SUVZ_14G3100	CAI4052054.1
SUVZ_14G3110	CAI4052058.1
SUVZ_14G3120	CAI4052062.1
SUVZ_14G3130	CAI4052066.1
SUVZ_14G3140	CAI4052070.1
SUVZ_14G3150	CAI4052074.1
SUVZ_14G3150	CAI4052074.1
SUVZ_14G3160	CAI4052078.1
SUVZ_14G3170	CAI4052082.1
SUVZ_14G3180	CAI4052087.1
SUVZ_14G3190	CAI4052091.1
SUVZ_14G3200	CAI4052095.1
SUVZ_14G3210	CAI4052099.1
SUVZ_14G3230	CAI4052103.1
SUVZ_14G3250	CAI4052107.1
SUVZ_14G3260	CAI4052111.1
SUVZ_14G3270	CAI4052115.1
SUVZ_14G3280	CAI4052119.1
SUVZ_14G3290	CAI4052123.1
SUVZ_14G3300	CAI4052127.1
SUVZ_14G3310	CAI4052131.1
SUVZ_14G3320	CAI4052135.1
SUVZ_14G3330	CAI4052139.1
SUVZ_14G3340	CAI4052143.1
SUVZ_14G3350	CAI4052147.1
SUVZ_14G3360	CAI4052151.1
SUVZ_14G3370	CAI4052155.1
SUVZ_14G3380	CAI4052159.1
SUVZ_14G3390	CAI4052163.1
SUVZ_14G3400	CAI4052168.1
SUVZ_14G3410	CAI4052172.1
SUVZ_14G3420	CAI4052176.1
SUVZ_14G3430	CAI4052180.1
SUVZ_14G3440	CAI4052184.1
SUVZ_14G3450	CAI4052188.1
SUVZ_14G3460	CAI4052192.1
SUVZ_14G3470	CAI4052196.1
SUVZ_14G3480	CAI4052200.1
SUVZ_14G3490	CAI4052204.1
SUVZ_14G3500	CAI4052208.1
SUVZ_14G3510	CAI4052212.1
SUVZ_14G3520	CAI4052216.1
SUVZ_14G3530	CAI4052220.1
SUVZ_14G3540	CAI4052224.1
SUVZ_14G3550	CAI4052228.1
SUVZ_14G3560	CAI4052232.1
SUVZ_14G3570	CAI4052236.1
SUVZ_14G3580	CAI4052240.1
SUVZ_14G3590	CAI4052244.1
