GVI51_A00011	XP_065482658.1
GVI51_M03443	XP_449499.1
GVI51_M03465	XP_449500.1
GVI51_M03487	XP_449501.1
GVI51_M03509	XP_449502.1
GVI51_M03531	XP_449503.1
GVI51_M03553	XP_449504.1
GVI51_M03575	XP_449505.1
GVI51_M03597	XP_449506.1
GVI51_M03619	XP_449507.1
GVI51_M03641	XP_449508.1
GVI51_M03663	XP_449509.1
GVI51_M03685	XP_449510.1
GVI51_M03707	XP_449511.1
GVI51_M03729	XP_449512.1
GVI51_M03751	XP_449513.1
GVI51_M03773	XP_449514.1
GVI51_M03773	XP_449514.1
GVI51_M03795	XP_449515.1
GVI51_M03817	XP_449516.1
GVI51_M03839	XP_449517.1
GVI51_M03861	XP_449518.1
GVI51_M03883	XP_449519.1
GVI51_M03905	XP_449520.1
GVI51_M03927	XP_449521.1
GVI51_M03949	XP_449522.1
GVI51_M03971	XP_449523.1
GVI51_M03993	XP_449524.1
GVI51_M04015	XP_449525.1
GVI51_M04037	XP_449526.1
GVI51_M04059	XP_449527.1
GVI51_M04081	XP_449528.1
GVI51_M04103	XP_449529.1
GVI51_M04125	XP_449530.1
GVI51_M04147	XP_449531.1
GVI51_M04169	XP_449532.1
GVI51_M04191	XP_449533.1
GVI51_M04213	XP_449534.1
GVI51_M04235	XP_449535.1
GVI51_M04257	XP_449536.1
GVI51_M04279	XP_449537.1
GVI51_M04301	XP_449538.1
GVI51_M04323	XP_449539.1
GVI51_M04345	XP_449540.1
GVI51_M04367	XP_449541.1
GVI51_M04389	XP_449542.1
GVI51_M04411	XP_449543.1
GVI51_M04433	XP_449544.1
GVI51_M04455	XP_449545.1
GVI51_M04477	XP_449546.1
GVI51_M04499	XP_449547.1
GVI51_M04521	XP_449548.1
GVI51_M04543	XP_065482726.1
GVI51_M04565	XP_449549.1
GVI51_M04587	XP_449550.1
GVI51_M04609	XP_449551.1
GVI51_M04631	XP_449552.1
GVI51_M04653	XP_449553.1
GVI51_M04675	XP_449554.1
GVI51_M04697	XP_449555.1
GVI51_M04741	XP_449556.1
GVI51_M04763	XP_449557.1
GVI51_M04785	XP_449558.1
GVI51_M04807	XP_449559.1
GVI51_M04829	XP_449560.1
GVI51_M04851	XP_449561.1
GVI51_M04873	XP_449562.1
GVI51_M04895	XP_449563.1
GVI51_M04917	XP_449564.1
GVI51_M04939	XP_449565.1
GVI51_M04961	XP_449566.1
GVI51_M04983	XP_449567.1
GVI51_M05049	XP_449568.1
GVI51_M05071	XP_449569.1
GVI51_M05093	XP_449570.1
GVI51_M05115	XP_449571.1
GVI51_M05137	XP_449572.2
GVI51_M05137	XP_449572.2
GVI51_M05159	XP_449573.1
GVI51_M05181	XP_449574.1
GVI51_M05203	XP_449575.1
GVI51_M05225	XP_449576.1
GVI51_M05247	XP_449577.1
GVI51_M05269	XP_449578.1
GVI51_M05291	XP_449579.1
GVI51_M05313	XP_449580.1
GVI51_M05335	XP_449581.1
GVI51_M05357	XP_449582.1
GVI51_M05379	XP_449583.1
GVI51_M05401	XP_449584.1
GVI51_M05423	XP_449585.1
GVI51_M05445	XP_449586.1
GVI51_M05467	XP_449587.1
GVI51_M05511	XP_449588.1
GVI51_M05533	XP_002999601.1
GVI51_M05555	XP_449589.1
GVI51_M05577	XP_449590.1
GVI51_M05599	XP_449591.1
GVI51_M05621	XP_449592.1
GVI51_M05643	XP_449593.1
GVI51_M05665	XP_449594.1
GVI51_M05687	XP_449595.1
GVI51_M05709	XP_449596.1
GVI51_M05731	XP_449597.1
GVI51_M05753	XP_449598.2
GVI51_M05775	XP_449599.1
GVI51_M05797	XP_449600.1
GVI51_M05819	XP_449601.1
GVI51_M05841	XP_449602.1
GVI51_M05863	XP_449603.1
GVI51_M05885	XP_449604.1
GVI51_M05907	XP_449605.1
GVI51_M05929	XP_449606.1
GVI51_M05951	XP_449607.1
GVI51_M05973	XP_449608.1
GVI51_M05995	XP_449609.1
GVI51_M06017	XP_449610.1
GVI51_M06039	XP_449611.1
GVI51_M06061	XP_449612.1
GVI51_M06083	XP_449613.1
GVI51_M06105	XP_449614.1
GVI51_M06127	XP_449615.1
GVI51_M06149	XP_449616.1
GVI51_M06171	XP_449617.1
GVI51_M06193	XP_449618.1
GVI51_M06215	XP_449619.1
GVI51_M06237	XP_449620.1
GVI51_M06259	XP_449621.1
GVI51_M06259	XP_449621.1
GVI51_M06281	XP_449622.1
GVI51_M06303	XP_449623.1
GVI51_M06325	XP_449624.1
GVI51_M06347	XP_449625.1
GVI51_M06369	XP_449626.1
GVI51_M06391	XP_449627.1
GVI51_M06413	XP_449628.1
GVI51_M06435	XP_449629.1
GVI51_M06457	XP_449630.1
GVI51_M06457	XP_449630.1
GVI51_M06479	XP_449631.1
GVI51_M06479	XP_449631.1
GVI51_M06501	XP_449632.1
GVI51_M06523	XP_449633.1
GVI51_M06545	XP_449634.1
GVI51_M06567	XP_449635.1
GVI51_M06589	XP_449636.1
GVI51_M06611	XP_449637.1
GVI51_M06633	XP_449638.1
GVI51_M06655	XP_449639.1
GVI51_M06677	XP_449640.1
GVI51_M06721	XP_449641.1
GVI51_M06743	XP_449642.1
GVI51_M06765	XP_449643.1
GVI51_M06787	XP_449644.1
GVI51_M06809	XP_449645.1
GVI51_M06831	XP_449646.1
GVI51_M06853	XP_449647.1
GVI51_M06875	XP_449648.1
GVI51_M06897	XP_449649.1
GVI51_M06919	XP_449650.1
GVI51_M06941	XP_449651.1
GVI51_M06963	XP_002999602.1
GVI51_M06985	XP_449652.1
GVI51_M07007	XP_449653.1
GVI51_M07029	XP_449654.1
GVI51_M07051	XP_449655.1
GVI51_M07073	XP_449656.1
GVI51_M07095	XP_449657.1
GVI51_M07117	XP_449658.1
GVI51_M07139	XP_449659.1
GVI51_M07161	XP_449660.1
GVI51_M07183	XP_449661.1
GVI51_M07205	XP_449662.1
GVI51_M07227	XP_449663.1
GVI51_M07249	XP_449664.1
GVI51_M07271	XP_449665.1
GVI51_M07293	XP_449666.1
GVI51_M07315	XP_449667.1
GVI51_M07337	XP_449668.1
GVI51_M07359	XP_449669.1
GVI51_M07381	XP_449670.1
GVI51_M07403	XP_449671.1
GVI51_M07425	XP_449672.1
GVI51_M07447	XP_449673.1
GVI51_M07469	XP_449674.1
GVI51_M07491	XP_449675.1
GVI51_M07535	XP_449676.1
GVI51_M07557	XP_449677.1
GVI51_M07579	XP_449678.1
GVI51_M07601	XP_449679.1
GVI51_M07623	XP_449680.1
GVI51_M07645	XP_449681.1
GVI51_M07667	XP_449682.1
GVI51_M07689	XP_449683.3
GVI51_M07711	XP_449684.1
GVI51_M07733	XP_449685.1
GVI51_M07755	XP_449686.1
GVI51_M07799	XP_449687.1
GVI51_M07799	XP_449687.1
GVI51_M07821	XP_449688.1
GVI51_M07843	XP_449689.1
GVI51_M07865	XP_449690.1
GVI51_M07887	XP_449691.1
GVI51_M07909	XP_449692.1
GVI51_M07953	XP_449693.1
GVI51_M07975	XP_449694.1
GVI51_M07997	XP_449695.1
GVI51_M08019	XP_449696.1
GVI51_M08041	XP_449697.1
GVI51_M08063	XP_449698.1
GVI51_M08085	XP_449699.1
GVI51_M08085	XP_449699.1
GVI51_M08107	XP_449700.1
GVI51_M08129	XP_449701.1
GVI51_M08151	XP_449702.1
GVI51_M08173	XP_449703.1
GVI51_M08195	XP_449704.1
GVI51_M08217	XP_449705.1
GVI51_M08239	XP_449706.1
GVI51_M08261	XP_449707.1
GVI51_M08283	XP_449708.1
GVI51_M08305	XP_449709.1
GVI51_M08327	XP_449710.1
GVI51_M08349	XP_449711.2
GVI51_M08371	XP_449712.2
GVI51_M08393	XP_449713.1
GVI51_M08437	XP_449714.1
GVI51_M08459	XP_449715.1
GVI51_M08481	XP_449716.1
GVI51_M08503	XP_002999603.1
GVI51_M08525	XP_449717.1
GVI51_M08547	XP_449718.1
GVI51_M08569	XP_449719.1
GVI51_M08591	XP_449720.2
GVI51_M08613	XP_449721.1
GVI51_M08635	XP_449722.1
GVI51_M08657	XP_449723.1
GVI51_M08679	XP_449724.1
GVI51_M08701	XP_449725.1
GVI51_M08723	XP_449726.1
GVI51_M08745	XP_449727.1
GVI51_M08767	XP_449728.2
GVI51_M08789	XP_449729.1
GVI51_M08811	XP_449730.1
GVI51_M08833	XP_449731.1
GVI51_M08855	XP_449732.1
GVI51_M08877	XP_449733.1
GVI51_M08899	XP_449734.1
GVI51_M08921	XP_449735.1
GVI51_M08943	XP_449736.1
GVI51_M08987	XP_449737.1
GVI51_M09009	XP_449738.1
GVI51_M09031	XP_449739.1
GVI51_M09053	XP_449740.1
GVI51_M09075	XP_449741.1
GVI51_M09097	XP_449742.2
GVI51_M09141	XP_449743.1
GVI51_M09163	XP_449744.1
GVI51_M09185	XP_449745.1
GVI51_M09207	XP_449746.1
GVI51_M09229	XP_449747.1
GVI51_M09251	XP_449748.1
GVI51_M09273	XP_449749.2
GVI51_M09295	XP_449750.1
GVI51_M09317	XP_449751.1
GVI51_M09339	XP_449752.1
GVI51_M09361	XP_449753.1
GVI51_M09383	XP_449754.1
GVI51_M09405	XP_449755.1
GVI51_M09427	XP_449756.1
GVI51_M09449	XP_449757.1
GVI51_M09471	XP_449758.1
GVI51_M09493	XP_449759.1
GVI51_M09515	XP_449760.2
GVI51_M09537	XP_449761.1
GVI51_M09559	XP_449762.1
GVI51_M09581	XP_449763.1
GVI51_M09603	XP_449764.1
GVI51_M09625	XP_449765.1
GVI51_M09647	XP_449766.1
GVI51_M09669	XP_449767.1
GVI51_M09691	XP_449768.1
GVI51_M09713	XP_449769.1
GVI51_M09735	XP_449770.1
GVI51_M09757	XP_449771.1
GVI51_M09779	XP_449772.1
GVI51_M09801	XP_449773.1
GVI51_M09823	XP_449774.2
GVI51_M09845	XP_449775.1
GVI51_M09867	XP_449776.1
GVI51_M09889	XP_449777.1
GVI51_M09911	XP_449778.1
GVI51_M09933	XP_449779.1
GVI51_M09955	XP_449780.1
GVI51_M09977	XP_449781.1
GVI51_M09999	XP_449782.1
GVI51_M10021	XP_449783.2
GVI51_M10043	XP_449784.1
GVI51_M10065	XP_449785.1
GVI51_M10087	XP_449786.1
GVI51_M10109	XP_449787.1
GVI51_M10131	XP_449788.1
GVI51_M10153	XP_449789.1
GVI51_M10175	XP_449790.1
GVI51_M10197	XP_449791.1
GVI51_M10219	XP_002999604.1
GVI51_M10241	XP_449792.1
GVI51_M10263	XP_449793.1
GVI51_M10285	XP_449794.1
GVI51_M10307	XP_449795.1
GVI51_M10329	XP_449796.1
GVI51_M10351	XP_449797.1
GVI51_M10373	XP_449798.1
GVI51_M10395	XP_449799.1
GVI51_M10417	XP_449800.1
GVI51_M10439	XP_449801.2
GVI51_M10461	XP_449802.1
GVI51_M10483	XP_449803.1
GVI51_M10505	XP_449804.1
GVI51_M10527	XP_449805.1
GVI51_M10549	XP_449806.1
GVI51_M10571	XP_449807.1
GVI51_M10593	XP_449808.1
GVI51_M10615	XP_449809.1
GVI51_M10637	XP_449810.1
GVI51_M10659	XP_449811.1
GVI51_M10681	XP_449812.1
GVI51_M10703	XP_449813.1
GVI51_M10725	XP_449814.1
GVI51_M10747	XP_449815.1
GVI51_M10769	XP_002999605.1
GVI51_M10791	XP_449816.1
GVI51_M10813	XP_449817.1
GVI51_M10835	XP_449818.1
GVI51_M10857	XP_449819.1
GVI51_M10879	XP_449820.1
GVI51_M10901	XP_002999606.1
GVI51_M10945	XP_449821.1
GVI51_M10967	XP_449822.1
GVI51_M10989	XP_449823.1
GVI51_M11011	XP_002999607.1
GVI51_M11033	XP_449824.1
GVI51_M11077	XP_449825.1
GVI51_M11099	XP_449826.1
GVI51_M11121	XP_449827.1
GVI51_M11143	XP_449828.1
GVI51_M11165	XP_002999608.1
GVI51_M11165	XP_002999608.1
GVI51_M11187	XP_449829.1
GVI51_M11209	XP_449830.1
GVI51_M11231	XP_449831.1
GVI51_M11253	XP_449832.1
GVI51_M11275	XP_449833.1
GVI51_M11297	XP_449834.1
GVI51_M11319	XP_449835.1
GVI51_M11341	XP_449836.1
GVI51_M11363	XP_449837.1
GVI51_M11385	XP_449838.1
GVI51_M11407	XP_449839.1
GVI51_M11429	XP_065482727.1
GVI51_M11429	XP_065482727.1
GVI51_M11451	XP_449840.1
GVI51_M11473	XP_449841.1
GVI51_M11495	XP_449842.1
GVI51_M11517	XP_449843.1
GVI51_M11539	XP_449844.1
GVI51_M11561	XP_449845.1
GVI51_M11583	XP_449846.1
GVI51_M11605	XP_449847.1
GVI51_M11627	XP_449848.1
GVI51_M11649	XP_449849.1
GVI51_M11671	XP_449850.1
GVI51_M11693	XP_449851.1
GVI51_M11715	XP_449852.1
GVI51_M11737	XP_449853.1
GVI51_M11759	XP_449854.1
GVI51_M11781	XP_449855.1
GVI51_M11803	XP_449856.1
GVI51_M11825	XP_449857.1
GVI51_M11847	XP_449858.1
GVI51_M11869	XP_449859.1
GVI51_M11891	XP_449860.1
GVI51_M11913	XP_449861.1
GVI51_M11935	XP_449862.1
GVI51_M11957	XP_449863.1
GVI51_M11979	XP_065482728.1
GVI51_M11979	XP_065482728.1
GVI51_M12001	XP_449864.1
GVI51_M12023	XP_449865.1
GVI51_M12045	XP_449866.1
GVI51_M12067	XP_449868.1
GVI51_M12089	XP_449869.1
GVI51_M12111	XP_449870.1
GVI51_M12133	XP_449871.1
GVI51_M12155	XP_449872.1
GVI51_M12177	XP_449873.1
GVI51_M12199	XP_449874.1
GVI51_M12221	XP_449875.1
GVI51_M12243	XP_449876.1
GVI51_M12265	XP_449877.1
GVI51_M12287	XP_449878.1
GVI51_M12309	XP_449879.1
GVI51_M12331	XP_449880.1
GVI51_M12353	XP_449881.1
GVI51_M12375	XP_449882.1
GVI51_M12375	XP_449882.1
GVI51_M12397	XP_449883.1
GVI51_M12419	XP_449884.1
GVI51_M12441	XP_449885.1
GVI51_M12507	XP_449888.1
GVI51_M12529	XP_449889.1
GVI51_M12551	XP_449890.1
GVI51_M12573	XP_449891.1
GVI51_M12595	XP_449892.1
GVI51_M12617	XP_449893.1
GVI51_M12639	XP_449894.1
GVI51_M12661	XP_449895.1
GVI51_M12683	XP_449896.1
GVI51_M12705	XP_449897.1
GVI51_M12727	XP_449898.1
GVI51_M12749	XP_449899.1
GVI51_M12771	XP_449900.1
GVI51_M12793	XP_449901.1
GVI51_M12815	XP_449902.1
GVI51_M12837	XP_449903.1
GVI51_M12859	XP_449904.1
GVI51_M12881	XP_449905.1
GVI51_M12903	XP_449906.1
GVI51_M12925	XP_449907.1
GVI51_M12947	XP_449908.1
GVI51_M12969	XP_449909.1
GVI51_M12991	XP_449910.1
GVI51_M13013	XP_449911.1
GVI51_M13035	XP_449912.1
GVI51_M13057	XP_449913.1
GVI51_M13079	XP_449914.1
GVI51_M13101	XP_449915.1
GVI51_M13123	XP_449916.1
GVI51_M13145	XP_449917.1
GVI51_M13167	XP_449918.1
GVI51_M13189	XP_449919.1
GVI51_M13211	XP_449920.1
GVI51_M13233	XP_065482729.1
GVI51_M13255	XP_449921.1
GVI51_M13299	XP_449922.1
GVI51_M13321	XP_449923.1
GVI51_M13343	XP_449924.1
GVI51_M13365	XP_449925.1
GVI51_M13387	XP_449926.2
GVI51_M13409	XP_449927.1
GVI51_M13431	XP_449928.1
GVI51_M13453	XP_449929.1
GVI51_M13475	XP_449930.1
GVI51_M13497	XP_449931.1
GVI51_M13519	XP_449932.1
GVI51_M13541	XP_449933.1
GVI51_M13541	XP_449933.1
GVI51_M13563	XP_449934.1
GVI51_M13585	XP_449935.1
GVI51_M13607	XP_449936.2
GVI51_M13629	XP_449937.1
GVI51_M13651	XP_449938.1
GVI51_M13673	XP_449939.1
GVI51_M13695	XP_449940.1
GVI51_M13717	XP_449941.1
GVI51_M13739	XP_449942.1
GVI51_M13761	XP_449943.1
GVI51_M13783	XP_449944.1
GVI51_M13805	XP_449945.1
GVI51_M13827	XP_449946.1
GVI51_M13849	XP_449947.1
GVI51_M13871	XP_449948.1
GVI51_M13893	XP_449949.1
GVI51_M13915	XP_449950.1
GVI51_M13937	XP_449951.1
GVI51_M13959	XP_449952.1
GVI51_M13981	XP_449953.1
GVI51_M14003	XP_449954.1
GVI51_M14025	XP_449955.1
GVI51_M14047	XP_449956.1
GVI51_M14069	XP_449957.1
GVI51_M14091	XP_449958.1
GVI51_M14465	XP_065482730.1
