SPAR_A00010	XP_033764409.1
SPAR_N02370	XP_033768867.1
SPAR_N02380	XP_033768868.1
SPAR_N02390	XP_033768869.1
SPAR_N02400	XP_033768870.1
SPAR_N02410	XP_033768871.1
SPAR_N02420	XP_033768872.1
SPAR_N02430	XP_033768873.1
SPAR_N02440	XP_033768874.1
SPAR_N02450	XP_033768875.1
SPAR_N02460	XP_033768876.1
SPAR_N02470	XP_033768877.1
SPAR_N02480	XP_033768878.1
SPAR_N02490	XP_033768879.1
SPAR_N02500	XP_033768880.1
SPAR_N02510	XP_033768881.1
SPAR_N02520	XP_033768882.1
SPAR_N02530	XP_033768883.1
SPAR_N02540	XP_033768884.1
SPAR_N02550	XP_033768885.1
SPAR_N02560	XP_033768886.1
SPAR_N02570	XP_033768887.1
SPAR_N02570	XP_033768887.1
SPAR_N02580	XP_033768888.1
SPAR_N02590	XP_033768889.1
SPAR_N02600	XP_033768890.1
SPAR_N02610	XP_033768891.1
SPAR_N02620	XP_033768892.1
SPAR_N02630	XP_033768893.1
SPAR_N02630	XP_033768893.1
SPAR_N02640	XP_033768894.1
SPAR_N02650	XP_033768895.1
SPAR_N02660	XP_033768896.1
SPAR_N02670	XP_033768897.1
SPAR_N02680	XP_033768898.1
SPAR_N02680	XP_033768898.1
SPAR_N02690	XP_033768899.1
SPAR_N02700	XP_033768900.1
SPAR_N02710	XP_033768901.1
SPAR_N02720	XP_033768902.1
SPAR_N02730	XP_033768903.1
SPAR_N02740	XP_033768904.1
SPAR_N02750	XP_033768905.1
SPAR_N02760	XP_033768906.1
SPAR_N02770	XP_033768907.1
SPAR_N02780	XP_033768908.1
SPAR_N02790	XP_033768909.1
SPAR_N02800	XP_033768910.1
SPAR_N02810	XP_033768911.1
SPAR_N02820	XP_033768912.1
SPAR_N02830	XP_033768913.1
SPAR_N02840	XP_033768914.1
SPAR_N02850	XP_033768915.1
SPAR_N02860	XP_033768916.1
SPAR_N02870	XP_033768917.1
SPAR_N02880	XP_033768918.1
SPAR_N02890	XP_033768919.1
SPAR_N02900	XP_033768920.1
SPAR_N02910	XP_033768921.1
SPAR_N02920	XP_033768922.1
SPAR_N02920	XP_033768922.1
SPAR_N02930	XP_033768923.1
SPAR_N02940	XP_033768924.1
SPAR_N02950	XP_033768925.1
SPAR_N02960	XP_033768926.1
SPAR_N02970	XP_033768927.1
SPAR_N02980	XP_033768928.1
SPAR_N02990	XP_033768929.1
SPAR_N03000	XP_033768930.1
SPAR_N03000	XP_033768930.1
SPAR_N03010	XP_033768931.1
SPAR_N03020	XP_033768932.1
SPAR_N03030	XP_033768933.1
SPAR_N03040	XP_033768934.1
SPAR_N03050	XP_033768935.1
SPAR_N03060	XP_033768936.1
SPAR_N03070	XP_033768937.1
SPAR_N03080	XP_033768938.1
SPAR_N03090	XP_033768939.1
SPAR_N03100	XP_033768940.1
SPAR_N03110	XP_033768941.1
SPAR_N03120	XP_033768942.1
SPAR_N03130	XP_033768943.1
SPAR_N03140	XP_033768944.1
SPAR_N03150	XP_033768945.1
SPAR_N03160	XP_033768946.1
SPAR_N03170	XP_033768947.1
SPAR_N03180	XP_033768948.1
SPAR_N03190	XP_033768949.1
SPAR_N03200	XP_033768950.1
SPAR_N03210	XP_033768951.1
SPAR_N03220	XP_033768952.1
SPAR_N03230	XP_033768953.1
SPAR_N03240	XP_033768954.1
SPAR_N03250	XP_033768955.1
SPAR_N03260	XP_033768956.1
SPAR_N03270	XP_033768957.1
SPAR_N03280	XP_033768958.1
SPAR_N03290	XP_033768959.1
SPAR_N03300	XP_033768960.1
SPAR_N03310	XP_033768961.1
SPAR_N03320	XP_033768962.1
SPAR_N03330	XP_033768963.1
SPAR_N03340	XP_033768964.1
SPAR_N03350	XP_033768965.1
SPAR_N03360	XP_033768966.1
SPAR_N03370	XP_033768967.1
SPAR_N03380	XP_033768968.1
SPAR_N03390	XP_033768969.1
SPAR_N03400	XP_033768970.1
SPAR_N03410	XP_033768971.1
SPAR_N03420	XP_033768972.1
SPAR_N03430	XP_033768973.1
SPAR_N03440	XP_033768974.1
SPAR_N03450	XP_033768975.1
SPAR_N03460	XP_033768976.1
SPAR_N03470	XP_033768977.1
SPAR_N03480	XP_033768978.1
SPAR_N03490	XP_033768979.1
SPAR_N03500	XP_033768980.1
SPAR_N03510	XP_033768981.1
SPAR_N03520	XP_033768982.1
SPAR_N03530	XP_033768983.1
SPAR_N03540	XP_033768984.1
SPAR_N03550	XP_033768985.1
SPAR_N03550	XP_033768985.1
SPAR_N03560	XP_033768986.1
SPAR_N03570	XP_033768987.1
SPAR_N03580	XP_033768988.1
SPAR_N03590	XP_033768989.1
SPAR_N03600	XP_033768990.1
SPAR_N03610	XP_033768991.1
SPAR_N03620	XP_033768992.1
SPAR_N03630	XP_033768993.1
SPAR_N03640	XP_033768994.1
SPAR_N03650	XP_033768995.1
SPAR_N03660	XP_033768996.1
SPAR_N03670	XP_033768997.1
SPAR_N03680	XP_033768998.1
SPAR_N03690	XP_033768999.1
SPAR_N03700	XP_033769000.1
SPAR_N03710	XP_033769001.1
SPAR_N03720	XP_033769002.1
SPAR_N03730	XP_033769003.1
SPAR_N03740	XP_033769004.1
SPAR_O00010	XP_033769005.1
SPAR_O00020	XP_033769006.1
SPAR_O00030	XP_033769007.1
SPAR_O00040	XP_033769008.1
SPAR_O00050	XP_033769009.1
SPAR_O00060	XP_033769010.1
SPAR_O00070	XP_033769011.1
SPAR_O00080	XP_033769012.1
SPAR_O00090	XP_033769013.1
SPAR_O00100	XP_033769014.1
SPAR_O00110	XP_033769015.1
SPAR_O00120	XP_033769016.1
SPAR_O00130	XP_033769017.1
SPAR_O00140	XP_033769018.1
SPAR_O00150	XP_033769019.1
SPAR_O00160	XP_033769020.1
SPAR_O00170	XP_033769021.1
SPAR_O00180	XP_033769022.1
SPAR_O00190	XP_033769023.1
SPAR_O00200	XP_033769024.1
SPAR_O00210	XP_033769025.1
SPAR_O00220	XP_033769026.1
SPAR_O00230	XP_033769027.1
SPAR_O00230	XP_033769027.1
SPAR_O00240	XP_033769028.1
SPAR_O00250	XP_033769029.1
SPAR_O00260	XP_033769030.1
SPAR_O00270	XP_033769031.1
SPAR_O00280	XP_033769032.1
SPAR_O00290	XP_033769033.1
SPAR_O00300	XP_033769034.1
SPAR_O00310	XP_033769035.1
SPAR_O00320	XP_033769036.1
SPAR_O00330	XP_033769037.1
SPAR_O00340	XP_033769038.1
SPAR_O00350	XP_033769039.1
SPAR_O00350	XP_033769039.1
SPAR_O00360	XP_033769040.1
SPAR_O00360	XP_033769040.1
SPAR_O00370	XP_033769041.1
SPAR_O00380	XP_033769042.1
SPAR_O00390	XP_033769043.1
SPAR_O00400	XP_033769044.1
SPAR_O00410	XP_033769045.1
SPAR_O00420	XP_033769046.1
SPAR_O00430	XP_033769047.1
SPAR_O00440	XP_033769048.1
SPAR_O00450	XP_033769049.1
SPAR_O00460	XP_033769050.1
SPAR_O00470	XP_033769051.1
SPAR_O00480	XP_033769052.1
SPAR_O00490	XP_033769053.1
SPAR_O00500	XP_033769054.1
SPAR_O00510	XP_033769055.1
SPAR_O00520	XP_033769056.1
SPAR_O00530	XP_033769057.1
SPAR_O00540	XP_033769058.1
SPAR_O00550	XP_033769059.1
SPAR_O00560	XP_033769060.1
SPAR_O00570	XP_033769061.1
SPAR_O00580	XP_033769062.1
SPAR_O00590	XP_033769063.1
SPAR_O00600	XP_033769064.1
SPAR_O00610	XP_033769065.1
SPAR_O00620	XP_033769066.1
SPAR_O00630	XP_033769067.1
SPAR_O00640	XP_033769068.1
SPAR_O00650	XP_033769069.1
SPAR_O00660	XP_033769070.1
SPAR_O00670	XP_033769071.1
SPAR_O00680	XP_033769072.1
SPAR_O00690	XP_033769073.1
SPAR_O00700	XP_033769074.1
SPAR_O00710	XP_033769075.1
SPAR_O00720	XP_033769076.1
SPAR_O00730	XP_033769077.1
SPAR_O00740	XP_033769078.1
SPAR_O00750	XP_033769079.1
SPAR_O00760	XP_033769080.1
SPAR_O00770	XP_033769081.1
SPAR_O00780	XP_033769082.1
SPAR_O00790	XP_033769083.1
SPAR_O00800	XP_033769084.1
SPAR_O00810	XP_033769085.1
SPAR_O00820	XP_033769086.1
SPAR_O00830	XP_033769087.1
SPAR_O00840	XP_033769088.1
SPAR_O00850	XP_033769089.1
SPAR_O00860	XP_033769090.1
SPAR_O00870	XP_033769091.1
SPAR_O00880	XP_033769092.1
SPAR_O00890	XP_033769093.1
SPAR_O00900	XP_033769094.1
SPAR_O00910	XP_033769095.1
SPAR_O00920	XP_033769096.1
SPAR_O00930	XP_033769097.1
SPAR_O00940	XP_033769098.1
SPAR_O00950	XP_033769099.1
SPAR_O00960	XP_033769100.1
SPAR_O00970	XP_033769101.1
SPAR_O00980	XP_033769102.1
SPAR_O00990	XP_033769103.1
SPAR_O00990	XP_033769103.1
SPAR_O01000	XP_033769104.1
SPAR_O01010	XP_033769105.1
SPAR_O01020	XP_033769106.1
SPAR_O01030	XP_033769107.1
SPAR_O01040	XP_033769108.1
SPAR_O01040	XP_033769108.1
SPAR_O01050	XP_033769109.1
SPAR_O01050	XP_033769109.1
SPAR_O01060	XP_033769110.1
SPAR_O01070	XP_033769111.1
SPAR_O01080	XP_033769112.1
SPAR_O01090	XP_033769113.1
SPAR_O01100	XP_033769114.1
SPAR_O01110	XP_033769115.1
SPAR_O01120	XP_033769116.1
SPAR_O01130	XP_033769117.1
SPAR_O01140	XP_033769118.1
SPAR_O01150	XP_033769119.1
SPAR_O01160	XP_033769120.1
SPAR_O01170	XP_033769121.1
SPAR_O01180	XP_033769122.1
SPAR_O01190	XP_033769123.1
SPAR_O01200	XP_033769124.1
SPAR_O01210	XP_033769125.1
SPAR_O01220	XP_033769126.1
SPAR_O01230	XP_033769127.1
SPAR_O01240	XP_033769128.1
SPAR_O01250	XP_033769129.1
SPAR_O01260	XP_033769130.1
SPAR_O01270	XP_033769131.1
SPAR_O01280	XP_033769132.1
SPAR_O01290	XP_033769133.1
SPAR_O01300	XP_033769134.1
SPAR_O01310	XP_033769135.1
SPAR_O01320	XP_033769136.1
SPAR_O01330	XP_033769137.1
SPAR_O01340	XP_033769138.1
SPAR_O01350	XP_033769139.1
SPAR_O01360	XP_033769140.1
SPAR_O01370	XP_033769141.1
SPAR_O01380	XP_033769142.1
SPAR_O01390	XP_033769143.1
SPAR_O01400	XP_033769144.1
SPAR_O01410	XP_033769145.1
SPAR_O01420	XP_033769146.1
SPAR_O01430	XP_033769147.1
SPAR_O01440	XP_033769148.1
SPAR_O01450	XP_033769149.1
SPAR_O01460	XP_033769150.1
SPAR_O01470	XP_033769151.1
SPAR_O01480	XP_033769152.1
SPAR_O01490	XP_033769153.1
SPAR_O01500	XP_033769154.1
SPAR_O01510	XP_033769155.1
SPAR_O01520	XP_033769156.1
SPAR_O01530	XP_033769157.1
SPAR_O01540	XP_033769158.1
SPAR_O01550	XP_033769159.1
SPAR_O01560	XP_033769160.1
SPAR_O01570	XP_033769161.1
SPAR_O01580	XP_033769162.1
SPAR_O01590	XP_033769163.1
SPAR_O01600	XP_033769164.1
SPAR_O01610	XP_033769165.1
SPAR_O01620	XP_033769166.1
SPAR_O01630	XP_033769167.1
SPAR_O01640	XP_033769168.1
SPAR_O01650	XP_033769169.1
SPAR_O01660	XP_033769170.1
SPAR_O01670	XP_033769171.1
SPAR_O01680	XP_033769172.1
SPAR_O01690	XP_033769173.1
SPAR_O01700	XP_033769174.1
SPAR_O01710	XP_033769175.1
SPAR_O01720	XP_033769176.1
SPAR_O01730	XP_033769177.1
SPAR_O01740	XP_033769178.1
SPAR_O01750	XP_033769179.1
SPAR_O01760	XP_033769180.1
SPAR_O01770	XP_033769181.1
SPAR_O01780	XP_033769182.1
SPAR_O01790	XP_033769183.1
SPAR_O01800	XP_033769184.1
SPAR_O01810	XP_033769185.1
SPAR_O01820	XP_033769186.1
SPAR_O01830	XP_033769187.1
SPAR_O01840	XP_033769188.1
SPAR_O01850	XP_033769189.1
SPAR_O01850	XP_033769189.1
SPAR_O01860	XP_033769190.1
SPAR_O01870	XP_033769191.1
SPAR_O01880	XP_033769192.1
SPAR_O01890	XP_033769193.1
SPAR_O01900	XP_033769194.1
SPAR_O01910	XP_033769195.1
SPAR_O01920	XP_033769196.1
SPAR_O01930	XP_033769197.1
SPAR_O01940	XP_033769198.1
SPAR_O01950	XP_033769199.1
SPAR_O01960	XP_033769200.1
SPAR_O01970	XP_033769201.1
SPAR_O01980	XP_033769202.1
SPAR_O01990	XP_033769203.1
SPAR_O02000	XP_033769204.1
SPAR_O02010	XP_033769205.1
SPAR_O02020	XP_033769206.1
SPAR_O02030	XP_033769207.1
SPAR_O02040	XP_033769208.1
SPAR_O02050	XP_033769209.1
SPAR_O02060	XP_033769210.1
SPAR_O02070	XP_033769211.1
SPAR_O02080	XP_033769212.1
SPAR_O02090	XP_033769213.1
SPAR_O02100	XP_033769214.1
SPAR_O02110	XP_033769215.1
SPAR_O02120	XP_033769216.1
SPAR_O02130	XP_033769217.1
SPAR_O02140	XP_033769218.1
SPAR_O02150	XP_033769219.1
SPAR_O02160	XP_033769220.1
SPAR_O02170	XP_033769221.1
SPAR_O02180	XP_033769222.1
SPAR_O02190	XP_033769223.1
SPAR_O02200	XP_033769224.1
SPAR_O02210	XP_033769225.1
SPAR_O02220	XP_033769226.1
SPAR_O02230	XP_033769227.1
SPAR_O02240	XP_033769228.1
SPAR_O02250	XP_033769229.1
SPAR_O02260	XP_033769230.1
SPAR_O02270	XP_033769231.1
SPAR_O02280	XP_033769232.1
SPAR_O02290	XP_033769233.1
SPAR_O02300	XP_033769234.1
SPAR_O02310	XP_033769235.1
SPAR_O02310	XP_033769235.1
SPAR_O02320	XP_033769236.1
SPAR_O02330	XP_033769237.1
SPAR_O02340	XP_033769238.1
SPAR_O02350	XP_033769239.1
SPAR_O02360	XP_033769240.1
SPAR_O02370	XP_033769241.1
SPAR_O02380	XP_033769242.1
SPAR_O02390	XP_033769243.1
SPAR_O02400	XP_033769244.1
SPAR_O02410	XP_033769245.1
SPAR_O02420	XP_033769246.1
SPAR_O02430	XP_033769247.1
SPAR_O02440	XP_033769248.1
SPAR_O02450	XP_033769249.1
SPAR_O02460	XP_033769250.1
SPAR_O02470	XP_033769251.1
SPAR_O02480	XP_033769252.1
SPAR_O02490	XP_033769253.1
SPAR_O02500	XP_033769254.1
SPAR_O02510	XP_033769255.1
SPAR_O02520	XP_033769256.1
SPAR_O02530	XP_033769257.1
SPAR_O02540	XP_033769258.1
SPAR_O02540	XP_033769258.1
SPAR_O02550	XP_033769259.1
SPAR_O02560	XP_033769260.1
SPAR_O02570	XP_033769261.1
SPAR_O02580	XP_033769262.1
SPAR_O02590	XP_033769263.1
SPAR_O02600	XP_033769264.1
SPAR_O02610	XP_033769265.1
SPAR_O02620	XP_033769266.1
SPAR_O02630	XP_033769267.1
SPAR_O02640	XP_033769268.1
SPAR_O02650	XP_033769269.1
SPAR_O02660	XP_033769270.1
SPAR_O02670	XP_033769271.1
SPAR_O02680	XP_033769272.1
SPAR_O02690	XP_033769273.1
SPAR_O02700	XP_033769274.1
SPAR_O02710	XP_033769275.1
SPAR_O02720	XP_033769276.1
SPAR_O02730	XP_033769277.1
SPAR_O02740	XP_033769278.1
SPAR_O02750	XP_033769279.1
SPAR_O02760	XP_033769280.1
SPAR_O02770	XP_033769281.1
SPAR_O02780	XP_033769282.1
SPAR_O02790	XP_033769283.1
SPAR_O02800	XP_033769284.1
SPAR_O02810	XP_033769285.1
SPAR_O02820	XP_033769286.1
SPAR_O02830	XP_033769287.1
SPAR_O02840	XP_033769288.1
SPAR_O02850	XP_033769289.1
SPAR_O02860	XP_033769290.1
SPAR_O02870	XP_033769291.1
SPAR_O02880	XP_033769292.1
SPAR_O02890	XP_033769293.1
SPAR_O02900	XP_033769294.1
SPAR_O02910	XP_033769295.1
SPAR_O02920	XP_033769296.1
SPAR_O02930	XP_033769297.1
SPAR_O02940	XP_033769298.1
SPAR_O02950	XP_033769299.1
SPAR_O02960	XP_033769300.1
SPAR_O02970	XP_033769301.1
SPAR_O02980	XP_033769302.1
SPAR_O02990	XP_033769303.1
SPAR_O03000	XP_033769304.1
SPAR_O03010	XP_033769305.1
SPAR_O03020	XP_033769306.1
SPAR_O03030	XP_033769307.1
SPAR_O03040	XP_033769308.1
SPAR_O03050	XP_033769309.1
SPAR_O03060	XP_033769310.1
SPAR_O03070	XP_033769311.1
SPAR_O03080	XP_033769312.1
SPAR_O03090	XP_033769313.1
SPAR_O03090	XP_033769313.1
SPAR_O03100	XP_033769314.1
SPAR_O03110	XP_033769315.1
SPAR_O03120	XP_033769316.1
SPAR_O03130	XP_033769317.1
SPAR_O03140	XP_033769318.1
SPAR_O03150	XP_033769319.1
SPAR_O03160	XP_033769320.1
SPAR_O03170	XP_033769321.1
SPAR_O03180	XP_033769322.1
SPAR_O03190	XP_033769323.1
SPAR_O03200	XP_033769324.1
SPAR_O03210	XP_033769325.1
SPAR_O03220	XP_033769326.1
SPAR_O03230	XP_033769327.1
SPAR_O03240	XP_033769328.1
SPAR_O03250	XP_033769329.1
SPAR_O03260	XP_033769330.1
SPAR_O03270	XP_033769331.1
SPAR_O03280	XP_033769332.1
SPAR_O03290	XP_033769333.1
SPAR_O03300	XP_033769334.1
SPAR_O03310	XP_033769335.1
SPAR_O03320	XP_033769336.1
SPAR_O03330	XP_033769337.1
SPAR_O03340	XP_033769338.1
SPAR_O03350	XP_033769339.1
SPAR_O03360	XP_033769340.1
SPAR_O03370	XP_033769341.1
SPAR_O03380	XP_033769342.1
SPAR_O03390	XP_033769343.1
SPAR_O03400	XP_033769344.1
SPAR_O03410	XP_033769345.1
SPAR_O03420	XP_033769346.1
SPAR_O03430	XP_033769347.1
SPAR_O03440	XP_033769348.1
SPAR_O03450	XP_033769349.1
SPAR_O03460	XP_033769350.1
SPAR_O03470	XP_033769351.1
SPAR_O03480	XP_033769352.1
SPAR_O03490	XP_033769353.1
SPAR_O03500	XP_033769354.1
SPAR_O03510	XP_033769355.1
SPAR_O03520	XP_033769356.1
SPAR_O03530	XP_033769357.1
SPAR_O03540	XP_033769358.1
SPAR_O03550	XP_033769359.1
SPAR_O03560	XP_033769360.1
SPAR_O03570	XP_033769361.1
SPAR_O03580	XP_033769362.1
SPAR_O03590	XP_033769363.1
SPAR_O03600	XP_033769364.1
SPAR_O03610	XP_033769365.1
SPAR_O03620	XP_033769366.1
SPAR_O03630	XP_033769367.1
SPAR_O03640	XP_033769368.1
SPAR_O03650	XP_033769369.1
SPAR_O03660	XP_033769370.1
SPAR_O03670	XP_033769371.1
SPAR_O03680	XP_033769372.1
SPAR_O03690	XP_033769373.1
SPAR_O03700	XP_033769374.1
SPAR_O03710	XP_033769375.1
SPAR_O03720	XP_033769376.1
SPAR_O03730	XP_033769377.1
SPAR_O03740	XP_033769378.1
SPAR_O03750	XP_033769379.1
SPAR_O03760	XP_033769380.1
SPAR_O03770	XP_033769381.1
SPAR_O03780	XP_033769382.1
SPAR_O03790	XP_033769383.1
SPAR_O03800	XP_033769384.1
SPAR_O03810	XP_033769385.1
SPAR_O03820	XP_033769386.1
SPAR_O03830	XP_033769387.1
SPAR_O03840	XP_033769388.1
SPAR_O03850	XP_033769389.1
SPAR_O03860	XP_033769390.1
SPAR_O03870	XP_033769391.1
SPAR_O03880	XP_033769392.1
SPAR_O03890	XP_033769393.1
SPAR_O03900	XP_033769394.1
SPAR_O03910	XP_033769395.1
SPAR_O03920	XP_033769396.1
SPAR_O03930	XP_033769397.1
SPAR_O03940	XP_033769398.1
SPAR_O03950	XP_033769399.1
SPAR_O03960	XP_033769400.1
SPAR_O03970	XP_033769401.1
SPAR_O03980	XP_033769402.1
SPAR_O03990	XP_033769403.1
SPAR_O04000	XP_033769404.1
SPAR_O04010	XP_033769405.1
SPAR_O04020	XP_033769406.1
SPAR_O04030	XP_033769407.1
SPAR_O04040	XP_033769408.1
SPAR_O04050	XP_033769409.1
SPAR_O04060	XP_033769410.1
SPAR_O04070	XP_033769411.1
SPAR_O04080	XP_033769412.1
SPAR_O04090	XP_033769413.1
SPAR_O04100	XP_033769414.1
SPAR_O04110	XP_033769415.1
SPAR_O04120	XP_033769416.1
SPAR_O04120	XP_033769416.1
SPAR_O04130	XP_033769417.1
SPAR_O04140	XP_033769418.1
SPAR_O04150	XP_033769419.1
SPAR_O04160	XP_033769420.1
SPAR_O04170	XP_033769421.1
SPAR_O04180	XP_033769422.1
SPAR_O04190	XP_033769423.1
SPAR_O04200	XP_033769424.1
SPAR_O04210	XP_033769425.1
SPAR_O04220	XP_033769426.1
SPAR_O04230	XP_033769427.1
SPAR_O04240	XP_033769428.1
SPAR_O04250	XP_033769429.1
SPAR_O04260	XP_033769430.1
SPAR_O04270	XP_033769431.1
SPAR_O04280	XP_033769432.1
SPAR_O04290	XP_033769433.1
SPAR_O04300	XP_033769434.1
SPAR_O04310	XP_033769435.1
SPAR_O04320	XP_033769436.1
SPAR_O04330	XP_033769437.1
SPAR_O04340	XP_033769438.1
SPAR_O04350	XP_033769439.1
SPAR_O04360	XP_033769440.1
SPAR_O04370	XP_033769441.1
SPAR_O04380	XP_033769442.1
SPAR_O04390	XP_033769443.1
SPAR_O04400	XP_033769444.1
SPAR_O04410	XP_033769445.1
SPAR_O04420	XP_033769446.1
SPAR_O04430	XP_033769447.1
SPAR_O04440	XP_033769448.1
SPAR_O04450	XP_033769449.1
SPAR_O04460	XP_033769450.1
SPAR_O04470	XP_033769451.1
SPAR_O04480	XP_033769452.1
SPAR_O04490	XP_033769453.1
SPAR_O04500	XP_033769454.1
SPAR_O04510	XP_033769455.1
SPAR_O04520	XP_033769456.1
SPAR_O04530	XP_033769457.1
SPAR_O04540	XP_033769458.1
SPAR_O04550	XP_033769459.1
SPAR_O04560	XP_033769460.1
SPAR_O04570	XP_033769461.1
SPAR_O04580	XP_033769462.1
SPAR_O04590	XP_033769463.1
SPAR_O04600	XP_033769464.1
SPAR_O04610	XP_033769465.1
SPAR_O04620	XP_033769466.1
SPAR_O04630	XP_033769467.1
SPAR_O04640	XP_033769468.1
SPAR_O04650	XP_033769469.1
SPAR_O04660	XP_033769470.1
SPAR_O04670	XP_033769471.1
SPAR_O04680	XP_033769472.1
SPAR_O04690	XP_033769473.1
SPAR_O04700	XP_033769474.1
SPAR_O04710	XP_033769475.1
SPAR_O04720	XP_033769476.1
SPAR_O04730	XP_033769477.1
SPAR_O04740	XP_033769478.1
SPAR_O04750	XP_033769479.1
SPAR_O04760	XP_033769480.1
SPAR_O04770	XP_033769481.1
SPAR_O04780	XP_033769482.1
SPAR_O04790	XP_033769483.1
SPAR_O04800	XP_033769484.1
SPAR_O04810	XP_033769485.1
SPAR_O04820	XP_033769486.1
SPAR_O04830	XP_033769487.1
SPAR_O04840	XP_033769488.1
SPAR_O04850	XP_033769489.1
SPAR_O04860	XP_033769490.1
SPAR_O04870	XP_033769491.1
SPAR_O04880	XP_033769492.1
SPAR_O04890	XP_033769493.1
SPAR_O04900	XP_033769494.1
SPAR_O04910	XP_033769495.1
SPAR_O04920	XP_033769496.1
SPAR_O04930	XP_033769497.1
SPAR_P00010	XP_033769498.1
SPAR_P00020	XP_033769499.1
SPAR_P00030	XP_033769500.1
SPAR_P00040	XP_033769501.1
SPAR_P00050	XP_033769502.1
SPAR_P00060	XP_033769503.1
SPAR_P00070	XP_033769504.1
SPAR_P00080	XP_033769505.1
SPAR_P00090	XP_033769506.1
SPAR_P00100	XP_033769507.1
SPAR_P00110	XP_033769508.1
SPAR_P00120	XP_033769509.1
SPAR_P00130	XP_033769510.1
SPAR_P00140	XP_033769511.1
SPAR_P00150	XP_033769512.1
SPAR_P00160	XP_033769513.1
SPAR_P00170	XP_033769514.1
SPAR_P00180	XP_033769515.1
SPAR_P00190	XP_033769516.1
SPAR_P00200	XP_033769517.1
SPAR_P00210	XP_033769518.1
SPAR_P00220	XP_033769519.1
SPAR_P00230	XP_033769520.1
SPAR_P00240	XP_033769521.1
SPAR_P00250	XP_033769522.1
SPAR_P00260	XP_033769523.1
SPAR_P00270	XP_033769524.1
SPAR_P00270	XP_033769524.1
SPAR_P00280	XP_033769525.1
SPAR_P00290	XP_033769526.1
SPAR_P00300	XP_033769527.1
SPAR_P00310	XP_033769528.1
SPAR_P00320	XP_033769529.1
SPAR_P00330	XP_033769530.1
SPAR_P00340	XP_033769531.1
SPAR_P00350	XP_033769532.1
SPAR_P00360	XP_033769533.1
SPAR_P00360	XP_033769533.1
SPAR_P00370	XP_033769534.1
SPAR_P00380	XP_033769535.1
SPAR_P00390	XP_033769536.1
SPAR_P00400	XP_033769537.1
SPAR_P00410	XP_033769538.1
SPAR_P00420	XP_033769539.1
SPAR_P00430	XP_033769540.1
SPAR_P00440	XP_033769541.1
SPAR_P00450	XP_033769542.1
SPAR_P00460	XP_033769543.1
SPAR_P00470	XP_033769544.1
SPAR_P00480	XP_033769545.1
SPAR_P00490	XP_033769546.1
SPAR_P00500	XP_033769547.1
SPAR_P00510	XP_033769548.1
SPAR_P00520	XP_033769549.1
SPAR_P00530	XP_033769550.1
SPAR_P00540	XP_033769551.1
SPAR_P00550	XP_033769552.1
SPAR_P00560	XP_033769553.1
SPAR_P00570	XP_033769554.1
SPAR_P00580	XP_033769555.1
SPAR_P00580	XP_033769555.1
SPAR_P00590	XP_033769556.1
SPAR_P00600	XP_033769557.1
SPAR_P00610	XP_033769558.1
SPAR_P00620	XP_033769559.1
SPAR_P00630	XP_033769560.1
SPAR_P00640	XP_033769561.1
SPAR_P00650	XP_033769562.1
SPAR_P00660	XP_033769563.1
SPAR_P00670	XP_033769564.1
SPAR_P00680	XP_033769565.1
SPAR_P00690	XP_033769566.1
SPAR_P00700	XP_033769567.1
SPAR_P00710	XP_033769568.1
SPAR_P00720	XP_033769569.1
SPAR_P00730	XP_033769570.1
SPAR_P00740	XP_033769571.1
SPAR_P00750	XP_033769572.1
SPAR_P00760	XP_033769573.1
SPAR_P00770	XP_033769574.1
SPAR_P00780	XP_033769575.1
SPAR_P00790	XP_033769576.1
SPAR_P00800	XP_033769577.1
SPAR_P00810	XP_033769578.1
SPAR_P00820	XP_033769579.1
SPAR_P00830	XP_033769580.1
SPAR_P00840	XP_033769581.1
SPAR_P00850	XP_033769582.1
SPAR_P00860	XP_033769583.1
SPAR_P00870	XP_033769584.1
SPAR_P00880	XP_033769585.1
SPAR_P00890	XP_033769586.1
SPAR_P00900	XP_033769587.1
SPAR_P00910	XP_033769588.1
SPAR_P00920	XP_033769589.1
SPAR_P00930	XP_033769590.1
SPAR_P00940	XP_033769591.1
SPAR_P00950	XP_033769592.1
SPAR_P00960	XP_033769593.1
SPAR_P00970	XP_033769594.1
SPAR_P00980	XP_033769595.1
SPAR_P00990	XP_033769596.1
SPAR_P00990	XP_033769596.1
SPAR_P01000	XP_033769597.1
SPAR_P01010	XP_033769598.1
SPAR_P01020	XP_033769599.1
SPAR_P01030	XP_033769600.1
SPAR_P01040	XP_033769601.1
SPAR_P01050	XP_033769602.1
SPAR_P01060	XP_033769603.1
SPAR_P01070	XP_033769604.1
SPAR_P01080	XP_033769605.1
SPAR_P01090	XP_033769606.1
SPAR_P01100	XP_033769607.1
SPAR_P01110	XP_033769608.1
SPAR_P01120	XP_033769609.1
SPAR_P01130	XP_033769610.1
SPAR_P01140	XP_033769611.1
SPAR_P01150	XP_033769612.1
SPAR_P01160	XP_033769613.1
SPAR_P01170	XP_033769614.1
SPAR_P01180	XP_033769615.1
SPAR_P01190	XP_033769616.1
SPAR_P01200	XP_033769617.1
SPAR_P01210	XP_033769618.1
SPAR_P01220	XP_033769619.1
SPAR_P01230	XP_033769620.1
SPAR_P01240	XP_033769621.1
