NCAS_0A00100	XP_003672961.1
NCAS_0F03860	XP_003677223.1
NCAS_0F03870	XP_003677224.1
NCAS_0F03880	XP_003677225.1
NCAS_0F03890	XP_003677226.1
NCAS_0F03900	XP_003677227.1
NCAS_0F03910	XP_003677228.1
NCAS_0F03920	XP_003677229.1
NCAS_0F03930	XP_003677230.1
NCAS_0F03930	XP_003677230.1
NCAS_0F03940	XP_003677231.1
NCAS_0F03950	XP_003677232.1
NCAS_0F03960	XP_003677233.1
NCAS_0F03970	XP_003677234.1
NCAS_0F03980	XP_003677235.1
NCAS_0F03990	XP_003677236.1
NCAS_0F04000	XP_003677237.1
NCAS_0F04010	XP_003677238.1
NCAS_0F04020	XP_003677239.1
NCAS_0F04030	XP_003677240.1
NCAS_0F04040	XP_003677241.1
NCAS_0F04050	XP_003677242.1
NCAS_0F04060	XP_003677243.1
NCAS_0F04070	XP_003677244.1
NCAS_0F04080	XP_003677245.1
NCAS_0F04090	XP_003677246.1
NCAS_0F04100	XP_003677247.1
NCAS_0F04110	XP_003677248.1
NCAS_0F04120	XP_003677249.1
NCAS_0G00100	XP_003677250.1
NCAS_0G00110	XP_003677251.1
NCAS_0G00120	XP_003677252.1
NCAS_0G00130	XP_003677253.1
NCAS_0G00140	XP_003677254.1
NCAS_0G00150	XP_003677255.1
NCAS_0G00150	XP_003677255.1
NCAS_0G00160	XP_003677256.1
NCAS_0G00170	XP_003677257.1
NCAS_0G00180	XP_003677258.1
NCAS_0G00190	XP_003677259.1
NCAS_0G00200	XP_003677260.1
NCAS_0G00210	XP_003677261.1
NCAS_0G00220	XP_003677262.1
NCAS_0G00230	XP_003677263.1
NCAS_0G00240	XP_003677264.1
NCAS_0G00240	XP_003677264.1
NCAS_0G00250	XP_003677265.1
NCAS_0G00260	XP_003677266.1
NCAS_0G00270	XP_003677267.1
NCAS_0G00280	XP_003677268.1
NCAS_0G00290	XP_003677269.1
NCAS_0G00300	XP_003677270.1
NCAS_0G00310	XP_003677271.1
NCAS_0G00320	XP_003677272.1
NCAS_0G00330	XP_003677273.1
NCAS_0G00340	XP_003677274.1
NCAS_0G00350	XP_003677275.1
NCAS_0G00360	XP_003677276.1
NCAS_0G00370	XP_003677277.1
NCAS_0G00380	XP_003677278.1
NCAS_0G00390	XP_003677279.1
NCAS_0G00400	XP_003677280.1
NCAS_0G00410	XP_003677281.1
NCAS_0G00420	XP_003677282.1
NCAS_0G00430	XP_003677283.1
NCAS_0G00440	XP_003677284.1
NCAS_0G00450	XP_003677285.1
NCAS_0G00460	XP_003677286.1
NCAS_0G00470	XP_003677287.1
NCAS_0G00480	XP_003677288.1
NCAS_0G00490	XP_003677289.1
NCAS_0G00500	XP_003677290.1
NCAS_0G00510	XP_003677291.1
NCAS_0G00520	XP_003677292.1
NCAS_0G00530	XP_003677293.1
NCAS_0G00540	XP_003677294.1
NCAS_0G00550	XP_003677295.1
NCAS_0G00560	XP_003677296.1
NCAS_0G00570	XP_003677297.1
NCAS_0G00580	XP_003677298.1
NCAS_0G00590	XP_003677299.1
NCAS_0G00600	XP_003677300.1
NCAS_0G00610	XP_003677301.1
NCAS_0G00620	XP_003677302.1
NCAS_0G00620	XP_003677302.1
NCAS_0G00630	XP_003677303.1
NCAS_0G00640	XP_003677304.1
NCAS_0G00650	XP_003677305.1
NCAS_0G00660	XP_003677306.1
NCAS_0G00670	XP_003677307.1
NCAS_0G00680	XP_003677308.1
NCAS_0G00690	XP_003677309.1
NCAS_0G00700	XP_003677310.1
NCAS_0G00710	XP_003677311.1
NCAS_0G00720	XP_003677312.1
NCAS_0G00730	XP_003677313.1
NCAS_0G00740	XP_003677314.1
NCAS_0G00750	XP_003677315.1
NCAS_0G00760	XP_003677316.1
NCAS_0G00770	XP_003677317.1
NCAS_0G00780	XP_003677318.1
NCAS_0G00790	XP_003677319.1
NCAS_0G00800	XP_003677320.1
NCAS_0G00810	XP_003677321.1
NCAS_0G00820	XP_003677322.1
NCAS_0G00830	XP_003677323.1
NCAS_0G00840	XP_003677324.1
NCAS_0G00850	XP_003677325.1
NCAS_0G00860	XP_003677326.1
NCAS_0G00870	XP_003677327.1
NCAS_0G00880	XP_003677328.1
NCAS_0G00890	XP_003677329.1
NCAS_0G00900	XP_003677330.1
NCAS_0G00910	XP_003677331.1
NCAS_0G00910	XP_003677331.1
NCAS_0G00920	XP_003677332.1
NCAS_0G00930	XP_003677333.1
NCAS_0G00930	XP_003677333.1
NCAS_0G00940	XP_003677334.1
NCAS_0G00950	XP_003677335.1
NCAS_0G00960	XP_003677336.1
NCAS_0G00970	XP_003677337.1
NCAS_0G00980	XP_003677338.1
NCAS_0G00990	XP_003677339.1
NCAS_0G01000	XP_003677340.1
NCAS_0G01010	XP_003677341.1
NCAS_0G01020	XP_003677342.1
NCAS_0G01030	XP_003677343.1
NCAS_0G01040	XP_003677344.1
NCAS_0G01050	XP_003677345.1
NCAS_0G01060	XP_003677346.1
NCAS_0G01070	XP_003677347.1
NCAS_0G01080	XP_003677348.1
NCAS_0G01080	XP_003677348.1
NCAS_0G01090	XP_003677349.1
NCAS_0G01100	XP_003677350.1
NCAS_0G01110	XP_003677351.1
NCAS_0G01120	XP_003677352.1
NCAS_0G01130	XP_003677353.1
NCAS_0G01140	XP_003677354.1
NCAS_0G01150	XP_003677355.1
NCAS_0G01160	XP_003677356.1
NCAS_0G01170	XP_003677357.1
NCAS_0G01180	XP_003677358.1
NCAS_0G01180	XP_003677358.1
NCAS_0G01190	XP_003677359.1
NCAS_0G01200	XP_003677360.1
NCAS_0G01210	XP_003677361.1
NCAS_0G01220	XP_003677362.1
NCAS_0G01230	XP_003677363.1
NCAS_0G01240	XP_003677364.1
NCAS_0G01250	XP_003677365.1
NCAS_0G01260	XP_003677366.1
NCAS_0G01270	XP_003677367.1
NCAS_0G01280	XP_003677368.1
NCAS_0G01290	XP_003677369.1
NCAS_0G01300	XP_003677370.1
NCAS_0G01310	XP_003677371.1
NCAS_0G01320	XP_003677372.1
NCAS_0G01330	XP_003677373.1
NCAS_0G01340	XP_003677374.1
NCAS_0G01350	XP_003677375.1
NCAS_0G01360	XP_003677376.1
NCAS_0G01370	XP_003677377.1
NCAS_0G01380	XP_003677378.1
NCAS_0G01390	XP_003677379.1
NCAS_0G01400	XP_003677380.1
NCAS_0G01410	XP_003677381.1
NCAS_0G01420	XP_003677382.1
NCAS_0G01430	XP_003677383.1
NCAS_0G01440	XP_003677384.1
NCAS_0G01450	XP_003677385.1
NCAS_0G01460	XP_003677386.1
NCAS_0G01470	XP_003677387.1
NCAS_0G01480	XP_003677388.1
NCAS_0G01490	XP_003677389.1
NCAS_0G01500	XP_003677390.1
NCAS_0G01510	XP_003677391.1
NCAS_0G01520	XP_003677392.1
NCAS_0G01530	XP_003677393.1
NCAS_0G01540	XP_003677394.1
NCAS_0G01550	XP_003677395.1
NCAS_0G01560	XP_003677396.1
NCAS_0G01570	XP_003677397.1
NCAS_0G01580	XP_003677398.1
NCAS_0G01590	XP_003677399.1
NCAS_0G01600	XP_003677400.1
NCAS_0G01610	XP_003677401.1
NCAS_0G01620	XP_003677402.1
NCAS_0G01630	XP_003677403.1
NCAS_0G01640	XP_003677404.1
NCAS_0G01650	XP_003677405.1
NCAS_0G01660	XP_003677406.1
NCAS_0G01670	XP_003677407.1
NCAS_0G01680	XP_003677408.1
NCAS_0G01690	XP_003677409.1
NCAS_0G01700	XP_003677410.1
NCAS_0G01710	XP_003677411.1
NCAS_0G01720	XP_003677412.1
NCAS_0G01730	XP_003677413.1
NCAS_0G01740	XP_003677414.1
NCAS_0G01750	XP_003677415.1
NCAS_0G01760	XP_003677416.1
NCAS_0G01770	XP_003677417.1
NCAS_0G01780	XP_003677418.1
NCAS_0G01790	XP_003677419.1
NCAS_0G01800	XP_003677420.1
NCAS_0G01810	XP_003677421.1
NCAS_0G01820	XP_003677422.1
NCAS_0G01830	XP_003677423.1
NCAS_0G01840	XP_003677424.1
NCAS_0G01850	XP_003677425.1
NCAS_0G01860	XP_003677426.1
NCAS_0G01870	XP_003677427.1
NCAS_0G01880	XP_003677428.1
NCAS_0G01890	XP_003677429.1
NCAS_0G01900	XP_003677430.1
NCAS_0G01910	XP_003677431.1
NCAS_0G01920	XP_003677432.1
NCAS_0G01930	XP_003677433.1
NCAS_0G01940	XP_003677434.1
NCAS_0G01950	XP_003677435.1
NCAS_0G01960	XP_003677436.1
NCAS_0G01970	XP_003677437.1
NCAS_0G01980	XP_003677438.1
NCAS_0G01990	XP_003677439.1
NCAS_0G02000	XP_003677440.1
NCAS_0G02010	XP_003677441.1
NCAS_0G02020	XP_003677442.1
NCAS_0G02030	XP_003677443.1
NCAS_0G02040	XP_003677444.1
NCAS_0G02050	XP_003677445.1
NCAS_0G02060	XP_003677446.1
NCAS_0G02060	XP_003677446.1
NCAS_0G02070	XP_003677447.1
NCAS_0G02080	XP_003677448.1
NCAS_0G02090	XP_003677449.1
NCAS_0G02100	XP_003677450.1
NCAS_0G02110	XP_003677451.1
NCAS_0G02120	XP_003677452.1
NCAS_0G02130	XP_003677453.1
NCAS_0G02140	XP_003677454.1
NCAS_0G02150	XP_003677455.1
NCAS_0G02160	XP_003677456.1
NCAS_0G02170	XP_003677457.1
NCAS_0G02180	XP_003677458.1
NCAS_0G02190	XP_003677459.1
NCAS_0G02200	XP_003677460.1
NCAS_0G02220	XP_003677461.1
NCAS_0G02230	XP_003677462.1
NCAS_0G02240	XP_003677463.1
NCAS_0G02250	XP_003677464.1
NCAS_0G02260	XP_003677465.1
NCAS_0G02260	XP_003677465.1
NCAS_0G02270	XP_003677466.1
NCAS_0G02280	XP_003677467.1
NCAS_0G02290	XP_003677468.1
NCAS_0G02300	XP_003677469.1
NCAS_0G02310	XP_003677470.1
NCAS_0G02320	XP_003677471.1
NCAS_0G02330	XP_003677472.1
NCAS_0G02340	XP_003677473.1
NCAS_0G02350	XP_003677474.1
NCAS_0G02360	XP_003677475.1
NCAS_0G02370	XP_003677476.1
NCAS_0G02370	XP_003677476.1
NCAS_0G02380	XP_003677477.1
NCAS_0G02390	XP_003677478.1
NCAS_0G02400	XP_003677479.1
NCAS_0G02410	XP_003677480.1
NCAS_0G02420	XP_003677481.1
NCAS_0G02430	XP_003677482.1
NCAS_0G02440	XP_003677483.1
NCAS_0G02450	XP_003677484.1
NCAS_0G02460	XP_003677485.1
NCAS_0G02470	XP_003677486.1
NCAS_0G02480	XP_003677487.1
NCAS_0G02490	XP_003677488.1
NCAS_0G02500	XP_003677489.1
NCAS_0G02510	XP_003677490.1
NCAS_0G02520	XP_003677491.1
NCAS_0G02530	XP_003677492.1
NCAS_0G02540	XP_003677493.1
NCAS_0G02550	XP_003677494.1
NCAS_0G02560	XP_003677495.1
NCAS_0G02560	XP_003677495.1
NCAS_0G02570	XP_003677496.1
NCAS_0G02580	XP_003677497.1
NCAS_0G02590	XP_003677498.1
NCAS_0G02600	XP_003677499.1
NCAS_0G02610	XP_003677500.1
NCAS_0G02620	XP_003677501.1
NCAS_0G02630	XP_003677502.1
NCAS_0G02640	XP_003677503.1
NCAS_0G02650	XP_003677504.1
NCAS_0G02660	XP_003677505.1
NCAS_0G02670	XP_003677506.1
NCAS_0G02680	XP_003677507.1
NCAS_0G02690	XP_003677508.1
NCAS_0G02700	XP_003677509.1
NCAS_0G02710	XP_003677510.1
NCAS_0G02720	XP_003677511.1
NCAS_0G02730	XP_003677512.1
NCAS_0G02740	XP_003677513.1
NCAS_0G02750	XP_003677514.1
NCAS_0G02760	XP_003677515.1
NCAS_0G02770	XP_003677516.1
NCAS_0G02780	XP_003677517.1
NCAS_0G02790	XP_003677518.1
NCAS_0G02800	XP_003677519.1
NCAS_0G02810	XP_003677520.1
NCAS_0G02820	XP_003677521.1
NCAS_0G02830	XP_003677522.1
NCAS_0G02840	XP_003677523.1
NCAS_0G02850	XP_003677524.1
NCAS_0G02860	XP_003677525.1
NCAS_0G02870	XP_003677526.1
NCAS_0G02880	XP_003677527.1
NCAS_0G02890	XP_003677528.1
NCAS_0G02900	XP_003677529.1
NCAS_0G02910	XP_003677530.1
NCAS_0G02920	XP_003677531.1
NCAS_0G02920	XP_003677531.1
NCAS_0G02930	XP_003677532.1
NCAS_0G02940	XP_003677533.1
NCAS_0G02950	XP_003677534.1
NCAS_0G02960	XP_003677535.1
NCAS_0G02970	XP_003677536.1
NCAS_0G02980	XP_003677537.1
NCAS_0G02990	XP_003677538.1
NCAS_0G03000	XP_003677539.1
NCAS_0G03010	XP_003677540.1
NCAS_0G03020	XP_003677541.1
NCAS_0G03030	XP_003677542.1
NCAS_0G03040	XP_003677543.1
NCAS_0G03050	XP_003677544.1
NCAS_0G03060	XP_003677545.1
NCAS_0G03070	XP_003677546.1
NCAS_0G03080	XP_003677547.1
NCAS_0G03090	XP_003677548.1
NCAS_0G03100	XP_003677549.1
NCAS_0G03110	XP_003677550.1
NCAS_0G03110	XP_003677550.1
NCAS_0G03120	XP_003677551.1
NCAS_0G03130	XP_003677552.1
NCAS_0G03140	XP_003677553.1
NCAS_0G03150	XP_003677554.1
NCAS_0G03160	XP_003677555.1
NCAS_0G03170	XP_003677556.1
NCAS_0G03180	XP_003677557.1
NCAS_0G03190	XP_003677558.1
NCAS_0G03200	XP_003677559.1
NCAS_0G03210	XP_003677560.1
NCAS_0G03210	XP_003677560.1
NCAS_0G03220	XP_003677561.1
NCAS_0G03230	XP_003677562.1
NCAS_0G03240	XP_003677563.1
NCAS_0G03250	XP_003677564.1
NCAS_0G03260	XP_003677565.1
NCAS_0G03270	XP_003677566.1
NCAS_0G03280	XP_003677567.1
NCAS_0G03290	XP_003677568.1
NCAS_0G03300	XP_003677569.1
NCAS_0G03310	XP_003677570.1
NCAS_0G03320	XP_003677571.1
NCAS_0G03330	XP_003677572.1
NCAS_0G03340	XP_003677573.1
NCAS_0G03350	XP_003677574.1
NCAS_0G03360	XP_003677575.1
NCAS_0G03370	XP_003677576.1
NCAS_0G03380	XP_003677577.1
NCAS_0G03390	XP_003677578.1
NCAS_0G03400	XP_003677579.1
NCAS_0G03410	XP_003677580.1
NCAS_0G03420	XP_003677581.1
NCAS_0G03430	XP_003677582.1
NCAS_0G03440	XP_003677583.1
NCAS_0G03450	XP_003677584.1
NCAS_0G03460	XP_003677585.1
NCAS_0G03470	XP_003677586.1
NCAS_0G03480	XP_003677587.1
NCAS_0G03490	XP_003677588.1
NCAS_0G03500	XP_003677589.1
NCAS_0G03510	XP_003677590.1
NCAS_0G03520	XP_003677591.1
NCAS_0G03530	XP_003677592.1
NCAS_0G03540	XP_003677593.1
NCAS_0G03550	XP_003677594.1
NCAS_0G03560	XP_003677595.1
NCAS_0G03570	XP_003677596.1
NCAS_0G03580	XP_003677597.1
NCAS_0G03590	XP_003677598.1
NCAS_0G03600	XP_003677599.1
NCAS_0G03610	XP_003677600.1
NCAS_0G03620	XP_003677601.1
NCAS_0G03630	XP_003677602.1
NCAS_0G03640	XP_003677603.1
NCAS_0G03650	XP_003677604.1
NCAS_0G03660	XP_003677605.1
NCAS_0G03670	XP_003677606.1
NCAS_0G03680	XP_003677607.1
NCAS_0G03690	XP_003677608.1
NCAS_0G03700	XP_003677609.1
NCAS_0G03710	XP_003677610.1
NCAS_0G03720	XP_003677611.1
NCAS_0G03730	XP_003677612.1
NCAS_0G03740	XP_003677613.1
NCAS_0G03750	XP_003677614.1
NCAS_0G03760	XP_003677615.1
NCAS_0G03770	XP_003677616.1
NCAS_0G03780	XP_003677617.1
NCAS_0G03790	XP_003677618.1
NCAS_0G03800	XP_003677619.1
NCAS_0G03810	XP_003677620.1
NCAS_0G03820	XP_003677621.1
NCAS_0G03830	XP_003677622.1
NCAS_0G03840	XP_003677623.1
NCAS_0G03850	XP_003677624.1
NCAS_0G03860	XP_003677625.1
NCAS_0G03870	XP_003677626.1
NCAS_0G03880	XP_003677627.1
NCAS_0G03890	XP_003677628.1
NCAS_0G03900	XP_003677629.1
NCAS_0G03910	XP_003677630.1
NCAS_0G03920	XP_003677631.1
NCAS_0G03930	XP_003677632.1
NCAS_0G03940	XP_003677633.1
NCAS_0G03950	XP_003677634.1
NCAS_0G03960	XP_003677635.1
NCAS_0G03970	XP_003677636.1
NCAS_0G03980	XP_003677637.1
NCAS_0G03990	XP_003677638.1
NCAS_0G04000	XP_003677639.1
NCAS_0G04010	XP_003677640.1
NCAS_0G04020	XP_003677641.1
NCAS_0G04030	XP_003677642.1
NCAS_0G04040	XP_003677643.1
NCAS_0G04050	XP_003677644.1
NCAS_0G04070	XP_003677645.1
NCAS_0G04080	XP_003677646.1
NCAS_0G04090	XP_003677647.1
NCAS_0G04100	XP_003677648.1
NCAS_0G04110	XP_003677649.1
NCAS_0G04120	XP_003677650.1
NCAS_0G04130	XP_003677651.1
NCAS_0G04140	XP_003677652.1
NCAS_0G04150	XP_003677653.1
NCAS_0G04160	XP_003677654.1
NCAS_0G04170	XP_003677655.1
NCAS_0G04180	XP_003677656.1
NCAS_0G04190	XP_003677657.1
NCAS_0G04200	XP_003677658.1
NCAS_0G04210	XP_003677659.1
NCAS_0G04220	XP_003677660.1
NCAS_0G04230	XP_003677661.1
NCAS_0G04240	XP_003677662.1
NCAS_0G04250	XP_003677663.1
NCAS_0G04260	XP_003677664.1
NCAS_0G04270	XP_003677665.1
NCAS_0G04280	XP_003677666.1
NCAS_0G04290	XP_003677667.1
NCAS_0G04300	XP_003677668.1
NCAS_0G04310	XP_003677669.1
NCAS_0G04320	XP_003677670.1
NCAS_0H00100	XP_003677671.1
NCAS_0H00110	XP_003677672.1
NCAS_0H00120	XP_003677673.1
NCAS_0H00130	XP_003677674.1
NCAS_0H00140	XP_003677675.1
NCAS_0H00150	XP_003677676.1
NCAS_0H00160	XP_003677677.1
NCAS_0H00170	XP_003677678.1
NCAS_0H00180	XP_003677679.1
NCAS_0H00190	XP_003677680.1
NCAS_0H00200	XP_003677681.1
NCAS_0H00200	XP_003677681.1
NCAS_0H00210	XP_003677682.1
NCAS_0H00220	XP_003677683.1
NCAS_0H00230	XP_003677684.1
NCAS_0H00240	XP_003677685.1
NCAS_0H00250	XP_003677686.1
NCAS_0H00260	XP_003677687.1
NCAS_0H00270	XP_003677688.1
NCAS_0H00280	XP_003677689.1
NCAS_0H00290	XP_003677690.1
NCAS_0H00300	XP_003677691.1
NCAS_0H00310	XP_003677692.1
NCAS_0H00320	XP_003677693.1
NCAS_0H00330	XP_003677694.1
NCAS_0H00340	XP_003677695.1
NCAS_0H00350	XP_003677696.1
NCAS_0H00360	XP_003677697.1
NCAS_0H00370	XP_003677698.1
NCAS_0H00380	XP_003677699.1
NCAS_0H00390	XP_003677700.1
NCAS_0H00400	XP_003677701.1
NCAS_0H00410	XP_003677702.1
NCAS_0H00420	XP_003677703.1
NCAS_0H00430	XP_003677704.1
NCAS_0H00440	XP_003677705.1
NCAS_0H00450	XP_003677706.1
NCAS_0H00460	XP_003677707.1
NCAS_0H00470	XP_003677708.1
NCAS_0H00490	XP_003677709.1
NCAS_0H00500	XP_003677710.1
NCAS_0H00510	XP_003677711.1
NCAS_0H00520	XP_003677712.1
NCAS_0H00530	XP_003677713.1
NCAS_0H00540	XP_003677714.1
NCAS_0H00550	XP_003677715.1
NCAS_0H00560	XP_003677716.1
NCAS_0H00570	XP_003677717.1
NCAS_0H00580	XP_003677718.1
NCAS_0H00590	XP_003677719.1
NCAS_0H00600	XP_003677720.1
NCAS_0H00610	XP_003677721.1
NCAS_0H00620	XP_003677722.1
NCAS_0H00630	XP_003677723.1
NCAS_0H00640	XP_003677724.1
NCAS_0H00650	XP_003677725.1
NCAS_0H00660	XP_003677726.1
NCAS_0H00670	XP_003677727.1
NCAS_0H00680	XP_003677728.1
NCAS_0H00690	XP_003677729.1
NCAS_0H00700	XP_003677730.1
NCAS_0H00710	XP_003677731.1
NCAS_0H00720	XP_003677732.1
NCAS_0H00730	XP_003677733.1
NCAS_0H00730	XP_003677733.1
NCAS_0H00740	XP_003677734.1
NCAS_0H00750	XP_003677735.1
NCAS_0H00760	XP_003677736.1
NCAS_0H00770	XP_003677737.1
NCAS_0H00780	XP_003677738.1
NCAS_0H00790	XP_003677739.1
NCAS_0H00800	XP_003677740.1
NCAS_0H00810	XP_003677741.1
NCAS_0H00820	XP_003677742.1
NCAS_0H00830	XP_003677743.1
NCAS_0H00840	XP_003677744.1
NCAS_0H00860	XP_003677745.1
NCAS_0H00870	XP_003677746.1
NCAS_0H00880	XP_003677747.1
NCAS_0H00890	XP_003677748.1
NCAS_0H00900	XP_003677749.1
NCAS_0H00910	XP_003677750.1
NCAS_0H00920	XP_003677751.1
NCAS_0H00930	XP_003677752.1
NCAS_0H00940	XP_003677753.1
NCAS_0H00950	XP_003677754.1
NCAS_0H00960	XP_003677755.1
NCAS_0H00970	XP_003677756.1
NCAS_0H00980	XP_003677757.1
NCAS_0H00990	XP_003677758.1
NCAS_0H01000	XP_003677759.1
NCAS_0H01010	XP_003677760.1
NCAS_0H01020	XP_003677761.1
NCAS_0H01030	XP_003677762.1
NCAS_0H01040	XP_003677763.1
NCAS_0H01050	XP_003677764.1
NCAS_0H01060	XP_003677765.1
NCAS_0H01070	XP_003677766.1
NCAS_0H01080	XP_003677767.1
NCAS_0H01090	XP_003677768.1
NCAS_0H01100	XP_003677769.1
NCAS_0H01110	XP_003677770.1
NCAS_0H01120	XP_003677771.1
NCAS_0H01130	XP_003677772.1
NCAS_0H01140	XP_003677773.1
NCAS_0H01150	XP_003677774.1
NCAS_0H01160	XP_003677775.1
NCAS_0H01170	XP_003677776.1
NCAS_0H01180	XP_003677777.1
NCAS_0H01190	XP_003677778.1
NCAS_0H01200	XP_003677779.1
NCAS_0H01210	XP_003677780.1
NCAS_0H01220	XP_003677781.1
NCAS_0H01230	XP_003677782.1
NCAS_0H01240	XP_003677783.1
NCAS_0H01250	XP_003677784.1
NCAS_0H01260	XP_003677785.1
NCAS_0H01270	XP_003677786.1
NCAS_0H01280	XP_003677787.1
NCAS_0H01290	XP_003677788.1
NCAS_0H01300	XP_003677789.1
NCAS_0H01310	XP_003677790.1
NCAS_0H01320	XP_003677791.1
NCAS_0H01330	XP_003677792.1
NCAS_0H01340	XP_003677793.1
NCAS_0H01350	XP_003677794.1
NCAS_0H01350	XP_003677794.1
NCAS_0H01360	XP_003677795.1
NCAS_0H01370	XP_003677796.1
NCAS_0H01380	XP_003677797.1
NCAS_0H01390	XP_003677798.1
NCAS_0H01400	XP_003677799.1
NCAS_0H01410	XP_003677800.1
NCAS_0H01420	XP_003677801.1
NCAS_0H01430	XP_003677802.1
NCAS_0H01440	XP_003677803.1
NCAS_0H01440	XP_003677803.1
NCAS_0H01450	XP_003677804.1
NCAS_0H01460	XP_003677805.1
NCAS_0H01470	XP_003677806.1
NCAS_0H01480	XP_003677807.1
NCAS_0H01490	XP_003677808.1
NCAS_0H01500	XP_003677809.1
NCAS_0H01510	XP_003677810.1
NCAS_0H01520	XP_003677811.1
NCAS_0H01530	XP_003677812.1
NCAS_0H01540	XP_003677813.1
NCAS_0H01550	XP_003677814.1
NCAS_0H01560	XP_003677815.1
NCAS_0H01570	XP_003677816.1
NCAS_0H01580	XP_003677817.1
NCAS_0H01590	XP_003677818.1
NCAS_0H01610	XP_003677819.1
NCAS_0H01620	XP_003677820.1
NCAS_0H01630	XP_003677821.1
NCAS_0H01640	XP_003677822.1
NCAS_0H01650	XP_003677823.1
NCAS_0H01660	XP_003677824.1
NCAS_0H01670	XP_003677825.1
NCAS_0H01680	XP_003677826.1
NCAS_0H01690	XP_003677827.1
NCAS_0H01700	XP_003677828.1
NCAS_0H01710	XP_003677829.1
NCAS_0H01720	XP_003677830.1
NCAS_0H01720	XP_003677830.1
NCAS_0H01730	XP_003677831.1
NCAS_0H01740	XP_003677832.1
NCAS_0H01750	XP_003677833.1
NCAS_0H01750	XP_003677833.1
NCAS_0H01760	XP_003677834.1
NCAS_0H01770	XP_003677835.1
NCAS_0H01780	XP_003677836.1
NCAS_0H01790	XP_003677837.1
NCAS_0H01800	XP_003677838.1
NCAS_0H01810	XP_003677839.1
NCAS_0H01820	XP_003677840.1
NCAS_0H01830	XP_003677841.1
NCAS_0H01840	XP_003677842.1
NCAS_0H01850	XP_003677843.1
NCAS_0H01860	XP_003677844.1
NCAS_0H01870	XP_003677845.1
NCAS_0H01880	XP_003677846.1
NCAS_0H01890	XP_003677847.1
NCAS_0H01900	XP_003677848.1
NCAS_0H01910	XP_003677849.1
NCAS_0H01920	XP_003677850.1
NCAS_0H01930	XP_003677851.1
NCAS_0H01930	XP_003677851.1
NCAS_0H01940	XP_003677852.1
NCAS_0H01950	XP_003677853.1
NCAS_0H01960	XP_003677854.1
NCAS_0H01980	XP_003677855.1
NCAS_0H01990	XP_003677856.1
NCAS_0H02000	XP_003677857.1
NCAS_0H02010	XP_003677858.1
NCAS_0H02020	XP_003677859.1
NCAS_0H02030	XP_003677860.1
NCAS_0H02040	XP_003677861.1
NCAS_0H02050	XP_003677862.1
NCAS_0H02060	XP_003677863.1
NCAS_0H02070	XP_003677864.1
NCAS_0H02070	XP_003677864.1
NCAS_0H02080	XP_003677865.1
NCAS_0H02090	XP_003677866.1
NCAS_0H02100	XP_003677867.1
NCAS_0H02110	XP_003677868.1
NCAS_0H02120	XP_003677869.1
NCAS_0H02130	XP_003677870.1
NCAS_0H02140	XP_003677871.1
NCAS_0H02150	XP_003677872.1
NCAS_0H02160	XP_003677873.1
NCAS_0H02170	XP_003677874.1
NCAS_0H02180	XP_003677875.1
NCAS_0H02190	XP_003677876.1
NCAS_0H02200	XP_003677877.1
NCAS_0H02210	XP_003677878.1
NCAS_0H02220	XP_003677879.1
NCAS_0H02230	XP_003677880.1
NCAS_0H02240	XP_003677881.1
NCAS_0H02250	XP_003677882.1
NCAS_0H02260	XP_003677883.1
NCAS_0H02270	XP_003677884.1
NCAS_0H02280	XP_003677885.1
NCAS_0H02290	XP_003677886.1
NCAS_0H02300	XP_003677887.1
NCAS_0H02310	XP_003677888.1
NCAS_0H02320	XP_003677889.1
NCAS_0H02330	XP_003677890.1
NCAS_0H02340	XP_003677891.1
NCAS_0H02340	XP_003677891.1
NCAS_0H02350	XP_003677892.1
NCAS_0H02360	XP_003677893.1
NCAS_0H02370	XP_003677894.1
NCAS_0H02380	XP_003677895.1
NCAS_0H02390	XP_003677896.1
NCAS_0H02400	XP_003677897.1
NCAS_0H02410	XP_003677898.1
NCAS_0H02420	XP_003677899.1
NCAS_0H02430	XP_003677900.1
NCAS_0H02440	XP_003677901.1
NCAS_0H02450	XP_003677902.1
NCAS_0H02460	XP_003677903.1
NCAS_0H02470	XP_003677904.1
NCAS_0H02480	XP_003677905.1
NCAS_0H02490	XP_003677906.1
NCAS_0H02500	XP_003677907.1
NCAS_0H02510	XP_003677908.1
NCAS_0H02520	XP_003677909.1
NCAS_0H02530	XP_003677910.1
NCAS_0H02540	XP_003677911.1
NCAS_0H02550	XP_003677912.1
NCAS_0H02560	XP_003677913.1
NCAS_0H02570	XP_003677914.1
NCAS_0H02580	XP_003677915.1
NCAS_0H02590	XP_003677916.1
NCAS_0H02600	XP_003677917.1
NCAS_0H02610	XP_003677918.1
NCAS_0H02620	XP_003677919.1
NCAS_0H02630	XP_003677920.1
NCAS_0H02640	XP_003677921.1
NCAS_0H02650	XP_003677922.1
NCAS_0H02660	XP_003677923.1
NCAS_0H02670	XP_003677924.1
NCAS_0H02680	XP_003677925.1
NCAS_0H02690	XP_003677926.1
NCAS_0H02700	XP_003677927.1
NCAS_0H02710	XP_003677928.1
NCAS_0H02720	XP_003677929.1
NCAS_0H02730	XP_003677930.1
NCAS_0H02740	XP_003677931.1
NCAS_0H02740	XP_003677931.1
NCAS_0H02750	XP_003677932.1
