KAFR_0A00100	XP_003954583.1
KAFR_0H03000	XP_003958845.1
KAFR_0H03010	XP_003958846.1
KAFR_0H03020	XP_003958847.1
KAFR_0H03030	XP_003958848.1
KAFR_0H03040	XP_003958849.1
KAFR_0H03050	XP_003958850.1
KAFR_0H03060	XP_003958851.1
KAFR_0H03070	XP_003958852.1
KAFR_0H03080	XP_003958853.1
KAFR_0H03090	XP_003958854.1
KAFR_0H03100	XP_003958855.1
KAFR_0H03110	XP_003958856.1
KAFR_0H03110	XP_003958856.1
KAFR_0H03120	XP_003958857.1
KAFR_0H03130	XP_003958858.1
KAFR_0H03140	XP_003958859.1
KAFR_0H03150	XP_003958860.1
KAFR_0H03160	XP_003958861.1
KAFR_0H03170	XP_003958862.1
KAFR_0H03180	XP_003958863.1
KAFR_0H03190	XP_003958864.1
KAFR_0H03190	XP_003958864.1
KAFR_0H03200	XP_003958865.1
KAFR_0H03210	XP_003958866.1
KAFR_0H03220	XP_003958867.1
KAFR_0H03230	XP_003958868.1
KAFR_0H03240	XP_003958869.1
KAFR_0H03250	XP_003958870.1
KAFR_0H03260	XP_003958871.1
KAFR_0H03270	XP_003958872.1
KAFR_0H03280	XP_003958873.1
KAFR_0H03290	XP_003958874.1
KAFR_0H03300	XP_003958875.1
KAFR_0H03310	XP_003958876.1
KAFR_0H03320	XP_003958877.1
KAFR_0H03330	XP_003958878.1
KAFR_0H03340	XP_003958879.1
KAFR_0H03350	XP_003958880.1
KAFR_0H03360	XP_003958881.1
KAFR_0H03370	XP_003958882.1
KAFR_0H03380	XP_003958883.1
KAFR_0H03390	XP_003958884.1
KAFR_0H03400	XP_003958885.1
KAFR_0H03410	XP_003958886.1
KAFR_0H03420	XP_003958887.1
KAFR_0H03430	XP_003958888.1
KAFR_0H03430	XP_003958888.1
KAFR_0H03440	XP_003958889.1
KAFR_0H03450	XP_003958890.1
KAFR_0H03460	XP_003958891.1
KAFR_0H03470	XP_003958892.1
KAFR_0H03480	XP_003958893.1
KAFR_0H03490	XP_003958894.1
KAFR_0H03500	XP_003958895.1
KAFR_0H03500	XP_003958895.1
KAFR_0H03510	XP_003958896.1
KAFR_0H03520	XP_003958897.1
KAFR_0H03530	XP_003958898.1
KAFR_0H03540	XP_003958899.1
KAFR_0H03560	XP_003958900.1
KAFR_0H03570	XP_003958901.1
KAFR_0H03575	XP_003958902.1
KAFR_0H03580	XP_003958903.1
KAFR_0H03590	XP_003958904.1
KAFR_0H03600	XP_003958905.1
KAFR_0H03610	XP_003958906.1
KAFR_0H03620	XP_003958907.1
KAFR_0H03620	XP_003958907.1
KAFR_0H03630	XP_003958908.1
KAFR_0H03640	XP_003958909.1
KAFR_0H03650	XP_003958910.1
KAFR_0H03660	XP_003958911.1
KAFR_0H03670	XP_003958912.1
KAFR_0H03680	XP_003958913.1
KAFR_0H03690	XP_003958914.1
KAFR_0H03700	XP_003958915.1
KAFR_0H03710	XP_003958916.1
KAFR_0H03720	XP_003958917.1
KAFR_0H03730	XP_003958918.1
KAFR_0H03740	XP_003958919.1
KAFR_0H03750	XP_003958920.1
KAFR_0H03760	XP_003958921.1
KAFR_0H03770	XP_003958922.1
KAFR_0H03780	XP_003958923.1
KAFR_0H03790	XP_003958924.1
KAFR_0H03810	XP_003958925.1
KAFR_0I00100	XP_003958926.1
KAFR_0I00110	XP_003958927.1
KAFR_0I00120	XP_003958928.1
KAFR_0I00130	XP_003958929.1
KAFR_0I00140	XP_003958930.1
KAFR_0I00150	XP_003958931.1
KAFR_0I00160	XP_003958932.1
KAFR_0I00170	XP_003958933.1
KAFR_0I00180	XP_003958934.1
KAFR_0I00190	XP_003958935.1
KAFR_0I00200	XP_003958936.1
KAFR_0I00210	XP_003958937.1
KAFR_0I00220	XP_003958938.1
KAFR_0I00230	XP_003958939.1
KAFR_0I00240	XP_003958940.1
KAFR_0I00250	XP_003958941.1
KAFR_0I00260	XP_003958942.1
KAFR_0I00270	XP_003958943.1
KAFR_0I00280	XP_003958944.1
KAFR_0I00290	XP_003958945.1
KAFR_0I00300	XP_003958946.1
KAFR_0I00300	XP_003958946.1
KAFR_0I00310	XP_003958947.1
KAFR_0I00320	XP_003958948.1
KAFR_0I00330	XP_003958949.1
KAFR_0I00340	XP_003958950.1
KAFR_0I00350	XP_003958951.1
KAFR_0I00360	XP_003958952.1
KAFR_0I00360	XP_003958952.1
KAFR_0I00370	XP_003958953.1
KAFR_0I00380	XP_003958954.1
KAFR_0I00390	XP_003958955.1
KAFR_0I00400	XP_003958956.1
KAFR_0I00410	XP_003958957.1
KAFR_0I00420	XP_003958958.1
KAFR_0I00430	XP_003958959.1
KAFR_0I00440	XP_003958960.1
KAFR_0I00450	XP_003958961.1
KAFR_0I00460	XP_003958962.1
KAFR_0I00470	XP_003958963.1
KAFR_0I00480	XP_003958964.1
KAFR_0I00490	XP_003958965.1
KAFR_0I00490	XP_003958965.1
KAFR_0I00500	XP_003958966.1
KAFR_0I00510	XP_003958967.1
KAFR_0I00520	XP_003958968.1
KAFR_0I00530	XP_003958969.1
KAFR_0I00540	XP_003958970.1
KAFR_0I00550	XP_003958971.1
KAFR_0I00560	XP_003958972.1
KAFR_0I00570	XP_003958973.1
KAFR_0I00580	XP_003958974.1
KAFR_0I00590	XP_003958975.1
KAFR_0I00600	XP_003958976.1
KAFR_0I00610	XP_003958977.1
KAFR_0I00620	XP_003958978.1
KAFR_0I00630	XP_003958979.1
KAFR_0I00640	XP_003958980.1
KAFR_0I00650	XP_003958981.1
KAFR_0I00660	XP_003958982.1
KAFR_0I00670	XP_003958983.1
KAFR_0I00680	XP_003958984.1
KAFR_0I00690	XP_003958985.1
KAFR_0I00700	XP_003958986.1
KAFR_0I00710	XP_003958987.1
KAFR_0I00720	XP_003958988.1
KAFR_0I00720	XP_003958988.1
KAFR_0I00730	XP_003958989.1
KAFR_0I00740	XP_003958990.1
KAFR_0I00750	XP_003958991.1
KAFR_0I00760	XP_003958992.1
KAFR_0I00770	XP_003958993.1
KAFR_0I00780	XP_003958994.1
KAFR_0I00790	XP_003958995.1
KAFR_0I00790	XP_003958995.1
KAFR_0I00800	XP_003958996.1
KAFR_0I00800	XP_003958996.1
KAFR_0I00810	XP_003958997.1
KAFR_0I00820	XP_003958998.1
KAFR_0I00830	XP_003958999.1
KAFR_0I00840	XP_003959000.1
KAFR_0I00850	XP_003959001.1
KAFR_0I00860	XP_003959002.1
KAFR_0I00870	XP_003959003.1
KAFR_0I00880	XP_003959004.1
KAFR_0I00890	XP_003959005.1
KAFR_0I00900	XP_003959006.1
KAFR_0I00910	XP_003959007.1
KAFR_0I00920	XP_003959008.1
KAFR_0I00930	XP_003959009.1
KAFR_0I00940	XP_003959010.1
KAFR_0I00950	XP_003959011.1
KAFR_0I00960	XP_003959012.1
KAFR_0I00970	XP_003959013.1
KAFR_0I00980	XP_003959014.1
KAFR_0I00990	XP_003959015.1
KAFR_0I01000	XP_003959016.1
KAFR_0I01010	XP_003959017.1
KAFR_0I01020	XP_003959018.1
KAFR_0I01030	XP_003959019.1
KAFR_0I01040	XP_003959020.1
KAFR_0I01050	XP_003959021.1
KAFR_0I01060	XP_003959022.1
KAFR_0I01070	XP_003959023.1
KAFR_0I01080	XP_003959024.1
KAFR_0I01090	XP_003959025.1
KAFR_0I01100	XP_003959026.1
KAFR_0I01110	XP_003959027.1
KAFR_0I01120	XP_003959028.1
KAFR_0I01130	XP_003959029.1
KAFR_0I01140	XP_003959030.1
KAFR_0I01150	XP_003959031.1
KAFR_0I01160	XP_003959032.1
KAFR_0I01170	XP_003959033.1
KAFR_0I01180	XP_003959034.1
KAFR_0I01180	XP_003959034.1
KAFR_0I01190	XP_003959035.1
KAFR_0I01200	XP_003959036.1
KAFR_0I01210	XP_003959037.1
KAFR_0I01210	XP_003959037.1
KAFR_0I01220	XP_003959038.1
KAFR_0I01230	XP_003959039.1
KAFR_0I01240	XP_003959040.1
KAFR_0I01250	XP_003959041.1
KAFR_0I01260	XP_003959042.1
KAFR_0I01270	XP_003959043.1
KAFR_0I01280	XP_003959044.1
KAFR_0I01290	XP_003959045.1
KAFR_0I01300	XP_003959046.1
KAFR_0I01310	XP_003959047.1
KAFR_0I01320	XP_003959048.1
KAFR_0I01330	XP_003959049.1
KAFR_0I01340	XP_003959050.1
KAFR_0I01350	XP_003959051.1
KAFR_0I01360	XP_003959052.1
KAFR_0I01370	XP_003959053.1
KAFR_0I01380	XP_003959054.1
KAFR_0I01390	XP_003959055.1
KAFR_0I01400	XP_003959056.1
KAFR_0I01410	XP_003959057.1
KAFR_0I01420	XP_003959058.1
KAFR_0I01430	XP_003959059.1
KAFR_0I01440	XP_003959060.1
KAFR_0I01450	XP_003959061.1
KAFR_0I01460	XP_003959062.1
KAFR_0I01470	XP_003959063.1
KAFR_0I01480	XP_003959064.1
KAFR_0I01490	XP_003959065.1
KAFR_0I01500	XP_003959066.1
KAFR_0I01510	XP_003959067.1
KAFR_0I01520	XP_003959068.1
KAFR_0I01530	XP_003959069.1
KAFR_0I01540	XP_003959070.1
KAFR_0I01550	XP_003959071.1
KAFR_0I01560	XP_003959072.1
KAFR_0I01570	XP_003959073.1
KAFR_0I01580	XP_003959074.1
KAFR_0I01590	XP_003959075.1
KAFR_0I01600	XP_003959076.1
KAFR_0I01610	XP_003959077.1
KAFR_0I01620	XP_003959078.1
KAFR_0I01630	XP_003959079.1
KAFR_0I01640	XP_003959080.1
KAFR_0I01650	XP_003959081.1
KAFR_0I01660	XP_003959082.1
KAFR_0I01670	XP_003959083.1
KAFR_0I01680	XP_003959084.1
KAFR_0I01690	XP_003959085.1
KAFR_0I01700	XP_003959086.1
KAFR_0I01710	XP_003959087.1
KAFR_0I01720	XP_003959088.1
KAFR_0I01730	XP_003959089.1
KAFR_0I01740	XP_003959090.1
KAFR_0I01750	XP_003959091.1
KAFR_0I01760	XP_003959092.1
KAFR_0I01770	XP_003959093.1
KAFR_0I01780	XP_003959094.1
KAFR_0I01790	XP_003959095.1
KAFR_0I01800	XP_003959096.1
KAFR_0I01810	XP_003959097.1
KAFR_0I01830	XP_003959098.1
KAFR_0I01840	XP_003959099.1
KAFR_0I01850	XP_003959100.1
KAFR_0I01860	XP_003959101.1
KAFR_0I01870	XP_003959102.1
KAFR_0I01880	XP_003959103.1
KAFR_0I01890	XP_003959104.1
KAFR_0I01900	XP_003959105.1
KAFR_0I01910	XP_003959106.1
KAFR_0I01920	XP_003959107.1
KAFR_0I01930	XP_003959108.1
KAFR_0I01940	XP_003959109.1
KAFR_0I01950	XP_003959110.1
KAFR_0I01960	XP_003959111.1
KAFR_0I01970	XP_003959112.1
KAFR_0I01980	XP_003959113.1
KAFR_0I01990	XP_003959114.1
KAFR_0I02000	XP_003959115.1
KAFR_0I02010	XP_003959116.1
KAFR_0I02020	XP_003959117.1
KAFR_0I02030	XP_003959118.1
KAFR_0I02040	XP_003959119.1
KAFR_0I02050	XP_003959120.1
KAFR_0I02060	XP_003959121.1
KAFR_0I02070	XP_003959122.1
KAFR_0I02080	XP_003959123.1
KAFR_0I02090	XP_003959124.1
KAFR_0I02100	XP_003959125.1
KAFR_0I02110	XP_003959126.1
KAFR_0I02120	XP_003959127.1
KAFR_0I02130	XP_003959128.1
KAFR_0I02140	XP_003959129.1
KAFR_0I02150	XP_003959130.1
KAFR_0I02160	XP_003959131.1
KAFR_0I02180	XP_003959132.1
KAFR_0I02190	XP_003959133.1
KAFR_0I02200	XP_003959134.1
KAFR_0I02210	XP_003959135.1
KAFR_0I02220	XP_003959136.1
KAFR_0I02230	XP_003959137.1
KAFR_0I02240	XP_003959138.1
KAFR_0I02250	XP_003959139.1
KAFR_0I02260	XP_003959140.1
KAFR_0I02270	XP_003959141.1
KAFR_0I02280	XP_003959142.1
KAFR_0I02280	XP_003959142.1
KAFR_0I02280	XP_003959142.1
KAFR_0I02290	XP_003959143.1
KAFR_0I02300	XP_003959144.1
KAFR_0I02310	XP_003959145.1
KAFR_0I02320	XP_003959146.1
KAFR_0I02330	XP_003959147.1
KAFR_0I02340	XP_003959148.1
KAFR_0I02350	XP_003959149.1
KAFR_0I02360	XP_003959150.1
KAFR_0I02370	XP_003959151.1
KAFR_0I02380	XP_003959152.1
KAFR_0I02390	XP_003959153.1
KAFR_0I02400	XP_003959154.1
KAFR_0I02410	XP_003959155.1
KAFR_0I02420	XP_003959156.1
KAFR_0I02430	XP_003959157.1
KAFR_0I02440	XP_003959158.1
KAFR_0I02450	XP_003959159.1
KAFR_0I02460	XP_003959160.1
KAFR_0I02470	XP_003959161.1
KAFR_0I02480	XP_003959162.1
KAFR_0I02490	XP_003959163.1
KAFR_0I02500	XP_003959164.1
KAFR_0I02510	XP_003959165.1
KAFR_0I02510	XP_003959165.1
KAFR_0I02520	XP_003959166.1
KAFR_0I02530	XP_003959167.1
KAFR_0I02540	XP_003959168.1
KAFR_0I02550	XP_003959169.1
KAFR_0I02560	XP_003959170.1
KAFR_0I02570	XP_003959171.1
KAFR_0I02580	XP_003959172.1
KAFR_0I02590	XP_003959173.1
KAFR_0I02600	XP_003959174.1
KAFR_0I02610	XP_003959175.1
KAFR_0I02620	XP_003959176.1
KAFR_0I02630	XP_003959177.1
KAFR_0I02640	XP_003959178.1
KAFR_0I02650	XP_003959179.1
KAFR_0I02660	XP_003959180.1
KAFR_0I02670	XP_003959181.1
KAFR_0I02680	XP_003959182.1
KAFR_0I02690	XP_003959183.1
KAFR_0I02700	XP_003959184.1
KAFR_0I02710	XP_003959185.1
KAFR_0I02720	XP_003959186.1
KAFR_0I02730	XP_003959187.1
KAFR_0I02740	XP_003959188.1
KAFR_0I02750	XP_003959189.1
KAFR_0I02760	XP_003959190.1
KAFR_0I02770	XP_003959191.1
KAFR_0I02780	XP_003959192.1
KAFR_0I02790	XP_003959193.1
KAFR_0I02800	XP_003959194.1
KAFR_0I02810	XP_003959195.1
KAFR_0I02820	XP_003959196.1
KAFR_0I02830	XP_003959197.1
KAFR_0I02840	XP_003959198.1
KAFR_0I02850	XP_003959199.1
KAFR_0I02860	XP_003959200.1
KAFR_0I02870	XP_003959201.1
KAFR_0I02880	XP_003959202.1
KAFR_0I02890	XP_003959203.1
KAFR_0I02900	XP_003959204.1
KAFR_0I02910	XP_003959205.1
KAFR_0I02920	XP_003959206.1
KAFR_0I02930	XP_003959207.1
KAFR_0I02940	XP_003959208.1
KAFR_0I02950	XP_003959209.1
KAFR_0I02955	XP_003959210.1
KAFR_0I02960	XP_003959211.1
KAFR_0I02970	XP_003959212.1
KAFR_0J00100	XP_003959213.1
KAFR_0J00110	XP_003959214.1
KAFR_0J00120	XP_003959215.1
KAFR_0J00130	XP_003959216.1
KAFR_0J00140	XP_003959217.1
KAFR_0J00150	XP_003959218.1
KAFR_0J00160	XP_003959219.1
KAFR_0J00170	XP_003959220.1
KAFR_0J00180	XP_003959221.1
KAFR_0J00190	XP_003959222.1
KAFR_0J00200	XP_003959223.1
KAFR_0J00210	XP_003959224.1
KAFR_0J00210	XP_003959224.1
KAFR_0J00220	XP_003959225.1
KAFR_0J00230	XP_003959226.1
KAFR_0J00240	XP_003959227.1
KAFR_0J00250	XP_003959228.1
KAFR_0J00260	XP_003959229.1
KAFR_0J00270	XP_003959230.1
KAFR_0J00280	XP_003959231.1
KAFR_0J00290	XP_003959232.1
KAFR_0J00300	XP_003959233.1
KAFR_0J00310	XP_003959234.1
KAFR_0J00320	XP_003959235.1
KAFR_0J00330	XP_003959236.1
KAFR_0J00340	XP_003959237.1
KAFR_0J00350	XP_003959238.1
KAFR_0J00360	XP_003959239.1
KAFR_0J00370	XP_003959240.1
KAFR_0J00380	XP_003959241.1
KAFR_0J00390	XP_003959242.1
KAFR_0J00390	XP_003959242.1
KAFR_0J00400	XP_003959243.1
KAFR_0J00400	XP_003959243.1
KAFR_0J00410	XP_003959244.1
KAFR_0J00420	XP_003959245.1
KAFR_0J00430	XP_003959246.1
KAFR_0J00440	XP_003959247.1
KAFR_0J00450	XP_003959248.1
KAFR_0J00460	XP_003959249.1
KAFR_0J00470	XP_003959250.1
KAFR_0J00480	XP_003959251.1
KAFR_0J00490	XP_003959252.1
KAFR_0J00500	XP_003959253.1
KAFR_0J00510	XP_003959254.1
KAFR_0J00520	XP_003959255.1
KAFR_0J00530	XP_003959256.1
KAFR_0J00540	XP_003959257.1
KAFR_0J00550	XP_003959258.1
KAFR_0J00560	XP_003959259.1
KAFR_0J00570	XP_003959260.1
KAFR_0J00580	XP_003959261.1
KAFR_0J00590	XP_003959262.1
KAFR_0J00600	XP_003959263.1
KAFR_0J00610	XP_003959264.1
KAFR_0J00620	XP_003959265.1
KAFR_0J00630	XP_003959266.1
KAFR_0J00640	XP_003959267.1
KAFR_0J00650	XP_003959268.1
KAFR_0J00660	XP_003959269.1
KAFR_0J00670	XP_003959270.1
KAFR_0J00680	XP_003959271.1
KAFR_0J00690	XP_003959272.1
KAFR_0J00700	XP_003959273.1
KAFR_0J00710	XP_003959274.1
KAFR_0J00720	XP_003959275.1
KAFR_0J00730	XP_003959276.1
KAFR_0J00740	XP_003959277.1
KAFR_0J00750	XP_003959278.1
KAFR_0J00760	XP_003959279.1
KAFR_0J00770	XP_003959280.1
KAFR_0J00780	XP_003959281.1
KAFR_0J00790	XP_003959282.1
KAFR_0J00800	XP_003959283.1
KAFR_0J00810	XP_003959284.1
KAFR_0J00820	XP_003959285.1
KAFR_0J00830	XP_003959286.1
KAFR_0J00840	XP_003959287.1
KAFR_0J00850	XP_003959288.1
KAFR_0J00860	XP_003959289.1
KAFR_0J00870	XP_003959290.1
KAFR_0J00880	XP_003959291.1
KAFR_0J00890	XP_003959292.1
KAFR_0J00900	XP_003959293.1
KAFR_0J00910	XP_003959294.1
KAFR_0J00920	XP_003959295.1
KAFR_0J00930	XP_003959296.1
KAFR_0J00940	XP_003959297.1
KAFR_0J00950	XP_003959298.1
KAFR_0J00960	XP_003959299.1
KAFR_0J00970	XP_003959300.1
KAFR_0J00980	XP_003959301.1
KAFR_0J00990	XP_003959302.1
KAFR_0J01000	XP_003959303.1
KAFR_0J01010	XP_003959304.1
KAFR_0J01020	XP_003959305.1
KAFR_0J01030	XP_003959306.1
KAFR_0J01040	XP_003959307.1
KAFR_0J01060	XP_003959308.1
KAFR_0J01070	XP_003959309.1
KAFR_0J01080	XP_003959310.1
KAFR_0J01090	XP_003959311.1
KAFR_0J01090	XP_003959311.1
KAFR_0J01100	XP_003959312.1
KAFR_0J01110	XP_003959313.1
KAFR_0J01120	XP_003959314.1
KAFR_0J01130	XP_003959315.1
KAFR_0J01140	XP_003959316.1
KAFR_0J01150	XP_003959317.1
KAFR_0J01160	XP_003959318.1
KAFR_0J01170	XP_003959319.1
KAFR_0J01180	XP_003959320.1
KAFR_0J01190	XP_003959321.1
KAFR_0J01200	XP_003959322.1
KAFR_0J01210	XP_003959323.1
KAFR_0J01220	XP_003959324.1
KAFR_0J01230	XP_003959325.1
KAFR_0J01240	XP_003959326.1
KAFR_0J01250	XP_003959327.1
KAFR_0J01260	XP_003959328.1
KAFR_0J01270	XP_003959329.1
KAFR_0J01280	XP_003959330.1
KAFR_0J01290	XP_003959331.1
KAFR_0J01300	XP_003959332.1
KAFR_0J01310	XP_003959333.1
KAFR_0J01320	XP_003959334.1
KAFR_0J01330	XP_003959335.1
KAFR_0J01340	XP_003959336.1
KAFR_0J01350	XP_003959337.1
KAFR_0J01360	XP_003959338.1
KAFR_0J01370	XP_003959339.1
KAFR_0J01380	XP_003959340.1
KAFR_0J01390	XP_003959341.1
KAFR_0J01400	XP_003959342.1
KAFR_0J01410	XP_003959343.1
KAFR_0J01420	XP_003959344.1
KAFR_0J01430	XP_003959345.1
KAFR_0J01440	XP_003959346.1
KAFR_0J01460	XP_003959347.1
KAFR_0J01470	XP_003959348.1
KAFR_0J01480	XP_003959349.1
KAFR_0J01480	XP_003959349.1
KAFR_0J01490	XP_003959350.1
KAFR_0J01500	XP_003959351.1
KAFR_0J01510	XP_003959352.1
KAFR_0J01520	XP_003959353.1
KAFR_0J01530	XP_003959354.1
KAFR_0J01540	XP_003959355.1
KAFR_0J01550	XP_003959356.1
KAFR_0J01560	XP_003959357.1
KAFR_0J01580	XP_003959358.1
KAFR_0J01590	XP_003959359.1
KAFR_0J01600	XP_003959360.1
KAFR_0J01610	XP_003959361.1
KAFR_0J01620	XP_003959362.1
KAFR_0J01630	XP_003959363.1
KAFR_0J01640	XP_003959364.1
KAFR_0J01650	XP_003959365.1
KAFR_0J01660	XP_003959366.1
KAFR_0J01670	XP_003959367.1
KAFR_0J01680	XP_003959368.1
KAFR_0J01700	XP_003959369.1
KAFR_0J01710	XP_003959370.1
KAFR_0J01720	XP_003959371.1
KAFR_0J01730	XP_003959372.1
KAFR_0J01740	XP_003959373.1
KAFR_0J01750	XP_003959374.1
KAFR_0J01760	XP_003959375.1
KAFR_0J01770	XP_003959376.1
KAFR_0J01780	XP_003959377.1
KAFR_0J01790	XP_003959378.1
KAFR_0J01800	XP_003959379.1
KAFR_0J01810	XP_003959380.1
KAFR_0J01820	XP_003959381.1
KAFR_0J01830	XP_003959382.1
KAFR_0J01840	XP_003959383.1
KAFR_0J01850	XP_003959384.1
KAFR_0J01860	XP_003959385.1
KAFR_0J01870	XP_003959386.1
KAFR_0J01880	XP_003959387.1
KAFR_0J01890	XP_003959388.1
KAFR_0J01900	XP_003959389.1
KAFR_0J01910	XP_003959390.1
KAFR_0J01920	XP_003959391.1
KAFR_0J01930	XP_003959392.1
KAFR_0J01940	XP_003959393.1
KAFR_0J01950	XP_003959394.1
KAFR_0J01960	XP_003959395.1
KAFR_0J01970	XP_003959396.1
KAFR_0J01980	XP_003959397.1
KAFR_0J01990	XP_003959398.1
KAFR_0J02000	XP_003959399.1
KAFR_0J02010	XP_003959400.1
KAFR_0J02020	XP_003959401.1
KAFR_0J02030	XP_003959402.1
KAFR_0J02040	XP_003959403.1
KAFR_0J02050	XP_003959404.1
KAFR_0J02060	XP_003959405.1
KAFR_0J02070	XP_003959406.1
KAFR_0J02080	XP_003959407.1
KAFR_0J02090	XP_003959408.1
KAFR_0J02100	XP_003959409.1
KAFR_0J02110	XP_003959410.1
KAFR_0J02120	XP_003959411.1
KAFR_0J02130	XP_003959412.1
KAFR_0J02140	XP_003959413.1
KAFR_0J02150	XP_003959414.1
KAFR_0J02160	XP_003959415.1
KAFR_0J02170	XP_003959416.1
KAFR_0J02180	XP_003959417.1
KAFR_0J02190	XP_003959418.1
KAFR_0J02190	XP_003959418.1
KAFR_0J02200	XP_003959419.1
KAFR_0J02210	XP_003959420.1
KAFR_0J02220	XP_003959421.1
KAFR_0J02230	XP_003959422.1
KAFR_0J02240	XP_003959423.1
KAFR_0J02250	XP_003959424.1
KAFR_0J02260	XP_003959425.1
KAFR_0J02270	XP_003959426.1
KAFR_0J02280	XP_003959427.1
KAFR_0J02290	XP_003959428.1
KAFR_0J02290	XP_003959428.1
KAFR_0J02300	XP_003959429.1
KAFR_0J02310	XP_003959430.1
KAFR_0J02320	XP_003959431.1
KAFR_0J02330	XP_003959432.1
KAFR_0J02340	XP_003959433.1
KAFR_0J02350	XP_003959434.1
KAFR_0J02360	XP_003959435.1
KAFR_0J02370	XP_003959436.1
KAFR_0J02380	XP_003959437.1
KAFR_0J02380	XP_003959437.1
KAFR_0J02390	XP_003959438.1
KAFR_0J02400	XP_003959439.1
KAFR_0J02410	XP_003959440.1
KAFR_0J02420	XP_003959441.1
KAFR_0J02430	XP_003959442.1
KAFR_0J02440	XP_003959443.1
KAFR_0J02450	XP_003959444.1
KAFR_0J02460	XP_003959445.1
KAFR_0J02470	XP_003959446.1
KAFR_0J02480	XP_003959447.1
KAFR_0J02490	XP_003959448.1
KAFR_0J02500	XP_003959449.1
KAFR_0J02510	XP_003959450.1
KAFR_0J02520	XP_003959451.1
KAFR_0J02530	XP_003959452.1
KAFR_0J02540	XP_003959453.1
KAFR_0J02550	XP_003959454.1
KAFR_0J02560	XP_003959455.1
KAFR_0J02570	XP_003959456.1
KAFR_0J02580	XP_003959457.1
KAFR_0J02590	XP_003959458.1
KAFR_0J02600	XP_003959459.1
KAFR_0J02610	XP_003959460.1
KAFR_0J02620	XP_003959461.1
KAFR_0J02630	XP_003959462.1
KAFR_0J02640	XP_003959463.1
KAFR_0J02650	XP_003959464.1
KAFR_0J02660	XP_003959465.1
KAFR_0J02670	XP_003959466.1
KAFR_0J02680	XP_003959467.1
KAFR_0J02690	XP_003959468.1
KAFR_0J02700	XP_003959469.1
KAFR_0J02710	XP_003959470.1
KAFR_0J02720	XP_003959471.1
KAFR_0J02730	XP_003959472.1
KAFR_0J02740	XP_003959473.1
KAFR_0J02750	XP_003959474.1
KAFR_0J02750	XP_003959474.1
KAFR_0J02760	XP_003959475.1
KAFR_0J02770	XP_003959476.1
KAFR_0J02780	XP_003959477.1
KAFR_0J02790	XP_003959478.1
KAFR_0J02800	XP_003959479.1
KAFR_0J02800	XP_003959479.1
KAFR_0J02810	XP_003959480.1
KAFR_0J02820	XP_003959481.1
KAFR_0J02830	XP_003959482.1
KAFR_0J02840	XP_003959483.1
KAFR_0J02850	XP_003959484.1
KAFR_0J02860	XP_003959485.1
KAFR_0J02870	XP_003959486.1
KAFR_0J02880	XP_003959487.1
KAFR_0J02890	XP_003959488.1
KAFR_0J02900	XP_003959489.1
KAFR_0J02910	XP_003959490.1
KAFR_0J02920	XP_003959491.1
KAFR_0J02930	XP_003959492.1
KAFR_0J02940	XP_003959493.1
KAFR_0J02950	XP_003959494.1
KAFR_0J02950	XP_003959494.1
KAFR_0J02960	XP_003959495.1
KAFR_0J02970	XP_003959496.1
KAFR_0J02980	XP_003959497.1
KAFR_0J02990	XP_003959498.1
KAFR_0K00100	XP_003959499.1
KAFR_0K00120	XP_003959500.1
KAFR_0K00130	XP_003959501.1
KAFR_0K00135	XP_003959502.1
KAFR_0K00140	XP_003959503.1
KAFR_0K00145	XP_003959504.1
KAFR_0K00150	XP_003959505.1
KAFR_0K00160	XP_003959506.1
KAFR_0K00170	XP_003959507.1
KAFR_0K00180	XP_003959508.1
KAFR_0K00190	XP_003959509.1
KAFR_0K00190	XP_003959509.1
KAFR_0K00200	XP_003959510.1
KAFR_0K00210	XP_003959511.1
KAFR_0K00220	XP_003959512.1
KAFR_0K00230	XP_003959513.1
KAFR_0K00240	XP_003959514.1
KAFR_0K00250	XP_003959515.1
KAFR_0K00260	XP_003959516.1
KAFR_0K00270	XP_003959517.1
KAFR_0K00280	XP_003959518.1
KAFR_0K00290	XP_003959519.1
KAFR_0K00300	XP_003959520.1
KAFR_0K00310	XP_003959521.1
KAFR_0K00320	XP_003959522.1
KAFR_0K00330	XP_003959523.1
KAFR_0K00340	XP_003959524.1
KAFR_0K00350	XP_003959525.1
KAFR_0K00360	XP_003959526.1
KAFR_0K00370	XP_003959527.1
KAFR_0K00380	XP_003959528.1
KAFR_0K00390	XP_003959529.1
KAFR_0K00400	XP_003959530.1
KAFR_0K00410	XP_003959531.1
KAFR_0K00420	XP_003959532.1
KAFR_0K00430	XP_003959533.1
KAFR_0K00440	XP_003959534.1
KAFR_0K00450	XP_003959535.1
KAFR_0K00460	XP_003959536.1
KAFR_0K00470	XP_003959537.1
KAFR_0K00480	XP_003959538.1
KAFR_0K00490	XP_003959539.1
KAFR_0K00500	XP_003959540.1
KAFR_0K00510	XP_003959541.1
KAFR_0K00520	XP_003959542.1
KAFR_0K00530	XP_003959543.1
KAFR_0K00540	XP_003959544.1
KAFR_0K00550	XP_003959545.1
KAFR_0K00560	XP_003959546.1
KAFR_0K00570	XP_003959547.1
KAFR_0K00580	XP_003959548.1
KAFR_0K00590	XP_003959549.1
KAFR_0K00600	XP_003959550.1
KAFR_0K00610	XP_003959551.1
